year,fips,state_fips,county_fips,edu_universe_25_plus,no_schooling,high_school_diploma,ged,associates_degree,bachelors_degree,masters_degree,professional_degree,doctorate_degree
2015,51710,51,710,150965,1374,36297,6736,12945,23859,11457,2559,2330
2015,51041,51,041,223181,3048,46445,8191,17713,50555,25765,3792,3890
2015,51059,51,059,774691,12386,98935,8969,41191,236465,163050,35211,25618
2015,53005,53,005,122437,1510,24112,6140,13158,23333,9118,1343,2363
2015,53011,53,011,307163,3777,61899,13791,30989,56081,20650,4098,3710
2015,53057,53,057,84596,971,18952,4467,9126,13330,4716,1726,832
2015,53063,53,063,331853,3218,68688,16866,38375,59188,24495,6552,4221
2015,53007,53,007,51667,1188,12899,2083,3727,7244,3622,803,354
2015,53035,53,035,178483,1086,34828,6493,20609,35769,14338,2744,1668
2015,53033,53,033,1498491,16750,204392,35372,121611,462506,202218,50523,35587
2015,53077,53,077,149845,5075,33690,10889,12817,14636,6308,1675,970
2015,53009,53,009,55368,47,12384,2571,4866,9221,3592,1057,471
2015,53015,53,015,71960,704,18272,4662,8095,6899,4416,605,476
2015,53041,53,041,53293,764,12526,3174,6669,5598,2945,598,304
2015,53029,53,029,59006,258,12355,1582,6554,13105,4418,774,730
2015,53053,53,053,560868,5510,134318,27065,59825,96412,35869,7129,4635
2015,53021,53,021,49854,2691,10596,3228,4454,5889,2373,447,620
2015,53073,53,073,138988,1106,28193,6279,14774,29535,10529,2386,3435
2015,31055,31,055,356429,5462,66123,11778,26384,88302,32002,9362,5929
2015,54011,54,011,64220,388,15579,3566,6700,9234,4698,1244,865
2015,54033,54,033,48543,323,15410,2006,3318,6723,3078,453,340
2015,54081,54,081,55262,800,16699,4520,3896,5558,2584,460,105
2015,54003,54,003,76318,1030,23828,6059,6418,8218,4435,334,628
2015,55109,55,109,58408,229,13979,1361,7943,12783,3999,644,830
2015,55079,55,079,628900,10571,144603,24092,46297,121633,46121,10799,7473
2015,55101,55,101,131952,1014,32099,7132,13658,21162,8485,1008,1005
2015,55139,55,139,113119,1868,33036,4695,12304,20876,6140,1204,787
2015,54107,54,107,61044,829,18367,3661,6380,7846,3011,1010,351
2015,55087,55,087,123210,851,39382,3400,15111,26118,7550,1418,1067
2015,55009,55,009,172321,1702,46666,7245,20564,35530,9426,2867,1270
2015,55035,55,035,64184,1200,13077,1466,8834,13641,5055,1045,778
2015,55133,55,133,277755,788,60188,5965,27802,77571,29358,7873,3089
2015,55127,55,127,67530,432,18651,2995,5564,11552,4891,701,645
2015,32003,32,003,1429567,26265,353514,51547,114015,221102,76839,21004,11241
2015,33005,33,005,52770,180,14504,2748,5486,9910,5107,476,1134
2015,33009,33,009,62759,73,15889,3173,4980,11294,7864,2408,2248
2015,33015,33,015,217961,849,48800,7962,21067,56449,26407,4560,2303
2015,33011,33,011,282826,1638,64256,11089,25481,65697,30773,4483,3518
2015,34021,34,021,248659,3050,59488,6399,13264,49212,32716,5423,7437
2015,34011,34,011,106002,2813,40605,5819,6985,10721,2587,668,351
2015,34035,34,035,230265,2504,44966,3104,12683,69330,38521,7662,8395
2015,34029,34,029,406745,3025,129253,14036,32599,76239,29245,4981,2356
2015,34001,34,001,187759,3300,56349,5249,13395,35671,9757,4040,1530
2015,34023,34,023,576760,9134,136361,16680,32855,140803,75364,12819,10109
2015,34033,34,033,44964,537,15467,2100,4437,6439,2418,211,162
2015,34009,34,009,70934,807,20547,2416,5314,13958,5829,1386,604
2015,34007,34,007,348820,6388,93011,11193,24377,70556,27426,9198,4298
2015,34039,34,039,374869,7218,106903,7614,20311,73448,36995,9507,5381
2015,34017,34,017,479317,8929,118624,10721,23493,120314,51112,10247,6092
2015,34019,34,019,87796,634,17953,992,5614,27711,11984,2247,2157
2015,34027,34,027,347632,1774,75061,4958,21606,102540,56569,12811,6844
2015,35031,35,031,44475,985,12766,1806,3163,2342,1666,473,187
2015,35043,35,043,94364,741,19991,4308,6798,16178,8134,1312,2094
2015,35045,35,045,76791,1310,22014,4307,8359,5634,3976,701,535
2015,28067,28,067,44068,491,9020,2324,4413,5128,3096,1380,103
2015,28089,28,089,68303,357,11273,1723,6116,18177,7333,1799,1123
2015,28121,28,121,101471,444,19021,6382,11129,18456,8073,1847,1174
2015,55131,55,131,93246,333,26645,2137,9619,19842,5406,1247,435
2015,55025,55,025,341678,2765,55398,8010,32505,99271,42992,11932,11662
2015,55089,55,089,60766,64,11425,864,6227,18475,7060,2078,838
2015,55097,55,097,44896,561,12339,1521,4082,9500,3430,553,902
2015,55105,55,105,109280,822,34606,5586,12077,16055,6064,1082,581
2015,55141,55,141,52129,180,17730,2090,6406,7509,2144,1151,708
2015,55055,55,055,57171,402,17555,2314,7485,9070,2654,418,552
2015,56025,56,025,53528,143,12943,2860,5983,7424,3369,701,366
2015,48245,48,245,168670,2290,46819,9259,12722,21362,8262,1354,1029
2015,48439,48,439,1262323,22078,254373,49484,91120,265390,93147,18284,11686
2015,48139,48,139,104676,1988,26306,4211,8344,17163,5790,897,500
2015,48409,48,409,42289,781,11666,2892,1927,5630,1468,466,179
2015,48381,48,381,85263,796,14481,4440,8647,18053,6706,1421,760
2015,17201,17,201,194508,3061,49833,13106,17136,28472,12252,1674,1199
2015,12097,12,097,211863,3237,58551,11575,23459,30283,10176,963,1172
2015,12095,12,095,853661,11954,188909,31786,89449,185472,62838,18702,7218
2015,12001,12,001,156666,2397,27544,5848,17143,36023,18786,6563,7583
2015,12015,12,015,141657,1347,47074,8084,11682,18561,8483,1625,1134
2015,17001,17,001,45932,148,15459,2407,4186,5771,3179,357,288
2015,17183,17,183,53843,527,17216,4816,6579,4723,1914,315,72
2015,17199,17,199,46704,149,11886,3727,3947,5896,3121,602,560
2015,17097,17,097,454679,5579,81978,15412,26419,118173,59743,14929,8587
2015,18091,18,091,77191,689,23345,6039,6750,8418,3911,1004,268
2015,18167,18,167,68409,637,16639,4040,4685,10255,5531,686,1058
2015,18005,18,005,54548,348,15503,2780,5259,9944,5099,425,704
2015,18089,18,089,326085,2965,103227,10668,29056,48176,17723,3428,1488
2015,18063,18,063,103812,577,24556,3635,7179,27868,9232,960,925
2015,18053,18,053,44602,94,17883,3308,3520,3676,2177,254,313
2015,18059,18,059,48928,160,13884,2896,3674,10692,3946,359,226
2015,18067,18,067,57645,517,17288,4033,5359,6666,3286,655,205
2015,21117,21,117,111443,889,28616,5995,11178,19149,8283,2581,922
2015,01055,01,055,71551,2041,17247,5217,6029,7787,2983,974,631
2015,01049,01,049,47507,474,13255,4144,4345,2371,1520,615,254
2015,01097,01,097,277665,2431,76320,13522,20347,45416,15015,2578,2239
2015,01127,01,127,45251,591,13509,4700,4618,2669,1235,312,41
2015,01015,01,015,78387,1206,17946,5632,5986,7585,3883,1279,814
2015,01095,01,095,63824,1817,13236,5114,5983,6496,3474,411,311
2015,01089,01,089,240035,2065,42451,10873,20351,62494,29479,3363,3928
2015,02090,02,090,59492,47,8897,2719,5254,13486,4291,1623,1114
2015,02170,02,170,63447,319,16310,4118,5590,8235,3532,697,349
2015,02020,02,020,190006,1868,36843,8883,15369,41798,17775,6071,2001
2015,04013,04,013,2742502,41589,535926,96231,226049,539022,217752,50595,32988
2015,21151,21,151,54045,670,12342,2491,3407,9187,4629,495,1094
2015,22033,22,033,279850,2880,69564,8963,15675,60918,23990,6872,4904
2015,22051,22,051,305807,5661,81893,14063,17246,53196,15668,6174,2612
2015,22015,22,015,82132,651,20671,3451,9031,12410,5967,518,585
2015,22073,22,073,100656,738,24717,6670,4229,17540,6714,1640,637
2015,22079,22,079,87069,890,27212,5442,3945,9390,5176,1476,1348
2015,22097,22,097,54043,841,19370,2861,2682,4952,1415,293,251
2015,22105,22,105,80916,547,26431,3537,5256,11105,3034,892,389
2015,22055,22,055,157616,1464,37307,6168,8691,33191,11445,3134,1338
2015,22071,22,071,272132,2983,52403,7659,12969,55489,24995,11490,5956
2015,22109,22,109,73087,800,21910,6672,4595,8737,1841,517,118
2015,22019,22,019,130965,1690,38174,6680,9524,19265,6200,2528,824
2015,22057,22,057,66188,1579,21899,4486,3502,7871,1954,696,611
2015,04015,04,015,153740,968,49345,10489,10501,11810,4748,1095,713
2015,04005,04,005,80427,1121,15962,1907,8352,13804,9507,1912,1366
2015,04025,04,025,169500,944,33493,8772,16548,27509,12218,3012,2107
2015,04021,04,021,278655,3484,62121,17679,26354,31291,13548,1662,2155
2015,05125,05,125,80507,665,22797,4131,6929,12291,6353,1185,323
2015,12085,12,085,118719,1237,21455,6108,11310,26314,10286,2609,1217
2015,12115,12,115,320744,2642,84665,11804,24823,66917,29801,8912,6457
2015,12017,12,017,111992,686,36402,8014,9791,11212,5078,1108,778
2015,12113,12,113,116678,454,24725,5213,13628,22442,6692,1588,1900
2015,12011,12,011,1332717,22265,320044,44899,127069,275221,105426,34681,14128
2015,12087,12,087,60719,608,12814,1974,5404,13581,4734,1555,1062
2015,13223,13,223,96469,401,28101,5528,8667,13978,5314,2297,514
2015,13245,13,245,131332,1804,32703,6028,11226,16521,6509,2653,2163
2015,13013,13,013,48634,655,13794,3616,2998,5787,1601,328,343
2015,13313,13,313,66421,1891,14121,4406,3167,6544,1617,975,185
2015,13051,13,051,189564,2295,36726,9275,13261,38356,16008,3968,2478
2015,13297,13,297,58260,367,19891,2405,5190,7997,2432,668,244
2015,18095,18,095,89422,512,28815,6733,7851,11077,4127,729,519
2015,18035,18,035,70810,548,22458,3554,5912,10226,4484,925,700
2015,18109,18,109,47472,256,15440,3845,5707,4705,2016,402,94
2015,18141,18,141,173881,1771,46130,8063,11856,29848,12962,2334,3118
2015,18085,18,085,51872,448,16553,2478,3785,6998,2871,570,219
2015,18163,18,163,122713,714,38280,5463,10222,19482,9071,949,854
2015,18105,18,105,81203,663,15483,1526,5359,20004,11865,2695,2829
2015,18097,18,097,615123,7106,141868,27360,45827,117946,42881,11996,7050
2015,19061,19,061,64517,416,18974,1661,6357,13488,4297,1605,548
2015,19103,19,103,84730,706,15742,2226,7537,22232,9769,4819,3127
2015,23019,23,019,107601,801,31010,5310,10970,17051,6156,1537,1663
2015,05045,05,045,74421,853,16224,4315,5884,14153,6660,888,1757
2015,05069,05,069,47741,329,15655,3186,3077,4536,1929,241,333
2015,05131,05,131,84889,1679,19469,6382,7198,11781,2871,781,476
2015,05007,05,007,162146,2972,40270,7880,8292,34928,12806,3755,1531
2015,05143,05,143,135521,1927,29473,6943,7233,27621,10036,3436,2668
2015,05031,05,031,66273,585,16286,5785,4476,10623,3892,1109,928
2015,05085,05,085,47497,548,11655,3819,3823,7222,2552,297,158
2015,05145,05,145,51361,636,18763,2635,3275,5402,3097,151,677
2015,06047,06,047,155645,8048,32837,5580,11599,14641,5770,1359,715
2015,06115,06,115,46896,1031,8887,1842,5439,4606,1328,499,26
2015,06013,06,013,769664,14241,122823,14839,61067,194193,77920,22296,14925
2015,06099,06,099,338947,10751,84726,11900,25134,36954,12681,3967,2134
2015,06097,06,097,356680,7108,60060,8327,33968,73795,27486,10249,5515
2015,06067,06,067,1000997,26563,196023,28537,98657,200616,63315,22957,9467
2015,06017,06,017,132110,1294,24575,5137,13402,27607,11583,2791,1873
2015,19155,19,155,63153,475,17959,3034,7006,9469,2959,565,256
2015,19169,19,169,49115,102,7426,905,4578,13666,6677,1545,3446
2015,19013,19,013,84231,592,21889,3358,8607,15594,5892,1663,1454
2015,19113,19,113,147148,410,36175,6900,18932,30086,9967,1952,1226
2015,19049,19,049,51967,299,9170,1253,5397,16213,5860,1118,816
2015,23001,23,001,74789,407,22899,3932,8782,10115,3080,1625,976
2015,23003,23,003,51054,253,16213,3099,4631,6298,2318,476,287
2015,23005,23,005,207813,395,43092,9526,17102,61048,24529,6789,3202
2015,23031,23,031,146307,720,38446,6812,14841,31851,9858,2406,1884
2015,23011,23,011,85898,743,24166,5574,9733,15079,5716,1383,1219
2015,24510,24,510,425261,5564,106959,20254,19032,70616,37494,10582,8376
2015,24025,24,025,172434,1465,41381,4973,14718,35999,20640,1674,2166
2015,24027,24,027,211021,1980,26677,2155,13835,64030,45136,9160,9062
2015,24033,24,033,611322,9586,139277,16949,38469,115768,62641,7760,10629
2015,24005,24,005,575521,5230,131469,20292,38973,127582,60096,18319,12376
2015,24021,24,021,165190,2678,39478,3741,12216,36689,19553,2983,3527
2015,24013,24,013,115606,810,29044,3888,7916,24989,12195,2636,1769
2015,24017,24,017,103341,559,31154,3783,9592,16367,10616,931,828
2015,24043,24,043,104342,763,35974,4714,8444,13224,5939,1115,648
2015,24045,24,045,64933,636,17622,2963,5018,9790,5210,1087,1226
2015,25025,25,025,535480,14591,111254,14222,25854,130353,61984,19766,17033
2015,25017,25,017,1106709,12246,207948,21083,63072,290235,207335,41480,56091
2015,25005,25,005,386666,8551,98987,17198,36146,65050,27766,4710,4864
2015,25013,25,013,315041,4653,85665,15265,28342,48921,25449,5233,2311
2015,25009,25,009,533931,7629,125668,14327,44833,121342,62914,13128,7940
2015,25011,25,011,52586,459,13237,2184,5908,10096,6103,727,1148
2015,25027,25,027,559061,6620,142570,18942,50831,117640,55057,11008,9429
2015,25015,25,015,100612,332,19609,1852,10361,23715,15642,2962,4868
2015,26005,26,005,76782,1206,26734,3626,6276,10966,3854,536,624
2015,26125,26,125,869490,6169,145839,17682,70159,222443,125089,29676,13410
2015,26121,26,121,117345,1424,32105,9487,11339,15577,5180,896,331
2015,26087,26,087,61936,414,18332,2970,7286,8072,2990,421,153
2015,26073,26,073,38691,105,11041,1780,2495,5639,3738,450,1218
2015,26021,26,021,106760,982,25347,4792,12030,17985,9430,2338,1136
2015,26037,26,037,51904,171,13059,1039,5058,10810,3818,1172,379
2015,26065,26,065,171803,2846,31696,6316,13818,37411,18546,3861,6264
2015,06053,06,053,273998,10311,42571,10881,20317,40275,15370,4568,3556
2015,13057,13,057,156090,1535,30229,6476,13626,40354,14645,2806,2680
2015,13121,13,121,673365,4667,111040,15131,37310,199734,99385,23769,13007
2015,15001,15,001,137573,473,38373,2144,14189,26620,8427,2697,1746
2015,15007,15,007,50845,92,14056,1179,7808,9423,3071,946,544
2015,16027,16,027,126548,3429,33059,11388,9810,15028,4451,795,1143
2015,17119,17,119,185255,1021,51287,9797,18856,28597,13041,2947,1473
2015,17167,17,167,136090,727,31292,5440,9924,30317,12293,3157,1184
2015,17113,17,113,104171,172,23650,3975,6943,31368,12324,2362,2305
2015,17161,17,161,99788,1051,26355,5302,9835,14473,6012,965,1057
2015,17089,17,089,341096,6875,63343,13270,25247,68417,30910,4212,2901
2015,17037,17,037,60669,453,12154,2852,6747,11528,5802,503,979
2015,17197,17,197,444555,4473,110481,14632,34317,97193,40844,5259,4881
2015,17179,17,179,93845,267,25797,4639,10319,16133,6046,823,705
2015,27109,27,109,102712,1283,18516,2019,11770,23632,11482,6032,3173
2015,01115,01,115,60420,383,17316,4328,6918,4775,2316,494,379
2015,01003,01,003,143738,639,35483,10091,12545,30163,8048,2839,1350
2015,01069,01,069,71431,1086,18780,4014,6485,9046,4509,1041,597
2015,01125,01,125,125421,1647,30910,6709,7675,25056,9712,1710,2394
2015,27013,27,013,37417,146,8026,1306,4755,8066,2496,943,902
2015,27137,27,137,135834,1057,34286,5980,16484,25007,9563,2121,1664
2015,27037,27,037,278328,1751,50677,7217,32725,80697,25406,5411,2895
2015,01101,01,101,148631,1866,30664,6871,10436,29246,12373,3311,2002
2015,04019,04,019,668691,9562,122970,30302,56979,120656,61290,13252,12756
2015,04003,04,003,89293,731,16935,3751,10428,11196,5518,517,425
2015,04001,04,001,43567,1296,14512,1075,2942,3932,1442,33,318
2015,04027,04,027,128566,2455,24716,5814,9886,12728,5659,879,544
2015,04017,04,017,68489,1578,17416,4497,4751,6105,3642,322,665
2015,05051,05,051,69624,234,17537,4556,5359,8118,4268,603,498
2015,13031,13,031,39261,398,8331,1576,3879,5362,3601,802,1386
2015,06073,06,073,2209465,43196,368408,48402,172143,501923,209785,61107,48604
2015,06107,06,107,267457,12001,57334,7630,18671,27041,7123,2293,1498
2015,06113,06,113,125505,1426,18573,4006,8436,27563,12906,4679,8184
2015,06023,06,023,90540,1614,18117,2093,8436,15653,5990,1678,1342
2015,06057,06,057,74927,106,13632,2199,8381,16494,6209,2107,617
2015,06039,06,039,97105,3377,21816,3765,9506,10734,3108,741,361
2015,06045,06,045,62101,317,15104,1799,3558,11172,3188,1290,1090
2015,06087,06,087,178043,5432,23850,3719,16575,40200,15025,5578,5331
2015,13059,13,059,66094,1027,10225,2177,4221,15418,8574,1751,3863
2015,13127,13,127,58250,260,13871,2283,3621,10042,4658,1325,783
2015,13089,13,089,495433,8369,85438,14773,32153,121469,59567,15216,12839
2015,13215,13,215,129080,1599,30672,7255,11873,18707,9446,1830,1633
2015,13047,13,047,45017,588,11870,2354,5070,6310,1388,930,268
2015,13073,13,073,93923,390,16636,4145,9988,22076,7293,1974,1903
2015,13115,13,115,64448,881,16544,4516,4123,7065,2982,1574,314
2015,13117,13,117,136817,1115,17802,3525,11786,43448,17825,2903,1826
2015,13185,13,185,66644,1079,15442,3357,6887,9359,4380,662,595
2015,13045,13,045,71676,1286,19289,5427,3762,9018,2937,1637,930
2015,13077,13,077,91374,824,24642,4151,5803,17385,6638,1519,1010
2015,13067,13,067,491820,5047,82731,10845,34847,145021,55529,13799,7810
2015,13113,13,113,74720,119,13860,1878,5007,24477,7286,2293,857
2015,13217,13,217,67525,525,16875,3668,4917,9300,3228,542,488
2015,13063,13,063,169140,3457,49567,6939,11815,21174,8203,1354,1562
2015,13139,13,139,125214,3767,27089,7422,8916,17870,7214,2299,1001
2015,15003,15,003,681195,8953,160340,15508,69879,148891,48653,18551,10198
2015,15009,15,009,116168,450,32951,2972,14037,20092,6610,1993,725
2015,06037,06,037,6852650,238628,1335956,117315,467645,1382575,491044,152509,87718
2015,06065,06,065,1506481,37580,361165,42770,115666,199704,80038,17074,15544
2015,06071,06,071,1322402,32547,310488,42572,102042,165281,67058,14836,9476
2015,06085,06,085,1315014,29046,171308,22720,93110,346350,221131,36568,46897
2015,06041,06,041,191099,3114,18635,2099,11434,65441,29984,12028,5165
2015,06061,06,061,261189,1986,45097,5182,29621,65707,21097,6453,3215
2015,06089,06,089,126950,911,27186,4971,15509,18123,6073,2824,885
2015,06095,06,095,295732,4129,61814,10781,31283,54767,14401,4237,2577
2015,06007,06,007,146064,2876,25375,5475,14794,29188,7531,2356,1490
2015,06079,06,079,187193,1905,31822,6581,18868,39804,15542,4669,3799
2015,06029,06,029,528165,17385,132345,21474,37204,57137,18707,5924,3722
2015,06111,06,111,564044,11986,94045,9719,46434,117648,47210,12371,7404
2015,06081,06,081,545516,11910,74408,8773,42429,149916,68594,20620,17821
2015,08031,08,031,483833,8225,63746,15883,23242,138565,61659,19080,8621
2015,08059,08,059,402171,2361,74003,14013,31727,109630,48909,8509,6727
2015,08123,08,123,180362,2977,40024,7957,15705,31679,11601,1865,1636
2015,08035,08,035,209300,565,23695,2529,18404,76105,32371,5507,3370
2015,08013,08,013,206135,499,21540,5304,12870,69676,38024,7510,9649
2015,18127,18,127,112978,327,35738,3779,10061,18629,8321,1978,1891
2015,18157,18,157,101714,848,22403,4015,7555,19148,10396,1611,4657
2015,18057,18,057,199469,655,30110,2739,12967,71657,23898,9992,6036
2015,05119,05,119,264419,3643,54633,10596,17945,56591,19381,7662,6104
2015,06033,06,033,46707,742,13771,2977,5729,4356,1019,464,0
2015,06083,06,083,273982,7757,43328,5359,20752,54906,22658,7003,6423
2015,06025,06,025,109306,4271,18684,4580,8017,10173,4797,570,120
2015,06001,06,001,1145989,27720,189151,18674,70857,299391,149335,34653,33736
2015,06055,06,055,98697,2254,16054,1604,8493,21600,7121,2123,1520
2015,06075,06,075,683821,23486,77207,10227,38150,227064,98781,31959,19365
2015,06031,06,031,92734,2077,17617,4506,8074,10273,3176,977,510
2015,06019,06,019,590620,25983,120240,17924,45891,75789,23479,9245,4977
2015,06059,06,059,2146420,50760,336870,33886,162489,538334,202564,54104,36936
2015,06101,06,101,62179,3281,14197,918,6099,6487,2693,844,83
2015,06077,06,077,452979,16111,102548,17407,42827,57597,18557,6429,2695
2015,08001,08,001,312281,6151,71161,15010,24135,49063,17187,3230,1712
2015,08069,08,069,217339,1210,35591,7985,19434,60222,28189,4250,7678
2015,20173,20,173,328110,3814,76276,14982,24586,57757,24944,5185,2892
2015,20091,20,091,388301,1554,52010,8259,28570,136152,56844,15268,6927
2015,20045,20,045,67537,395,12212,1749,5079,16688,9457,1386,4217
2015,20209,20,209,102070,2720,29156,5536,7060,11133,3905,893,424
2015,20103,20,103,53089,334,11253,3412,4967,9331,5272,240,220
2015,20177,20,177,119391,1351,28248,6745,8767,23527,8876,2359,1441
2015,21111,21,111,524924,3668,112527,30467,42683,105048,50393,13896,6936
2015,26147,26,147,112232,1037,34583,4641,14185,13048,4034,1098,320
2015,26159,26,159,50935,603,12937,2901,4877,7184,2847,182,246
2015,26161,26,161,223966,1399,27978,5277,15173,60088,41264,9555,12648
2015,26163,26,163,1170856,19507,298341,57845,96240,162183,76565,15563,10080
2015,26055,26,055,66126,425,14132,2022,7194,13443,4962,1538,1503
2015,26075,26,075,109882,479,30865,7405,10584,16749,5544,1070,722
2015,26049,26,049,278345,2211,76167,12840,29939,37614,15838,2833,1478
2015,26093,26,093,130117,573,29580,3641,14137,26653,11725,1693,1424
2015,26103,26,103,44659,144,12665,1437,3764,9184,3380,1080,479
2015,26099,26,099,604764,9819,166596,17664,61686,91394,42525,6574,3204
2015,26155,26,155,47631,171,14824,2607,4806,5552,1666,330,173
2015,26045,26,045,75730,254,19265,2774,8512,12898,5207,1559,447
2015,27131,27,131,41267,599,11870,2426,4609,7583,2570,853,693
2015,18019,18,019,79500,529,21457,6165,8046,12867,3499,597,357
2015,18003,18,003,237480,1803,57423,10693,23807,44035,16272,4608,1881
2015,18043,18,043,52201,472,13804,1731,4622,8659,4856,1114,260
2015,18081,18,081,98950,585,27237,5558,7865,22693,7115,945,924
2015,18039,18,039,127871,1837,35461,9336,7920,14861,6460,1545,551
2015,18177,18,177,45599,376,13760,3626,4323,3703,2657,728,333
2015,19153,19,153,307822,3822,66422,11753,33244,75126,22162,7068,3214
2015,16055,16,055,103211,241,23600,4530,10770,15782,5697,1648,860
2015,16083,16,083,52277,696,10010,4021,6667,6149,2297,554,422
2015,16001,16,001,288651,1854,46064,15290,29507,72855,24260,6330,4142
2015,16005,16,005,52113,296,11581,2394,4313,8864,2392,850,561
2015,16019,16,019,66341,1574,13622,4182,6626,13722,4380,683,1194
2015,17091,17,091,72783,855,21253,3319,5988,9542,4392,1037,179
2015,17043,17,043,633070,7849,106642,12320,48743,172558,87038,20491,10465
2015,17099,17,099,78430,640,23943,3682,6789,8460,3065,1263,157
2015,17031,17,031,3575873,56050,759655,94633,242581,790748,364581,99957,51011
2015,17115,17,115,73158,508,21135,4084,6834,11873,3939,888,441
2015,17111,17,111,205031,1321,50876,6329,19880,44588,18014,2860,1692
2015,17163,17,163,178240,2245,41936,6789,20958,29036,15384,2120,851
2015,17019,17,019,119843,334,22883,4232,9683,26409,18038,3735,6834
2015,17093,17,093,,,,,,,,,
2015,17143,17,143,124518,666,27883,5758,11136,22533,10916,2830,988
2015,01081,01,081,92177,1236,17791,3833,6703,18834,8797,1423,2529
2015,01073,01,073,449424,3425,99624,18156,37539,87278,33270,13102,8248
2015,01077,01,077,63258,770,16655,4652,3515,8559,5044,897,356
2015,01083,01,083,63202,589,15433,4325,4392,9714,5016,989,662
2015,01117,01,117,141017,1147,25033,5595,11384,39713,12100,3496,1715
2015,21093,21,093,69828,531,16374,4334,6615,8342,6308,612,287
2015,21047,21,047,41659,393,11123,2368,5296,3738,2911,491,97
2015,21227,21,227,75515,1230,16707,4138,5632,14582,6140,1346,1029
2015,21067,21,067,203167,1367,32295,9151,15366,46002,25072,6941,6459
2015,21145,21,145,46350,276,12550,2348,4226,7783,3039,975,187
2015,01043,01,043,56756,505,18649,4143,5786,4355,2404,381,112
2015,01051,01,051,55400,635,14816,3986,5471,7527,3260,444,263
2015,01121,01,121,56273,803,14148,4286,4963,5190,2301,584,149
2015,01103,01,103,82551,952,17019,5880,6546,12763,4543,733,297
2015,27141,27,141,58791,154,13916,2280,7834,11349,3732,563,519
2015,27019,27,019,63615,368,12440,1022,7666,19106,7203,990,1003
2015,27123,27,123,355889,10574,64414,10948,27982,89118,38836,10578,9844
2015,27139,27,139,90370,642,18602,2922,12982,24035,7237,668,795
2015,27171,27,171,84559,512,22888,2921,10748,16235,4471,913,683
2015,27003,27,003,232345,2388,53571,8796,30572,48195,16600,2657,1251
2015,27145,27,145,95617,1625,25370,2503,14387,17088,4561,1444,1049
2015,27163,27,163,170395,1459,33746,4171,18336,47050,16714,5855,2967
2015,09015,09,015,80653,811,21820,3919,7322,12217,6462,627,531
2015,09007,09,007,117835,1083,27851,3791,12139,26726,14765,3554,2510
2015,12009,12,009,418232,4051,103876,19670,46301,72438,34383,6032,5732
2015,12069,12,069,239426,1048,68042,11729,25302,36496,13356,3056,1181
2015,12105,12,105,446224,10626,136547,23443,40096,56693,20734,4888,3007
2015,12117,12,117,313322,3538,57490,11179,51110,76971,25623,5937,4082
2015,12005,12,005,126819,950,30729,8097,13358,18672,7364,1951,1140
2015,49049,49,049,279931,2169,41580,6035,29230,73207,24171,4497,5050
2015,49011,49,011,193212,954,34861,4699,22032,48865,17149,2927,963
2015,51165,51,165,53621,760,14335,3714,3341,7906,3323,559,1090
2015,51015,51,015,53733,191,16671,3637,3822,8618,2204,651,300
2015,51161,51,161,67287,387,13547,2327,7556,15369,4618,2483,1630
2015,51510,51,510,116855,2243,14069,1632,5310,31611,25748,9127,3391
2015,51650,51,650,91099,1013,19614,4456,10087,15019,5855,816,859
2015,51013,51,013,171583,3156,9145,2150,5591,59126,44413,13532,8922
2015,51179,51,179,89541,513,16326,3273,8947,18097,12280,1005,804
2015,51760,51,760,150042,3091,26956,8150,9745,34707,14889,4380,2615
2015,53067,53,067,186672,1924,34845,7268,19971,37416,17528,3733,2279
2016,29047,29,047,160909,492,42642,4604,14207,38947,11793,2724,1188
2016,29189,29,189,690608,3595,127066,19238,54447,172064,92395,20499,15475
2016,29019,29,019,105860,873,18948,3555,8965,26710,11831,4225,3688
2016,29051,29,051,51887,224,12755,2680,4378,10419,5433,1140,384
2016,29071,29,071,70984,654,19501,3142,7485,10978,4962,297,289
2016,29095,29,095,467734,4076,121683,16722,32674,92535,38318,10397,4355
2016,29021,29,021,60912,1004,16459,3985,3504,8893,3674,654,440
2016,29037,29,037,69730,428,20325,3072,5979,10689,4844,1067,213
2016,29183,29,183,264104,570,57652,5923,24043,67547,30610,3712,2136
2016,29031,29,031,51042,125,13599,2071,2595,8837,4578,1406,724
2016,29165,29,165,66410,426,12432,1339,5360,18738,7587,1662,406
2016,29187,29,187,46902,365,14444,4253,3456,4297,1642,238,135
2016,29510,29,510,218935,2346,42348,9738,15772,40308,21548,6332,6420
2016,51810,51,810,306588,1997,53780,11260,33556,69650,28994,6005,2629
2016,51700,51,700,116209,884,26116,4904,11621,19745,9775,1163,1045
2016,51069,51,069,57872,347,16051,3183,5814,9427,5838,663,587
2016,51680,51,680,44029,514,8959,2633,3243,8570,4401,1183,560
2016,51199,51,199,44987,134,7373,2117,4635,11488,7023,1275,1117
2016,51770,51,770,69862,679,20882,3790,7378,9396,3287,1752,276
2016,51800,51,800,59503,476,13587,3586,5692,9472,4456,1068,761
2016,51710,51,710,151771,1941,31936,7013,11986,27209,11570,2497,1455
2016,51041,51,041,227539,1535,45692,8310,19904,57943,26777,4061,3412
2016,51059,51,059,772823,13853,84930,8266,40240,240591,169318,38319,23903
2016,53005,53,005,124831,2002,24390,4929,13197,22744,10942,2106,1395
