year,fips,state_fips,county_fips,edu_universe_25_plus,no_schooling,high_school_diploma,ged,associates_degree,bachelors_degree,masters_degree,professional_degree,doctorate_degree
2018,72113,72,113,94331,2038,28023,2067,8397,19978,5448,1026,1230
2018,72137,72,137,53466,566,13704,392,7400,12284,1867,528,621
2018,13223,13,223,106360,434,27411,6477,9103,18769,6939,764,919
2018,18003,18,003,245605,2780,59204,9000,27685,45798,17269,4056,3614
2018,18035,18,035,70761,506,19218,3651,6391,9434,6394,1054,826
2018,18043,18,043,53771,134,14728,1779,5009,10621,3812,1076,691
2018,18081,18,081,103154,712,29190,4885,9967,22183,8182,1177,652
2018,18109,18,109,48377,734,14509,3320,4731,5815,3096,218,212
2018,18141,18,141,177474,2001,43049,9248,17987,33491,15090,3565,4173
2018,18085,18,085,53158,815,15062,3679,3851,6957,3415,683,526
2018,18163,18,163,124660,363,35284,6743,12934,21731,6660,1937,1593
2018,18105,18,105,84250,230,14201,3013,7332,20718,14367,1834,3633
2018,18039,18,039,130591,1324,38836,6579,10109,17224,7549,690,700
2018,18097,18,097,631252,10915,149512,26450,46363,131109,48250,12301,5605
2018,18177,18,177,45297,682,14113,2209,4705,5081,2655,500,156
2018,19103,19,103,88338,557,10349,1608,8922,22603,13235,5316,6527
2018,22033,22,033,280576,2353,65227,10390,16068,60924,24745,8344,4885
2018,22051,22,051,306097,4456,76388,15213,17954,59234,18744,6441,2334
2018,22015,22,015,83378,337,21036,3490,7705,17278,6648,292,805
2018,22073,22,073,100739,840,28264,6804,7653,15310,5526,1179,632
2018,22097,22,097,53097,372,19285,2793,2431,4635,1775,672,240
2018,22103,22,103,176669,1832,40215,8861,13110,39793,13671,4140,1813
2018,22017,22,017,164916,1465,46880,10125,15979,22197,10732,2254,897
2018,22005,22,005,81997,555,22112,2639,8003,15428,5545,825,626
2018,22055,22,055,160854,1595,44473,6614,7012,34922,11828,2885,2273
2018,22045,22,045,45680,1212,15219,2591,2754,5255,1281,597,116
2018,22063,22,063,92214,61,29200,5453,4885,13987,5203,205,860
2018,22071,22,071,279271,2266,57008,8431,15053,59951,26654,11068,5874
2018,22109,22,109,73145,1411,22686,5317,3858,7543,3783,356,217
2018,22019,22,019,135488,1331,37722,6825,10169,20239,7349,1358,805
2018,22057,22,057,66634,810,22234,4936,3535,7288,2571,652,817
2018,23003,23,003,49623,478,13880,2700,5338,7025,1943,612,255
2018,23011,23,011,88711,545,24786,5411,8558,15114,5664,1203,2100
2018,24510,24,510,421499,5872,101646,21793,20686,69862,46728,13370,9667
2018,55133,55,133,284512,1103,57694,5203,26397,83932,31185,9489,5164
2018,55127,55,127,69603,427,19354,3350,5815,12093,5001,984,460
2018,55131,55,131,96260,485,27978,2763,10949,20964,8717,1832,1148
2018,55025,55,025,359544,3451,56845,7161,34101,106919,48601,12258,14825
2018,55089,55,089,62738,498,11329,1069,5947,17992,7650,2851,2091
2018,55097,55,097,45956,202,13766,1482,5089,10366,2994,770,565
2018,55105,55,105,110949,956,35329,5902,12385,15972,6886,1075,562
2018,55141,55,141,52200,284,17883,2265,5962,7623,3077,671,420
2018,55055,55,055,59150,313,18779,2128,5502,11736,3370,850,806
2018,56025,56,025,54037,418,10186,3312,7192,8577,3722,891,329
2018,47179,47,179,88775,975,19883,3416,4963,17307,7558,2786,1714
2018,47119,47,119,65778,1122,18959,3848,8458,9764,3500,993,490
2018,48451,48,451,75702,773,19952,5381,5231,13038,3552,1108,599
2018,48469,48,469,60238,677,16090,2997,5689,8386,2493,257,872
2018,48485,48,485,84218,1192,18876,7537,6880,11876,5874,857,523
2018,01101,01,101,151336,1915,33053,8095,11046,26299,15395,3725,1970
2018,01095,01,095,64311,1113,15208,4587,5364,9316,3953,841,444
2018,01089,01,089,252672,1466,40517,9992,20747,67977,32547,4007,5398
2018,02090,02,090,63123,535,12816,3119,5392,10551,3982,1396,2371
2018,02170,02,170,69513,325,17756,5085,6752,9880,4207,951,901
2018,02020,02,020,191829,2315,36766,7903,16113,43882,19277,6384,2472
2018,13245,13,245,132555,1128,32233,9784,11931,18074,7308,1873,1415
2018,13295,13,295,48304,443,11473,4830,5800,5689,1779,466,223
2018,13135,13,135,594500,9344,117124,16213,54352,137304,59121,12052,7870
2018,13013,13,013,52993,1195,14440,2741,4279,6977,2156,486,316
2018,13015,13,015,70243,855,21139,5385,4868,8144,2590,1116,399
2018,13097,13,097,93881,1212,19644,6046,8692,16268,5123,1390,595
2018,13313,13,313,67095,1503,16089,4285,3925,7568,3074,523,333
2018,13285,13,285,44510,433,14023,2958,2504,4466,1736,589,309
2018,13051,13,051,195896,906,41475,8905,15776,37339,19466,3622,3993
2018,13031,13,031,41851,668,8311,2390,4118,6464,2976,879,1489
2018,13089,13,089,517424,7476,97549,10348,39078,137426,66971,18863,13829
2018,47165,47,165,129332,1244,32220,7224,9377,23379,7751,1955,822
2018,19155,19,155,63335,926,18772,2823,6911,9220,3471,458,174
2018,51179,51,179,96040,325,19993,3236,6983,25585,12058,1048,1802
2018,72031,72,031,107536,1599,25449,2221,14473,24997,7233,2247,1716
2018,72139,72,139,45755,658,11084,369,4475,11830,2782,913,780
2018,72135,72,135,49635,1017,11215,321,8394,10558,2206,784,214
2018,04019,04,019,700491,7848,135474,27497,59438,129456,63221,13580,14681
2018,04003,04,003,88568,1155,19042,3007,10695,11563,6135,1197,444
2018,04001,04,001,45101,1269,13710,1312,3037,2996,1831,300,113
2018,04027,04,027,135113,2736,29530,7108,10795,15554,4808,1730,631
2018,04017,04,017,72071,1333,18967,3612,5490,5934,3519,655,171
2018,05045,05,045,77039,535,18378,3319,6840,15219,6820,743,1437
2018,05007,05,007,179105,2510,44856,6717,12162,36977,16240,5063,1151
2018,24025,24,025,175780,2066,37304,6916,13971,37288,23846,3832,2186
2018,24001,24,001,49508,220,16924,4399,5043,5458,2744,688,188
2018,42055,42,055,108906,1006,42648,4091,11247,13695,6301,1415,1351
2018,42089,42,089,118492,1643,35482,7156,11028,15381,8813,968,936
2018,42125,42,125,149271,736,52697,5224,15773,28151,11991,2517,1421
2018,42101,42,101,1083271,19719,318033,40248,61820,191678,93825,30739,18274
2018,42133,42,133,311944,2984,105353,16714,30105,52368,20013,4792,2701
2018,42063,42,063,55678,339,21745,1838,5395,7030,4242,841,1447
2018,42041,42,041,174824,1609,51440,6699,13313,41533,17920,3244,3045
2018,42003,42,003,883285,5941,205759,28263,87425,217881,110299,26670,20388
2018,42129,42,129,261101,1287,87914,9053,29124,48031,22323,4766,2094
2018,42013,42,013,88373,612,36759,3557,8315,10764,5586,1257,479
2018,42073,42,073,62518,404,22850,2912,6966,9904,2409,409,235
2018,42021,42,021,94597,538,38135,4420,9078,13530,4847,869,963
2018,42029,42,029,356729,1829,65575,6626,21104,113385,56753,12636,9886
2018,42011,42,011,285902,4633,88898,12378,26221,46063,19399,4244,2149
2018,48181,48,181,90519,1087,20028,6769,8893,11880,5024,1430,767
2018,48183,48,183,80060,1017,19816,4152,6435,10599,4377,1201,511
2018,48303,48,303,181936,2480,38394,10362,14332,34662,12932,2538,3339
2018,48257,48,257,82009,1141,19298,5815,6159,11002,4322,416,854
2018,48027,48,027,216689,2182,47150,12136,24686,34668,15213,2490,1735
2018,48061,48,061,250704,8848,58985,10252,17990,29493,9221,2132,1699
2018,48141,48,141,517881,16401,88438,30693,41636,80348,31548,6503,3672
2018,48215,48,215,489388,19278,98216,19180,25296,64552,19920,3979,2942
2018,48423,48,423,150909,2016,27804,6550,13935,27357,10775,2307,2260
2018,48231,48,231,63104,333,16714,4325,4847,9115,2279,467,670
2018,48187,48,187,107894,2004,30538,4291,10040,19914,7706,945,1146
2018,48347,48,347,38182,708,9255,2572,3032,5504,1939,487,364
2018,48367,48,367,93178,744,22413,6952,9764,16372,7155,1600,746
2018,48135,48,135,96980,2112,22512,6571,6646,10494,3500,1081,546
2018,48085,48,085,662343,6017,87451,16493,46555,217896,99620,16836,12717
2018,48005,48,005,57205,1868,14247,3698,4235,7121,1667,293,574
2018,48209,48,209,134025,1430,28829,5418,7758,34706,13211,1856,1933
2018,48039,48,039,240150,2761,48043,14005,20687,43521,14551,4632,2910
2019,21111,21,111,532991,6665,117354,25201,43559,112671,51458,14476,8469
2019,27053,27,053,882398,14462,126389,18967,78228,286145,115415,29998,16620
2019,27109,27,109,108246,1446,19969,2455,12469,26566,14371,6448,3565
2019,27139,27,139,97194,1029,17414,2601,12273,28084,9015,1868,1265
2019,05045,05,045,76684,753,21037,3916,7127,16010,4974,633,912
2019,05007,05,007,183203,2423,45946,7184,12511,41162,18760,2794,1413
2019,20173,20,173,337752,6142,73975,15134,29527,68431,28241,5642,3551
2019,20045,20,045,72338,658,11847,3288,6404,21459,7885,2094,2631
2019,42041,42,041,177952,1238,48213,6137,15182,42061,19018,4625,2537
2019,42003,42,003,884569,7504,204980,26855,88476,219464,110533,28108,21426
2019,42129,42,129,259586,1644,86538,9671,29609,49531,20150,4519,1849
2019,42013,42,013,88001,455,35215,3590,8228,13087,5107,1472,679
2019,42073,42,073,61638,253,24020,3395,6333,8999,4373,517,216
2019,42021,42,021,93957,518,40203,3437,11249,12408,4873,1239,858
2019,42029,42,029,359177,1599,65329,7531,22837,114996,58701,12841,9990
2019,42011,42,011,287425,4885,94467,13136,25650,46869,20386,3591,2136
2019,29047,29,047,169514,1821,41883,7646,16288,38089,12319,2853,1345
2019,29189,29,189,693434,3655,129115,19548,49582,176472,100066,22769,17014
2019,29019,29,019,109405,946,18029,3974,8036,28166,13464,3782,5931
2019,29051,29,051,54710,529,11827,4034,5192,11919,4485,726,884
2019,29071,29,071,72871,767,20376,3421,8543,9493,4096,598,231
2019,29095,29,095,480715,3763,122600,19613,34920,97893,42377,10400,5715
2019,29021,29,021,60706,629,20595,5162,4022,8783,2023,644,437
2019,29037,29,037,72252,260,23775,3515,5144,11432,5231,1259,665
2019,48367,48,367,95222,2353,20985,5253,12864,15826,6838,606,585
2019,48135,48,135,100671,2358,22500,7770,7551,10038,3265,1121,813
2019,48085,48,085,684124,6743,99360,11581,51079,222276,107678,17950,11638
2019,48005,48,005,57118,1612,15035,3551,3506,6020,3858,509,222
2019,48209,48,209,139245,527,31553,4111,9302,34352,13056,1378,2023
2019,48039,48,039,245811,3606,51828,15178,18764,49200,15079,4930,3120
2019,48203,48,203,44410,733,11904,2193,3223,5869,2115,483,294
2019,48491,48,491,394429,4012,69745,13319,33169,112120,41750,4944,5722
2019,48361,48,361,56626,532,15107,2508,7294,9139,1303,53,172
2019,48201,48,201,3033489,86693,608821,108888,224214,619238,243643,70068,43859
2019,48113,48,113,1704727,38025,348121,54514,96064,344251,149490,40088,18304
2019,48251,48,251,114824,1469,37584,8092,6897,15484,4427,993,837
2019,48309,48,309,156625,2043,34981,6371,18897,25722,10532,2478,1788
2019,48339,48,339,398614,6041,79859,12538,26633,91648,30888,7688,4735
2019,48479,48,479,156048,5919,26092,4871,12608,23467,6466,1303,396
2019,48245,48,245,167653,3099,42584,8292,14665,23241,8613,1576,1590
2019,17001,17,001,46146,107,15523,1659,4248,7323,3178,229,289
2019,17037,17,037,61531,270,12024,2751,5959,14358,6206,1188,388
2019,17183,17,183,51836,243,17579,5490,5815,4095,1710,346,136
2019,17197,17,197,459279,4552,110563,15479,39274,104764,45072,6912,4790
2019,17199,17,199,47356,242,11132,3401,4922,8886,3625,738,649
2019,29031,29,031,51517,250,13269,1554,2760,10915,4838,932,1010
2019,40119,40,119,45198,212,10757,1828,3110,9507,5282,910,2005
2019,40125,40,125,48262,252,15000,2851,4088,6413,2217,604,430
2019,40037,40,037,49128,422,16318,3437,4205,6135,1749,425,334
2019,40109,40,109,522715,6979,113946,21700,36498,105740,41695,16184,6943
2019,40131,40,131,63129,362,15423,3756,7467,10517,3405,626,362
2019,40027,40,027,180400,2191,36083,7235,15360,39527,16084,3680,4885
2019,29183,29,183,276339,1805,57168,7551,24733,71174,31907,4816,3654
2019,41047,41,047,230945,3908,44278,11716,22477,38810,14459,2571,2490
2019,41019,41,019,82538,359,24107,4202,7981,7825,3926,859,373
2019,41053,41,053,55301,462,9217,3023,5973,10844,5076,646,1235
2019,41017,41,017,145040,1266,22087,5368,16150,34219,16754,3381,1837
2019,48439,48,439,1358155,21308,279515,52442,103549,313604,114108,18877,16035
2019,48139,48,139,119062,1247,26635,6429,10010,21115,8108,1389,475
2019,48409,48,409,42954,807,13272,2333,2650,4802,1250,296,173
2019,48381,48,381,90495,961,18336,4138,7975,21286,8368,897,1331
2019,48497,48,497,46688,321,13563,3418,2993,5985,1449,411,248
2019,48397,48,397,69312,494,10566,1707,8268,16338,8443,2142,842
2019,48441,48,441,84874,552,20890,5544,7116,14728,5691,1443,811
2019,48471,48,471,46727,150,13150,5605,3325,6120,1569,275,1098
2019,48099,48,099,48826,419,9517,4669,5361,5585,2268,105,363
2019,48375,48,375,74335,3348,17328,6092,6521,6695,2567,372,307
2019,50007,50,007,110844,1627,18203,2297,9427,32404,17419,4290,2875
2019,09015,09,015,81467,826,24146,4492,7352,12074,5427,967,852
2019,09011,09,011,188179,1247,45390,8123,15222,34098,20835,4833,2863
2019,09007,09,007,119565,842,28626,3282,9674,28756,17116,3367,1905
2019,09013,09,013,97922,361,24535,2380,8799,22366,12062,2566,3028
2019,09001,09,001,647664,9482,126857,14836,41841,178372,100960,26303,12163
2019,12031,12,031,658820,5392,159868,28762,66360,133607,49646,10855,7387
2019,12009,12,009,450772,2837,104762,20684,56641,84941,43102,4167,4805
2019,12019,12,019,151268,862,35181,7007,21594,28299,11241,2201,1580
2019,12069,12,069,273207,2089,71078,10972,30853,43256,19943,3863,2195
2019,12089,12,089,66706,1322,15868,4568,5200,12535,5278,1146,749
2019,12103,12,103,754705,8900,173075,33883,74635,162734,59136,18753,8399
2019,12105,12,105,504283,9060,143767,28655,52885,69107,27976,4953,2604
2019,12111,12,111,240303,5260,62439,17216,25052,33543,12016,3023,3111
2019,12061,12,061,124448,1031,30765,5273,12045,25733,9731,2227,1248
2019,12109,12,109,187354,1088,34035,7527,15853,53543,23403,6063,3046
2019,12117,12,117,334286,3471,58426,12996,39775,89063,37162,6207,5314
2019,12005,12,005,126060,713,31655,4460,13836,20426,9222,2124,1497
2019,12035,12,035,88396,879,27880,3054,7415,15520,6177,1052,697
2019,12097,12,097,248607,4492,57785,14948,29427,39637,12662,5735,2475
2019,12131,12,131,54627,338,11562,3748,5949,11481,3683,896,266
2019,12083,12,083,273855,3063,85397,14900,29025,34545,15664,3026,3196
2019,12095,12,095,944200,16634,198737,37802,98413,220004,81230,22816,8667
2019,12001,12,001,165792,1413,28636,4421,19315,38876,21125,7151,8955
2019,12015,12,015,158584,2201,48341,8071,14726,22225,9018,2282,1512
2019,12085,12,085,125010,1107,26016,4794,10851,26848,13561,2728,1211
2019,12115,12,115,346738,2756,85814,11246,31825,71682,38302,9797,6492
2019,12081,12,081,302893,1514,79397,11094,29317,55472,26178,7040,4252
2019,41071,41,071,73372,911,14473,3243,7260,11876,4305,1119,1012
2019,41035,41,035,48479,282,13787,2256,5215,6431,3029,635,400
2019,41003,41,003,57153,231,6311,1093,4858,17504,9272,1734,4608
2019,41051,41,051,599465,7694,83155,18530,42985,171134,77754,23334,14499
2019,42039,42,039,59674,349,24866,2365,4265,8054,3269,840,646
2019,42049,42,049,186755,1878,60629,7583,18643,34869,14962,2682,2567
2019,42107,42,107,104188,749,42705,6305,10343,11939,4354,708,241
2019,42001,42,001,72723,982,26510,4438,5744,8696,4759,1171,1058
2019,42005,42,005,48151,598,22229,2677,4268,5305,1417,592,213
2019,42025,42,025,48384,341,19919,2461,4521,5726,2856,177,229
2019,42027,42,027,100886,538,25765,2925,6780,21785,12954,2171,7262
2019,42097,42,097,66938,259,30657,4074,4298,7640,2389,501,234
2019,42095,42,095,215118,1487,68892,6864,19720,41470,19071,3471,2244
2019,42007,42,007,121056,755,36049,3914,14958,21231,9874,670,780
2019,42069,42,069,149972,1290,51371,5347,13133,27364,12684,2633,1011
2019,42051,42,051,95435,723,40361,4259,7966,11195,4645,415,723
2019,42091,42,091,586787,3660,122536,11038,45775,167194,87600,24958,14054
2019,42033,42,033,59496,266,26603,3739,5157,6167,2816,225,384
2019,42075,42,075,98178,1508,38476,4913,7565,13483,5386,836,860
2019,42081,42,081,80491,688,26639,5147,8173,12418,5190,1061,884
2019,41043,41,043,90726,598,19006,5263,8660,11093,4179,958,832
2019,42019,42,019,134990,347,38349,4821,13959,32941,13136,2239,2247
2019,42071,42,071,369623,6423,109531,19236,29736,68160,27572,4845,3862
2019,42085,42,085,78317,626,27926,4746,8281,11396,5106,1008,741
2019,49045,49,045,,,,,,,,,
2019,49053,49,053,116046,699,22578,2891,15716,19443,8543,1196,2441
2019,49057,49,057,162187,2010,41690,5095,15762,31562,8642,1874,1764
2019,49035,49,035,740478,9895,145990,22034,66087,181285,66454,16824,11511
2019,49005,49,005,66833,301,12925,1506,4412,15449,6033,1111,1659
2019,51095,51,095,56634,341,9041,1799,4436,14891,10052,1698,2671
2019,51087,51,087,231548,2159,41958,8638,15565,58254,29432,7375,3954
2019,51177,51,177,90746,643,22069,3910,8602,18166,8216,1309,967
2019,51121,51,121,56445,220,12985,2389,2975,12114,7467,2026,4123
2019,51107,51,107,266796,3146,28098,4372,16777,98459,54945,7877,5072
2019,51153,51,153,302837,8603,47166,7769,24911,77527,42473,5572,4513
2019,51061,51,061,49325,368,11197,1570,4109,11079,5069,583,744
2019,21047,21,047,41216,217,9004,2642,4865,6351,1767,391,128
2019,21059,21,059,68986,879,17946,3493,6983,10538,5559,577,395
2019,21185,21,185,44929,0,9046,1585,3643,11662,5050,1269,574
2019,21227,21,227,81148,2147,17359,3519,7744,17288,7096,2337,1969
2019,21029,21,029,57989,349,19053,4368,6377,6268,2314,372,87
2019,01081,01,081,101326,1928,16991,5323,9640,21276,15219,2194,3266
2019,01073,01,073,451818,2926,103164,18474,39049,92039,40191,15730,8473
2019,01077,01,077,64267,551,18381,3608,4953,8491,4283,939,573
2019,01083,01,083,68441,181,18450,4463,6481,12708,4112,428,243
2019,01117,01,117,149221,1554,25896,4149,11765,43560,16171,4107,2603
2019,01003,01,003,159717,1288,34031,7853,16170,32781,13861,2720,2109
2019,01051,01,051,57553,335,17568,2424,5821,9418,3456,780,656
2019,01121,01,121,55521,674,15829,3771,4808,5027,2880,365,239
2019,01103,01,103,82462,1336,23372,5648,6427,12666,4788,1231,606
2019,01049,01,049,47007,1944,14026,3855,4433,3693,2079,227,0
2019,01097,01,097,280453,3804,87785,13364,22914,41867,16550,3426,2355
2019,01015,01,015,79084,682,22472,4805,7112,9082,3917,1076,1182
2019,27013,27,013,39211,176,9198,1211,4242,9878,3061,549,825
2019,12017,12,017,120131,1372,28954,8604,11156,15281,7393,2915,1571
2019,12113,12,113,129127,1048,30462,6113,14655,23129,8064,2133,1219
2019,12073,12,073,175914,1661,25346,6679,14013,45460,22851,6408,7700
2019,12011,12,011,1392064,24827,344948,48356,136817,288842,115131,39896,14971
2019,12087,12,087,58378,941,14068,1966,6052,12139,5578,1748,654
2019,12053,12,053,144676,2188,38621,9245,14829,19165,6651,1819,960
2019,12057,12,057,1017078,16311,236934,36804,98150,221014,91736,28396,12407
2019,13095,13,095,56078,1167,13561,2157,5589,5249,3515,1601,1080
2019,13153,13,153,101387,649,25313,6343,14110,16505,9062,1403,1291
2019,13255,13,255,45479,693,16377,2878,4226,4684,2226,757,393
2019,05145,05,145,51446,829,16279,5693,5054,5119,2152,689,443
2019,06033,06,033,47186,135,12253,2101,3814,4687,1875,564,155
2019,06115,06,115,50675,1150,10281,2674,5061,6614,2077,283,82
2019,06097,06,097,359124,6618,57816,10266,34043,83916,32171,12731,5656
2019,06025,06,025,111755,2374,21748,4302,7102,15536,3744,569,720
2019,06001,06,001,1195107,29866,187281,19080,74221,350691,177336,36129,40658
2019,06055,06,055,97666,2816,15522,2439,8147,21590,8046,4000,1684
2019,06113,06,113,131248,2391,22322,3911,12666,29079,13234,4932,5090
2019,06057,06,057,77008,200,15353,1708,8265,17364,7523,1860,837
2019,06045,06,045,61561,792,12061,1727,5647,8963,3876,1309,198
2019,06037,06,037,6961614,243814,1310005,128673,482385,1551191,531857,170091,96410
2019,06085,06,085,1350681,30945,166250,19615,92749,378617,245269,38072,63297
2019,08059,08,059,425906,4158,71059,13518,32752,131426,54744,9112,7495
2019,08001,08,001,336931,6874,78576,21852,29144,57475,23174,2512,2418
2019,08013,08,013,217746,2148,17298,4730,13794,77590,42354,8419,12747
2019,08101,08,101,116378,1313,26980,7005,14452,17960,7206,1296,792
2019,08077,08,077,107348,838,25724,3774,8769,21132,8198,1521,1123
2019,08041,08,041,471313,4089,79124,18988,55280,115581,54346,6768,7350
2019,08005,08,005,451535,6153,74840,15036,38936,121316,57566,10934,7881
2019,10003,10,003,388655,3120,102601,12893,28626,83552,43051,8193,8172
2019,10001,10,001,121855,1865,33636,5233,11425,19111,8162,1714,862
2019,44007,44,007,441579,9507,110310,22146,37981,80811,34538,10234,5926
2019,44005,44,005,61095,290,12944,1554,4714,16756,8561,2020,1636
2019,45003,45,003,119990,1155,32157,4947,11772,23221,8646,1691,1503
2019,45063,45,063,207409,1519,44685,10033,22534,39954,17645,1920,2699
2019,45073,45,073,57928,1099,14366,3603,5501,8629,5631,573,496
2019,45015,45,015,153104,2383,38269,7529,16146,26348,12825,1893,996
2019,45019,45,019,294309,1888,51205,8760,24725,83680,35271,11496,5758
2019,45007,45,007,139550,1809,34754,9489,16341,21931,9047,1903,1632
2019,45047,45,047,48788,615,12607,2585,5849,7532,4241,465,322
2019,45051,45,051,265998,2179,74392,12086,28015,40789,17831,4090,2058
2019,45055,45,055,46523,331,13523,1381,4793,7227,3083,688,204
2019,45075,45,075,58454,245,16384,2232,6911,6300,4950,513,423
2019,45083,45,083,217131,2645,51603,10441,21199,34514,17824,2859,2002
2019,45013,45,013,138686,721,26548,3179,12147,32563,17856,3708,2662
2019,45079,45,079,263496,2083,48619,8037,21517,65474,32649,7049,6287
2019,45045,45,045,358605,4356,66823,15132,35699,84340,34899,6635,4970
2019,45057,45,057,70463,869,16306,3323,9513,10915,4919,230,87
2019,45035,45,035,111372,734,23280,4908,12160,21573,8466,1144,179
2019,45041,45,041,94107,897,27249,5229,7492,14001,6969,1299,982
2019,45059,45,059,46889,427,12942,3115,5224,6035,2235,734,238
2019,45077,45,077,80497,875,17768,6012,9064,11982,6782,897,1815
2019,29077,29,077,192520,2119,46187,9674,13566,37274,14296,4266,2173
2019,29099,29,099,157026,1126,41083,9286,21335,19846,9655,480,1090
2019,21015,21,015,87428,574,19759,3409,8420,18163,6951,1671,1094
2019,21151,21,151,57084,270,14147,3249,4525,10689,6065,1120,874
2019,27037,27,037,290701,1994,55348,6180,33000,83473,29740,7613,3188
2019,27137,27,137,137764,1254,31288,5022,17899,26874,10121,2440,1887
2019,27003,27,003,245395,1654,57509,8987,31253,58285,17081,2014,1810
2019,27145,27,145,100173,2886,26959,2352,12311,18920,6470,1038,831
2019,27163,27,163,179294,1610,32505,5321,17330,52444,20536,5954,3187
2019,20177,20,177,120718,984,30992,5997,9945,24917,9815,1896,1189
2019,21037,21,037,64791,242,14948,2404,4598,16975,6629,1778,583
2019,21093,21,093,74583,657,18830,4400,9020,11185,5507,844,224
2019,21067,21,067,211577,1596,37469,7311,15127,52172,25727,9444,7809
2019,09005,09,005,135306,929,35520,5964,13313,28860,16611,2674,672
2019,12099,12,099,1101068,21829,228511,32916,102452,250259,107396,41700,15764
2019,12086,12,086,1941926,56484,455182,52534,173187,374163,143547,57562,19864
2019,12119,12,119,118386,486,31656,6107,10172,24444,11274,1713,1873
2019,12071,12,071,584326,9353,154180,27150,54635,105918,43795,12532,7158
2019,46103,46,103,78460,341,16496,4968,8002,16370,6308,1176,1091
2019,47147,47,147,49804,632,14238,3710,2789,8049,1769,418,301
2019,47009,47,009,96046,687,29002,5842,5784,14073,6254,798,1210
2019,31153,31,153,120539,599,25025,3094,13106,31620,12753,2260,815
2019,32031,32,031,328153,4148,60394,13529,30624,63427,25316,8151,6512
2019,33013,33,013,108510,417,26711,4897,11137,23064,11541,3058,974
2019,33017,33,017,86617,760,18661,4786,9575,18305,10550,849,1601
2019,34025,34,025,439267,2909,91948,8523,33463,127720,59870,17458,6521
2019,34037,34,037,101838,773,24270,2996,9089,24376,10856,2639,961
2019,34013,34,013,540264,9389,148290,12624,28314,118339,51197,13831,9712
2019,34015,34,015,202556,1470,58472,6397,17856,45026,18124,3826,1839
2019,34031,34,031,334603,7158,112036,6843,17632,65704,23723,5676,2422
2019,34003,34,003,661729,8342,127479,11102,39629,209445,93307,28952,12357
2019,34041,34,041,76162,508,21016,1653,6097,19134,5557,661,476
2019,34005,34,005,316291,2491,76922,9408,26645,78940,34006,8091,3977
2019,47113,47,113,65367,394,17955,4302,4615,11007,4878,1129,732
2019,47187,47,187,155962,394,18174,2900,8981,60684,25286,6197,4155
2019,47059,47,059,50371,796,17362,3595,3191,5631,2620,656,670
2019,47141,47,141,52987,1179,14041,3225,3114,10016,3517,318,1175
2019,47155,47,155,70573,296,22729,4073,4873,9733,2242,855,549
2019,47011,47,011,75366,668,19216,6114,5318,12261,3072,648,1003
2019,47093,47,093,316983,1750,67069,13733,27868,71144,31874,9587,6815
2019,47001,47,001,55758,685,15269,5067,5621,6867,3358,373,1299
2019,47149,47,149,208175,2054,47970,8930,18403,42688,16460,2614,2322
2019,47189,47,189,100464,365,24989,4771,7954,22955,9031,1903,1352
2019,28049,28,049,151101,1309,30940,6066,12743,24762,12380,3443,3128
2019,28035,28,035,47190,455,11541,2442,5480,7129,2890,753,1011
2019,28033,28,033,121767,1089,27915,5973,12685,20976,10317,2066,881
2019,42045,42,045,386376,2850,104302,8593,26866,91180,46774,10192,9069
2019,42111,42,111,54894,482,23402,2925,5391,6310,2699,346,357
2019,40031,40,031,77989,671,20925,5672,5681,9651,4171,1295,1109
2019,40145,40,145,55510,729,15409,3010,5247,8899,2895,587,333
2019,40101,40,101,45522,358,11047,3011,5223,6956,1915,332,545
2019,41029,41,029,159402,1451,40146,4998,13902,25539,12485,4116,1919
2019,01101,01,101,151310,1390,30854,6748,12095,30610,16992,3993,1952
2019,01095,01,095,64756,1473,15253,5977,5820,9708,2585,315,395
2019,01089,01,089,257136,1849,39745,10398,23140,68431,37207,2927,4710
2019,02090,02,090,,,,,,,,,
2019,13223,13,223,110398,356,28994,5019,8697,15281,7216,1049,858
2019,13245,13,245,133688,1120,38908,8051,11513,16396,6989,2435,846
2019,13295,13,295,49130,588,13010,4402,3167,5070,2453,376,293
2019,13135,13,135,601285,13248,109429,17490,58436,153655,60382,10782,10766
2019,13013,13,013,55286,857,13868,3587,4888,8289,3603,469,388
2019,13015,13,015,72076,984,18965,6183,4499,9338,2083,813,535
2019,13097,13,097,92396,615,24657,4165,7499,18404,8240,1814,986
2019,13313,13,313,67441,1432,16062,3750,4644,6569,3157,826,624
2019,13285,13,285,46785,1012,16049,2789,3812,6259,1742,812,423
2019,13051,13,051,197156,2982,40745,7920,10752,41921,16265,6045,2954
2019,13031,13,031,44070,197,11463,2528,4298,7042,2946,890,864
2019,35025,35,025,42477,1439,9253,2565,4413,3107,1800,426,209
2019,35049,35,049,112842,1657,17851,3973,8008,24250,14149,3720,3164
2019,35013,35,013,134579,2643,21797,6227,13021,20591,11661,1841,2555
2019,35061,35,061,50276,425,13703,2803,5034,4939,3876,441,715
2019,35001,35,001,473995,4481,90571,22614,42977,92636,47487,13120,13248
2019,35035,35,035,45409,1080,11332,3313,4041,3887,2078,138,367
2019,36005,36,005,932813,31264,224786,47088,72701,118282,55234,11134,5525
2019,36067,36,067,315947,4144,68037,14856,37997,63102,38118,8712,5031
