year,fips,state_fips,county_fips,poverty_universe,below_poverty_level,snap_universe,snap_received,snap_not_received,families_poverty_universe,families_below_poverty,poverty_by_age_universe,poverty_by_age_below,ratio_income_poverty_universe,ratio_under_0_50,ratio_0_50_to_0_99,ratio_1_00_to_1_24,ratio_1_25_to_1_49,ratio_1_50_to_1_84,ratio_1_85_to_1_99
2014,18063,18,063,153201,9754,56010,2724,53286,40144,2023,153201,9754,153201,3461,6293,4368,4374,8862,1116
2014,18067,18,067,81525,14806,34026,5735,28291,22984,3569,81525,14806,81525,5793,9013,2361,2597,5933,2918
2014,18081,18,081,145034,17914,53015,4880,48135,38446,3160,145034,17914,145034,5509,12405,6975,5046,10198,1750
2014,18085,18,085,76489,10132,29741,2740,27001,21779,1803,76489,10132,76489,4661,5471,2989,2367,6654,3678
2014,18089,18,089,484439,84347,182108,30013,152095,124116,17471,484439,84347,484439,34521,49826,21207,21185,29103,13049
2014,18091,18,091,101920,19804,42068,6286,35782,28701,4221,101920,19804,101920,7360,12444,3205,4051,8435,2610
2014,18095,18,095,123211,20353,52650,9081,43569,35943,4275,123211,20353,123211,11684,8669,6805,7218,8300,5047
2014,18097,18,097,913017,194960,360783,66610,294173,203657,33650,913017,194960,913017,89296,105664,60503,50177,64792,29080
2014,18105,18,105,128002,32638,54003,4527,49476,27519,3691,128002,32638,128002,21500,11138,6301,4619,9156,2823
2014,18109,18,109,68114,7808,25255,2930,22325,,,68114,7808,68114,3924,3884,2630,2728,2668,1575
2014,18127,18,127,163105,16882,61797,4972,56825,44588,3642,163105,16882,163105,10044,6838,2404,6293,8866,4645
2014,18141,18,141,256010,44076,101296,13790,87506,66154,8074,256010,44076,256010,22908,21168,14516,11072,21889,7115
2014,18157,18,157,168666,39876,65834,6672,59162,38013,4631,168666,39876,168666,20158,19718,8767,6187,15597,4259
2014,18163,18,163,174675,31556,73663,11199,62464,43367,5174,174675,31556,174675,14675,16881,9887,7387,12867,4816
2014,18167,18,167,98496,19625,41395,6174,35221,26688,4305,98496,19625,98496,9095,10530,5995,5785,7590,1845
2014,18177,18,177,65269,10979,26937,5142,21795,17800,2466,65269,10979,65269,4959,6020,3593,3813,5544,1231
2014,19013,19,013,127730,18127,53204,6011,47193,31924,3124,127730,18127,127730,7192,10935,6662,5331,6206,4832
2014,19049,19,049,76958,5860,27718,2428,25290,,,76958,5860,76958,2769,3091,2048,985,3344,1783
2014,19061,19,061,92523,11295,38824,4586,34238,26913,2324,92523,11295,92523,4160,7135,3481,3561,5991,1620
2014,19103,19,103,134168,22794,55574,5227,50347,,,134168,22794,134168,15067,7727,5142,5827,3916,1904
2014,19113,19,113,212136,18716,88216,11117,77099,58092,3970,212136,18716,212136,6440,12276,9256,9120,10599,6005
2014,19153,19,153,450244,60949,179188,27306,151882,116814,11473,450244,60949,450244,26246,34703,14706,19045,24031,9560
2014,19155,19,155,90404,10390,37321,4796,32525,24535,1957,90404,10390,90404,4012,6378,3517,2708,6850,3720
2014,19163,19,163,168393,19155,67822,7781,60041,42552,3365,168393,19155,168393,8021,11134,7583,5159,8997,4938
2014,19169,19,169,84073,18906,35880,2868,33012,,,84073,18906,84073,12194,6712,4101,2979,3761,2669
2014,19193,19,193,99088,15137,38898,6281,32617,25271,2601,99088,15137,99088,6710,8427,6591,6833,5044,3825
2014,20015,20,015,63571,7683,23088,1702,21386,,,63571,7683,63571,3528,4155,1475,5419,3010,1283
2014,20045,20,045,107915,22086,45224,2612,42612,,,107915,22086,107915,13137,8949,7241,5187,4881,2247
2014,20091,20,091,568760,36964,220587,8679,211908,151691,6951,568760,36964,568760,14721,22243,11843,13292,23802,10950
2014,20103,20,103,73127,8227,26305,1715,24590,,,73127,8227,73127,3196,5031,3199,1112,3660,785
2014,20161,20,161,65973,14564,26265,1679,24586,,,65973,14564,65973,7860,6704,2209,4506,5506,1328
2014,20173,20,173,501712,71158,191636,22785,168851,125207,13658,501712,71158,501712,31567,39591,26377,26140,39299,15438
2014,20177,20,177,173417,25555,70857,7811,63046,45808,4814,173417,25555,173417,10866,14689,6687,7225,11096,6122
2014,20209,20,209,160033,38701,60106,11485,48621,37967,7358,160033,38701,160033,18236,20465,12079,10599,16621,6726
2014,21015,21,015,124364,9207,44988,3157,41831,30364,1515,124364,9207,124364,3855,5352,3516,3606,8414,3347
2014,21029,21,029,77205,10529,28682,4212,24470,21538,2491,77205,10529,77205,3511,7018,2997,3238,5280,1623
2014,21037,21,037,88081,11892,35602,2981,32621,21812,1729,88081,11892,88081,6918,4974,2733,4552,5477,1512
2014,21047,21,047,68323,15012,25855,4850,21005,17337,2832,68323,15012,68323,7111,7901,4649,7127,6670,1314
2014,21059,21,059,95910,13909,39638,4592,35046,27613,2849,95910,13909,95910,8878,5031,5424,9105,9620,2663
2014,21067,21,067,297041,61244,127412,17087,110325,70405,9756,297041,61244,297041,30110,31134,17547,11766,17531,6877
2014,21093,21,093,105292,14551,39314,6183,33131,25537,2831,105292,14551,105292,4045,10506,5760,5653,8080,3348
2014,21111,21,111,743380,124118,307676,46539,261137,181762,21521,743380,124118,743380,50223,73895,35011,34679,54909,13957
2014,21117,21,117,160981,26552,62900,9454,53446,41161,5613,160981,26552,160981,12086,14466,6267,7122,8770,3916
2014,21145,21,145,64019,11023,28659,5617,23042,,,64019,11023,64019,6024,4999,3909,3838,4811,1707
2014,21151,21,151,81025,16239,33257,5565,27692,20823,3410,81025,16239,81025,6259,9980,3284,4170,6002,2103
2014,21195,21,195,62013,17199,26477,6789,19688,18541,4445,62013,17199,62013,7030,10169,6462,2062,5871,932
2014,21227,21,227,113357,21064,44846,6622,38224,29994,3577,113357,21064,113357,9885,11179,3775,5931,6711,4835
2014,22005,22,005,115464,19244,41433,4673,36760,30684,3577,115464,19244,115464,9570,9674,3356,3013,4423,2747
2014,22015,22,015,122491,17650,47072,5311,41761,32079,3502,122491,17650,122491,8459,9191,5644,7505,9231,1211
2014,22017,22,017,247546,59919,94854,18168,76686,57910,10531,247546,59919,247546,32280,27639,14583,11587,18059,9018
2014,22019,22,019,193809,36068,73873,12594,61279,48828,6763,193809,36068,193809,14899,21169,9040,9975,15146,5605
2014,22033,22,033,436539,78570,170572,23187,147385,103261,11769,436539,78570,436539,41794,36776,24048,20480,28603,13640
2014,22045,22,045,73072,11985,25855,4060,21795,17340,2271,73072,11985,73072,3123,8862,4328,3209,4967,2181
2014,22051,22,051,431819,66825,169033,20192,148841,106700,12339,431819,66825,431819,30973,35852,21875,22679,27748,11021
2014,22055,22,055,230538,33691,88611,9962,78649,53704,5549,230538,33691,230538,13891,19800,12763,12251,18303,4087
2014,22057,22,057,95242,17790,34564,4516,30048,24140,3774,95242,17790,95242,8341,9449,6595,3152,3757,3426
2014,22063,22,063,134394,15555,48943,7717,41226,37642,3638,134394,15555,134394,8357,7198,5238,10321,9804,2541
2014,22071,22,071,373444,103794,152788,31506,121282,75795,16230,373444,103794,373444,52888,50906,18041,17348,26425,9724
2014,22073,22,073,145405,35893,57766,9976,47790,39532,7660,145405,35893,145405,15375,20518,9986,9035,7638,2343
2014,22079,22,079,129206,24496,46738,9199,37539,33035,4764,129206,24496,129206,6475,18021,7275,10403,10203,4995
2014,22097,22,097,82451,26665,28739,4615,24124,18745,5019,82451,26665,82451,13000,13665,6661,3220,6512,2173
2014,22103,22,103,242948,26139,88123,7670,80453,62647,4991,242948,26139,242948,12172,13967,10101,9412,14117,5199
2014,22105,22,105,123668,26716,45786,8981,36805,30953,4683,123668,26716,123668,11557,15159,5254,4383,11094,5353
2014,22109,22,109,110405,25143,39975,6461,33514,27926,4788,110405,25143,110405,11107,14036,3209,7947,7285,1993
2014,23001,23,001,104260,16226,44267,10183,34084,26055,2652,104260,16226,104260,6636,9590,5558,4214,5095,1993
2014,23003,23,003,67542,14734,30146,7825,22321,19042,3084,67542,14734,67542,5400,9334,4685,4176,4751,2827
2014,23005,23,005,280346,30673,117186,12591,104595,72125,5757,280346,30673,280346,14373,16300,8781,6456,17388,7459
2014,23011,23,011,116775,15934,50219,8834,41385,30820,2637,116775,15934,116775,7700,8234,6483,6850,5841,3566
2014,23019,23,019,146370,27844,61218,12776,48442,36517,4999,146370,27844,146370,13113,14731,7430,8318,9919,4232
2014,23031,23,031,196611,22640,83504,10536,72968,55474,4169,196611,22640,196611,9097,13543,6828,8001,10215,5268
2014,24001,24,001,65913,11964,29348,6202,23146,18481,2358,65913,11964,65913,4751,7213,4439,4494,3953,1865
2014,24003,24,003,544339,33417,203775,14126,189649,138956,5565,544339,33417,544339,16179,17238,14159,13408,19483,10361
2014,24005,24,005,805749,78558,311099,35152,275947,203652,13828,805749,78558,805749,34835,43723,23227,30068,41700,15803
2014,24009,24,009,89830,6877,31200,3531,27669,,,89830,6877,89830,4147,2730,2747,1663,2526,1022
2014,24013,24,013,164498,8722,59430,3989,55441,44649,1632,164498,8722,164498,2967,5755,2858,3144,5899,3027
2014,24015,24,015,100636,10593,36857,3786,33071,,,100636,10593,100636,4201,6392,6196,3249,5910,1920
2014,24017,24,017,152641,9210,54600,6222,48378,41211,2002,152641,9210,152641,3495,5715,2607,4695,6771,3181
2014,24021,24,021,238933,14561,89084,6393,82691,63802,2662,238933,14561,238933,6497,8064,6422,7513,10613,3364
2014,24025,24,025,248347,20200,92304,6574,85730,66093,4219,248347,20200,248347,9646,10554,6041,5946,11190,4931
2014,24027,24,027,307808,18885,109651,4960,104691,81063,3890,307808,18885,307808,8268,10617,4115,6376,7779,6254
2014,24031,24,031,1022346,71635,364854,23832,341022,251320,11512,1022346,71635,1022346,33181,38454,29412,31122,45603,13480
2014,24033,24,033,882402,89672,307022,37971,269051,202910,14217,882402,89672,882402,37568,52104,29448,38619,44664,22412
2014,24037,24,037,107605,8049,39179,3121,36058,,,107605,8049,107605,5454,2595,3144,1827,6251,1199
2014,24043,24,043,140631,19951,54722,8685,46037,35864,3584,140631,19951,140631,8309,11642,4891,4798,8376,3784
2014,24045,24,045,97755,16282,37036,6591,30445,24049,2841,97755,16282,97755,7748,8534,4075,2502,6478,4013
2014,24510,24,510,598509,141224,238897,61860,177037,124359,22284,598509,141224,598509,71667,69557,35002,34531,42384,15504
2014,25001,25,001,212211,16349,95697,7216,88481,56914,2570,212211,16349,212211,7072,9277,6254,7680,9479,4725
2014,25003,25,003,122494,15224,54706,7784,46922,31197,3118,122494,15224,122494,7138,8086,7212,6434,5325,3662
2014,25005,25,005,538758,66453,212901,35391,177510,143055,14079,538758,66453,538758,29726,36727,20864,19994,27773,14395
2014,25009,25,009,753212,79703,287808,41929,245879,192552,15604,753212,79703,753212,38154,41549,26511,28852,34098,17639
2014,25011,25,011,69733,8143,29859,4551,25308,18331,1317,69733,8143,69733,3019,5124,3695,2890,4222,1593
2014,25013,25,013,453573,80291,176742,40385,136357,114168,15701,453573,80291,453573,32830,47461,23174,23710,27670,10456
2014,25015,25,015,138345,22745,58332,7005,51327,,,138345,22745,138345,10979,11766,4044,3002,4716,2829
2014,25017,25,017,1513368,135729,585634,44697,540937,369603,23059,1513368,135729,1513368,63755,71974,37205,36206,63167,20495
2014,25021,25,021,674818,42668,260058,19868,240190,170415,7113,674818,42668,674818,20713,21955,15638,12023,19766,8868
2014,25023,25,023,495220,39851,183251,21882,161369,129932,8010,495220,39851,495220,16583,23268,12529,15808,22339,9909
2014,25025,25,025,723337,157146,295187,59922,235265,144246,23402,723337,157146,723337,82535,74611,39400,34926,40455,15911
2014,25027,25,027,786625,90581,299841,40142,259699,201612,16611,786625,90581,786625,37718,52863,24515,26952,35029,16893
2014,26005,26,005,112683,12485,41779,4357,37422,30263,2550,112683,12485,112683,5592,6893,6621,4153,6850,5329
2014,26017,26,017,104758,18374,42706,6749,35957,27371,3612,104758,18374,104758,6728,11646,3852,2852,7725,2723
2014,26021,26,021,150704,26243,62984,9298,53686,42063,5564,150704,26243,150704,13783,12460,7813,10092,10860,2629
2014,26025,26,025,131480,19466,52385,8281,44104,32992,3510,131480,19466,131480,7690,11776,6652,9746,10406,3784
2014,26037,26,037,76284,8776,28448,2145,26303,,,76284,8776,76284,4217,4559,2888,950,4809,1005
2014,26045,26,045,106690,9917,44115,4417,39698,30099,2319,106690,9917,106690,4569,5348,4752,4866,6929,3661
2014,26049,26,049,408348,87894,167096,39565,127531,108005,18062,408348,87894,408348,36916,50978,28410,17461,24417,8668
2014,26055,26,055,88169,7321,35935,4450,31485,,,88169,7321,88169,2967,4354,3615,4011,7003,2979
2014,26065,26,065,266579,53474,110794,16143,94651,60828,6722,266579,53474,266579,25977,27497,12470,15035,19175,7623
2014,26073,26,073,64058,19413,24999,3512,21487,14103,2019,64058,19413,64058,11915,7498,2947,2212,5190,1364
2014,26075,26,075,148682,22292,61686,10418,51268,40238,4879,148682,22292,148682,9678,12614,7243,9161,10104,3287
2014,26077,26,077,249799,48603,100171,16420,83751,60804,7542,249799,48603,249799,22340,26263,14143,10134,16072,4763
2014,26081,26,081,618458,95391,231986,34592,197394,154604,16348,618458,95391,618458,41622,53769,28812,29152,37300,17216
2014,26087,26,087,86620,9479,31395,4154,27241,23244,1750,86620,9479,86620,4251,5228,4082,5327,6438,1311
2014,26091,26,091,94103,14129,38483,7137,31346,25712,2776,94103,14129,94103,6091,8038,6232,4390,5172,2378
2014,26093,26,093,184474,10250,69272,4750,64522,50870,1912,184474,10250,184474,4570,5680,3068,6306,10242,3392
2014,26099,26,099,852132,104125,337712,46909,290803,223369,20620,852132,104125,852132,45785,58340,41639,34828,47041,22769
2014,26103,26,103,62362,10079,26250,3847,22403,15616,1265,62362,10079,62362,4552,5527,3998,3770,3595,1887
2014,26111,26,111,82062,9615,33579,4083,29496,23084,1551,82062,9615,82062,4158,5457,3537,3171,4134,2215
2014,26115,26,115,148125,14378,57879,7684,50195,40606,2374,148125,14378,148125,7126,7252,8191,6005,9775,5353
2014,26121,26,121,165097,33457,64646,15877,48769,43148,5691,165097,33457,165097,13620,19837,8886,9141,13085,6066
2014,26125,26,125,1227353,121857,492063,46104,445959,316622,23460,1227353,121857,1227353,52891,68966,33470,36357,50523,26547
2014,26139,26,139,266545,24200,97198,6287,90911,72448,3359,266545,24200,266545,11137,13063,9091,11748,17535,6822
2014,26145,26,145,189233,31478,78000,16371,61629,50274,6548,189233,31478,189233,15625,15853,9794,12801,13915,3621
2014,26147,26,147,158190,21535,62728,10476,52252,41109,4111,158190,21535,158190,9130,12405,6806,9462,8897,3399
2014,26155,26,155,67973,10729,27285,4542,22743,18737,2360,67973,10729,67973,4561,6168,3656,4740,4702,629
2014,26159,26,159,74337,11857,28584,5143,23441,19678,2080,74337,11857,74337,4246,7611,3835,4654,5924,1667
2014,26161,26,161,338617,49141,137240,12260,124980,79540,5860,338617,49141,338617,25851,23290,9122,13018,17359,4799
2014,26163,26,163,1745528,418571,661414,171970,489444,413201,77945,1745528,418571,1745528,205699,212872,99028,98234,120200,45372
2014,27003,27,003,338578,25092,124579,9433,115146,89340,4291,338578,25092,338578,9326,15766,8777,12344,16191,8821
2014,27013,27,013,62146,11990,24986,2367,22619,,,62146,11990,62146,5639,6351,3400,2610,3810,1494
2014,27019,27,019,96293,4119,34298,1359,32939,,,96293,4119,96293,2113,2006,1929,2404,2311,2848
2014,27037,27,037,410298,30492,157153,9329,147824,108467,5642,410298,30492,410298,14545,15947,8078,10272,17645,10168
2014,27053,27,053,1187656,154120,493219,49429,443790,279037,22339,1187656,154120,1187656,71746,82374,39632,44318,60812,25728
2014,27109,27,109,148036,15223,58607,5460,53147,40491,2958,148036,15223,148036,7167,8056,3450,5970,4895,3497
2014,27123,27,123,519368,84907,207243,32196,175047,119923,14979,519368,84907,519368,33146,51761,21760,25447,32739,13529
2014,27131,27,131,57535,8752,22933,1921,21012,,,57535,8752,57535,2902,5850,949,3405,2666,769
2014,27137,27,137,193090,33522,85475,9358,76117,50868,5049,193090,33522,193090,14710,18812,6981,7025,9389,4231
2014,27139,27,139,138197,7574,46741,2507,44234,,,138197,7574,138197,3010,4564,2607,1432,5937,1000
2014,27141,27,141,89052,7340,30571,1549,29022,,,89052,7340,89052,4161,3179,2064,2152,5097,2563
2014,27145,27,145,145140,20183,57226,4960,52266,36539,2564,145140,20183,145140,8413,11770,5992,7049,7732,4143
2014,27163,27,163,245015,15577,91281,4766,86515,65455,2854,245015,15577,245015,5627,9950,4445,6702,11207,3543
2014,27171,27,171,128892,6982,44435,3324,41111,34062,1505,128892,6982,128892,2742,4240,2071,6030,5974,2842
2014,28033,28,033,169404,15780,60534,4994,55540,44727,2712,169404,15780,169404,5427,10353,6524,7531,13244,5954
2014,28035,28,035,72996,19463,26683,5126,21557,17149,3268,72996,19463,72996,10060,9403,5078,3326,5135,1811
2014,28047,28,047,192584,33999,78512,13991,64521,50470,7305,192584,33999,192584,20688,13311,16290,13307,14228,4703
2014,28049,28,049,235996,53426,88660,16661,71999,58521,10068,235996,53426,235996,24162,29264,13063,13216,16067,6515
2014,28059,28,059,139657,20195,49410,6600,42810,31295,3003,139657,20195,139657,11411,8784,8772,5208,11767,3997
2014,28067,28,067,66969,17665,24132,5171,18961,17664,3527,66969,17665,66969,8863,8802,3870,3602,5012,1513
2014,28075,28,075,76144,15386,28683,4947,23736,,,76144,15386,76144,5677,9709,5058,5433,8297,1988
2014,28081,28,081,84024,16844,31006,5539,25467,21058,3136,84024,16844,84024,7774,9070,5879,4407,6297,951
2014,28089,28,089,100157,13198,36629,2853,33776,,,100157,13198,100157,7296,5902,3018,2688,5371,1070
2014,28121,28,121,141921,13910,54093,4443,49650,39092,2537,141921,13910,141921,7798,6112,4772,7114,10327,5247
2014,29019,29,019,163445,33813,67198,7108,60090,39773,4510,163445,33813,163445,19790,14023,3591,8618,8981,4279
2014,29021,29,021,85382,15072,33015,5616,27399,19609,2911,85382,15072,85382,6120,8952,5313,3070,5020,2493
2014,29031,29,031,74839,14009,29949,3037,26912,,,74839,14009,74839,7050,6959,1609,5025,3586,1410
2014,29037,29,037,99559,12987,38241,4875,33366,27360,2876,99559,12987,99559,6300,6687,2127,1961,8575,1793
2014,29043,29,043,81691,9097,30525,2738,27787,23847,1605,81691,9097,81691,3429,5668,5220,3305,8481,3016
2014,29047,29,047,231077,21171,88345,7433,80912,59821,3442,231077,21171,231077,8604,12567,7271,7267,11277,7218
2014,29051,29,051,71027,10188,29184,3123,26061,,,71027,10188,71027,4485,5703,3073,3048,5080,2142
2014,29071,29,071,101182,11972,40748,4756,35992,30768,2725,101182,11972,101182,4936,7036,4988,5461,6805,3548
2014,29077,29,077,273215,58535,117910,11905,106005,68974,9713,273215,58535,273215,26304,32231,12616,14241,19612,8762
2014,29095,29,095,672595,110382,272945,36857,236088,155361,18064,672595,110382,672595,51529,58853,33081,36915,50692,17417
2014,29097,29,097,114302,23109,44377,8730,35647,27981,4077,114302,23109,114302,9720,13389,10693,5541,7570,3890
2014,29099,29,099,220171,22755,83045,9261,73784,59670,4756,220171,22755,220171,10589,12166,8602,9120,12297,4807
2014,29165,29,165,93944,5964,36951,2540,34411,,,93944,5964,93944,3325,2639,853,1326,5277,2447
2014,29183,29,183,372441,25279,140043,6740,133303,101413,5060,372441,25279,372441,11238,14041,7207,9842,14459,6154
2014,29187,29,187,59428,11632,24915,4408,20507,,,59428,11632,59428,4562,7070,2530,3256,6396,2898
2014,29189,29,189,981184,90544,398531,35127,363404,254056,16018,981184,90544,981184,40118,50426,36075,37296,54232,22814
2014,29510,29,510,308104,87836,137784,33033,104751,64116,13438,308104,87836,308104,44140,43696,20432,13917,20334,8661
2014,30013,30,013,80161,10664,34018,4257,29761,20666,1925,80161,10664,80161,5059,5605,3688,5979,8054,3671
2014,30029,30,029,93002,12005,36820,2660,34160,,,93002,12005,93002,5215,6790,4175,6110,7514,2652
2014,30031,30,031,93918,14675,39067,1989,37078,,,93918,14675,93918,7615,7060,5273,5492,8321,2878
2014,30049,30,049,64557,7774,26593,3570,23023,,,64557,7774,64557,2544,5230,1571,2065,3805,2589
2014,30063,30,063,109512,16901,46407,6718,39689,,,109512,16901,109512,8296,8605,8205,3054,7151,2828
2014,30111,30,111,151469,18152,61936,6282,55654,37710,2976,151469,18152,151469,9062,9090,9584,7794,9229,2380
2014,31055,31,055,531665,74983,209520,23072,186448,127836,12573,531665,74983,531665,35115,39868,27033,26398,31843,17186
