year,county_fips,unemployment_rate
2024,01009,2.7
2024,01009,3.1
2024,01009,2.9
2024,01009,2.8
2024,01009,2.1
2024,01009,2.1
2024,01009,2.5
2024,01009,2.8
2024,01009,2.8
2023,01009,2.1
2023,01009,2
