year,fips,state_fips,county_fips,median_household_income,aggregate_household_income,hh_income_universe,hh_income_under_10k,hh_income_10k_to_15k,hh_income_15k_to_20k,hh_income_20k_to_25k,hh_income_25k_to_30k,hh_income_30k_to_35k,hh_income_35k_to_40k,hh_income_40k_to_45k,hh_income_45k_to_50k,hh_income_50k_to_60k,hh_income_60k_to_75k,hh_income_75k_to_100k,hh_income_100k_to_125k,hh_income_125k_to_150k,hh_income_150k_to_200k,hh_income_200k_plus,per_capita_income,gini_index
2019,06077,06,077,68997,21293664800,230241,10304,7429,9002,9361,9267,10183,7930,8138,9466,17994,25455,28245,22999,15798,20782,17888,28919,0.4504
2019,06079,06,079,77265,10553567000,106512,4565,3501,3956,3685,2872,5114,3822,4773,4080,6862,8439,14436,12213,7987,10442,9765,38308,0.4465
2019,06081,06,081,138500,51297163700,265003,5991,5156,5716,5239,4448,4935,5652,6093,5226,9274,17826,22967,25253,19493,33600,88134,68949,0.4873
2019,06083,06,083,75653,16494787000,146466,7692,4196,5315,4103,2924,5236,6720,6217,5605,9684,14920,18347,14235,10707,10682,19883,38805,0.4975
2019,06085,06,085,133076,116269497700,643637,15900,14760,11376,11703,12610,14817,13584,11966,12298,26984,42792,60495,57858,48078,85023,203393,62246,0.4718
2019,06087,06,087,89269,12324955300,97710,2887,3322,3895,3188,3743,2497,3502,3341,2765,4599,7176,11953,9400,8375,10155,16912,46714,0.4837
2019,06089,06,089,63091,5938078600,72714,3582,4316,3898,4102,2591,2583,3634,3083,2331,4250,7483,10531,6007,4628,5770,3925,32864,0.4553
2019,06095,06,095,86652,15861250000,150393,6592,3250,3266,3184,4948,4507,4657,5247,4639,9125,14974,23470,17066,13821,16436,15211,36968,0.4142
2019,06097,06,097,87828,22391845900,190689,5502,5102,3524,4441,5172,7285,3958,7919,5796,12965,17682,29719,19689,16127,20487,25321,46006,0.4455
2019,06099,06,099,63037,13947967300,174698,8280,6863,6133,7558,8919,7461,7613,8821,6659,13737,19080,24184,17458,12153,10608,9171,26686,0.4223
2019,06101,06,101,62777,2947487800,33039,1166,1714,1257,1440,1228,2005,1718,1196,1190,2325,3811,3881,2915,1771,3130,2292,30411,0.4629
2019,06103,06,103,53475,1779435000,25310,2380,1020,1520,1783,1555,798,1020,1038,1298,1010,2625,3064,2021,853,2492,833,26932,0.4583
2019,06107,06,107,57692,10782251300,144109,8059,6007,6037,7477,8091,6775,7045,7796,5361,12629,14312,19550,11229,8546,10338,4857,23096,0.4405
2019,06111,06,111,92236,32544135000,268524,8133,5613,6649,6780,6898,7622,8177,9230,7663,13191,23974,40415,32223,22552,31873,37531,40293,0.4392
2019,06113,06,113,71417,8168533500,76075,5475,3781,1819,2555,2486,2566,1792,2456,2385,7435,6981,7898,6644,6029,7174,8599,37497,0.5087
2019,06115,06,115,58765,1989430800,26827,2778,1104,862,871,866,1250,1327,1088,1000,2513,3147,3062,3296,615,1584,1464,26717,0.4516
2019,08001,08,001,75804,15772488700,171977,6243,4587,3956,6550,5364,6352,5813,7222,7218,13949,17636,27849,19206,12498,16219,11315,31811,0.4025
2019,08005,08,005,82710,27149124700,246302,9304,4653,3499,6920,6692,7306,7546,10128,9885,21010,25863,33268,27946,19508,25146,27628,42426,0.4393
2019,08013,08,013,88535,16599632600,131854,7674,3423,4188,3515,3631,2996,4366,3718,3724,6391,12962,18061,13421,8946,13852,20986,51415,0.4962
2019,08014,08,014,111400,4044824100,28062,493,277,62,531,160,907,357,884,867,1507,2352,4140,2709,2861,4653,5302,57213,0.4114
2019,08031,08,031,75646,33982897900,318445,17500,11322,8842,12198,10152,11812,11616,10187,9459,21969,32570,39635,33379,23651,26937,37216,47802,0.4813
2019,08035,08,035,122867,19346042400,127476,2128,1037,1413,1700,2599,3008,2024,1485,2478,4500,9452,16672,16714,14373,21019,26874,55579,0.3995
2019,08041,08,041,72830,24812417200,265798,11707,7386,7192,9493,8386,10962,11938,9380,9176,20283,31684,39172,29243,17013,22619,20164,35568,0.4292
2019,08059,08,059,90040,27372173700,236496,8076,3781,5406,6464,5652,7229,8768,5804,7578,16009,24712,30235,28509,21402,24847,32024,47652,0.4322
2019,08069,08,069,75186,14477669100,146638,7395,4685,4929,5793,4090,4749,3840,5357,5817,9406,17041,20949,14847,9807,14050,13883,40582,0.4477
2019,08077,08,077,60500,4978604200,63644,3609,2685,2540,2360,2118,3064,2731,3509,3428,5428,8334,7957,6772,2773,3192,3144,32324,0.4382
2019,08101,08,101,51276,4384271000,66111,5174,4175,3117,3418,3287,3658,3407,3799,2623,4432,7170,9311,5750,2536,2537,1717,26778,0.4459
2019,08123,08,123,78615,10636446200,111298,3933,3267,2805,4985,3115,4034,3817,4397,2652,8234,11197,15908,13626,11348,10380,7600,33863,0.4086
2019,09001,09,001,97053,54388100800,340557,14141,11168,8258,12787,8225,8135,11116,9007,9276,16701,29043,35139,29453,23876,36748,77484,58815,0.5409
2019,09003,09,003,75381,36004999200,353234,22812,13196,10799,13841,10962,13640,11345,12604,11191,23207,32076,45538,35424,27038,33211,36350,41324,0.4755
2019,09005,09,005,81195,8312034700,73969,2141,2544,1766,2414,3193,2005,1900,2900,2695,5284,7467,9491,8576,4636,8371,8586,46748,0.4631
2019,09007,09,007,76518,6732358800,66884,3653,1870,2475,2734,2870,2134,2351,2157,1883,4869,5967,7424,6158,5540,7454,7345,42647,0.4497
2019,09009,09,009,69751,31155306000,329006,20118,14613,15249,15335,12476,13188,11395,12149,10504,21489,28585,41480,31329,22518,27620,30958,38170,0.4804
2019,09011,09,011,75633,10766852100,109752,4270,2523,2742,4687,4403,4035,4190,4732,3991,7733,11216,15663,11540,8566,8787,10674,40584,0.4374
2019,09013,09,013,91028,6728203600,56749,3032,1255,1419,1276,1945,1749,1707,1931,1142,3181,4616,6866,7737,4728,6164,8001,45232,0.4605
2019,09015,09,015,62106,3776791700,47015,3189,1777,1791,1992,2618,1868,1911,2298,2124,3193,3897,7211,4220,2968,3196,2762,32743,0.4453
2019,10001,10,001,58001,4876595900,68023,4104,4185,2748,2355,2868,2451,3454,3769,3402,5156,8411,8597,5783,4912,4395,1433,28004,0.4159
2019,10003,10,003,76328,21359736700,211592,11974,5510,5679,7757,6617,6718,5734,7015,8081,15158,23878,29330,20349,16673,20284,20835,39576,0.4470
2019,10005,10,005,65155,8545148700,96624,4259,3908,3856,4155,3561,4922,5055,3978,4396,7003,9300,13277,9816,6488,7172,5478,37207,0.4621
2019,11001,11,001,92266,39469500000,291570,23471,9733,8681,5639,6895,6421,10168,5903,8744,15567,19767,32011,25923,21397,30966,60284,59808,0.5115
2019,12001,12,001,49534,7535474300,103024,11385,4384,5263,6361,5163,4693,5485,4898,4400,7231,8578,10730,8343,5631,4226,6253,29573,0.5034
2019,12005,12,005,59450,5266131200,69195,4546,1970,2463,2471,2996,2426,3235,3502,3255,8097,7563,10863,5343,3255,4280,2930,31245,0.4229
2019,12009,12,009,57305,18136840800,230043,9688,8424,10074,10626,8404,14772,12468,11086,13844,18906,23800,29427,18822,12606,14639,12457,32667,0.4391
2019,12011,12,011,61502,62635718000,705472,44500,29737,30052,28154,30833,31834,32531,31058,29207,54626,72168,87170,56954,44435,45433,56780,34357,0.4891
2019,12015,12,015,54652,5726753300,76589,3991,2860,5479,4654,4065,3570,3390,5081,2862,5933,7485,9617,6511,4086,3662,3343,33407,0.4646
2019,12017,12,017,50751,4206523100,64448,5244,3233,3147,4490,4464,3147,3092,2657,2263,5342,8076,7750,4325,2331,2686,2201,29264,0.4534
2019,12019,12,019,76687,7076386900,75793,2450,1307,1104,3651,2288,2261,3932,2256,2736,4973,9474,12906,7936,6900,7154,4465,32839,0.3877
2019,12021,12,021,76025,17100267400,140578,6704,5353,3060,5029,5818,6472,5407,4533,4908,11178,10621,18266,14913,9463,10442,18411,47433,0.5380
2019,12023,12,023,47094,1584270200,25240,1789,1190,2685,1095,1217,1435,1929,955,998,2533,2119,2325,2155,955,1211,649,23358,0.4516
2019,12031,12,031,58415,29259539300,368668,24914,14048,11727,20673,17841,17013,17454,18512,14796,31124,40424,48307,32746,17826,20873,20390,31984,0.4653
2019,12033,12,033,53136,8881364900,120618,7886,5465,6520,6372,6049,6097,6727,5574,5847,9960,12804,14403,10345,6454,5090,5025,29774,0.4679
2019,12035,12,035,60204,3535510800,44464,1641,1270,2199,2947,2561,1898,2577,2420,1360,3310,5116,5264,3406,3345,3002,2148,33857,0.4408
2019,12053,12,053,51031,4947455400,78755,4752,4377,3803,5019,4350,3434,4328,5009,3357,7041,8856,9571,7541,2754,2945,1618,26413,0.4112
2019,12055,12,055,48698,2835094000,43351,3113,2609,2889,2011,1575,1960,3218,2240,2436,3930,5678,4870,3180,1196,1410,1036,28896,0.4630
2019,12057,12,057,61154,45932915300,541584,38098,18326,18968,23732,25671,24718,22789,25615,21422,44869,59834,66228,48698,30900,29816,41900,32998,0.4729
2019,12061,12,061,59782,5600876700,63917,3561,1907,2765,4254,3010,3194,3403,3087,2328,4560,6773,8497,5006,3846,3671,4055,37521,0.5008
2019,12069,12,069,57588,10540504600,139192,5611,4876,5116,6126,9460,8302,5944,7071,6437,13335,14794,19096,12132,7487,8226,5179,30277,0.4249
2019,12071,12,071,62240,25393435600,286887,13229,9586,10882,12991,10433,14678,11423,12206,14170,26967,31179,41370,27026,14143,15601,21003,35715,0.4709
2019,12073,12,073,54929,8833858200,116283,10640,6119,5705,5141,4471,7137,3902,5956,3669,10710,11781,12744,9662,5638,6052,6956,30861,0.4878
2019,12081,12,081,64499,13386611100,145171,5687,3840,6880,6573,4826,8090,6493,7116,6256,11005,15029,19474,13621,10132,8359,11790,36144,0.4705
2019,12083,12,083,49576,9426219100,145622,9657,5570,9812,9681,5339,8400,8677,10960,5188,13740,16788,18639,8831,5608,4337,4395,27033,0.4436
2019,12085,12,085,70842,7176192600,65014,2769,2275,2695,2110,2542,3392,2670,2515,2437,3861,6378,9565,6656,3785,4872,6492,46789,0.5262
2019,12086,12,086,55171,75582596800,912805,73214,48790,43842,45252,45778,48259,34219,42020,35007,71586,92491,105186,71621,44777,48379,62384,29760,0.5151
2019,12087,12,087,68589,3492910300,32839,1547,1246,964,1198,1514,1197,1305,1071,995,3168,3045,3705,3798,2282,2447,3357,48347,0.5067
2019,12089,12,089,70939,3070713300,35212,1561,1132,585,949,1762,1887,1343,1649,900,2246,4643,5316,3878,2479,2686,2196,34671,0.4074
2019,12091,12,091,64222,6526545900,76097,2813,2167,2910,2113,4091,3312,3617,3841,3799,7010,7123,11328,7383,4927,4202,5461,32968,0.4334
2019,12095,12,095,63461,40438573400,457949,22657,15810,13981,20971,21278,19721,21294,20845,21735,36668,53376,62443,41497,25952,26781,32940,31433,0.4687
2019,12097,12,097,51760,7614333700,111539,5857,4283,6349,5718,5705,4307,6182,7420,7502,11732,12645,13688,6968,5002,4851,3330,23392,0.4311
2019,12099,12,099,66623,57958912000,568915,29825,23106,21258,24712,23348,24694,23502,23986,22811,43264,49619,69548,54158,34595,38065,62424,40888,0.5117
2019,12101,12,101,55828,15724685900,212856,12199,9190,10972,10829,10894,10017,12121,11096,9564,16729,21251,26803,18793,11441,10966,9991,29872,0.4448
2019,12103,12,103,56737,32918200100,395286,23932,16266,14455,20897,18983,18983,20134,19824,17482,34568,35209,54128,32768,20011,21068,26578,36469,0.4838
2019,12105,12,105,51833,16204378100,238629,14451,10842,11657,15552,12999,13756,12554,13251,8555,21207,27621,32225,18148,9353,8634,7824,25281,0.4462
2019,12107,12,107,42899,1678914500,30866,2535,1408,2394,1430,2137,2404,1342,2405,1394,3509,3754,2313,2068,541,949,283,22027,0.4251
2019,12109,12,109,90356,11571782100,94761,2593,1432,3127,2570,2975,2659,3092,4024,2208,6897,7468,12174,11872,8301,7789,15580,45745,0.4553
2019,12111,12,111,58039,8488129300,116900,4827,6445,5478,4852,6842,6592,3464,5249,6070,9773,14117,16249,12361,4748,6586,3247,28408,0.4219
2019,12113,12,113,64930,5541002400,66187,3210,2303,2671,3540,3943,2725,2847,2436,1860,5349,6379,10521,6579,4029,3317,4478,31465,0.4478
2019,12115,12,115,66342,17724541900,187411,6184,5646,8150,7222,6074,8513,7299,8843,9101,16252,21028,27358,18141,11992,10571,15037,42895,0.4695
2019,12117,12,117,70190,17260048400,181142,7608,4271,6359,6548,6131,7919,8402,8210,7154,14124,19807,25846,16652,10750,14538,16823,37370,0.4521
2019,12119,12,119,60287,4952758000,59458,2750,2290,1734,2944,3504,3064,2006,2100,2957,6147,7238,8685,4097,3027,3876,3039,39187,0.4619
2019,12127,12,127,53766,15574966400,219451,12270,11039,10041,11735,13116,13342,10911,8587,11711,16986,26381,29425,18464,8161,8487,8795,29623,0.4510
2019,12131,12,131,60457,2108641500,26475,1422,1065,1336,694,1241,629,2262,1692,1033,1743,2338,4399,2311,1145,1477,1688,30395,0.4424
2019,13013,13,013,69890,2140153000,27765,1637,908,692,835,912,1293,1620,629,639,2394,4085,4572,3873,1368,1710,598,27348,0.3773
2019,13015,13,015,59911,2807527200,39742,3642,2825,1018,1322,1955,1454,1223,1759,1503,3193,5858,5067,3842,2048,1739,1294,26176,0.4456
2019,13021,13,021,42140,3839109700,56726,6185,3582,3375,2656,3652,3949,3675,2440,2045,3488,4726,6169,3564,2552,2377,2291,27322,0.5203
2019,13031,13,031,50436,1753734800,28660,1679,1833,1238,2124,2030,1038,2138,1134,906,2705,4687,3529,1525,568,566,960,22714,0.4256
2019,13045,13,045,61133,2991358900,42798,2997,1324,1728,2280,2280,1078,2195,2739,1281,3101,5786,7031,3737,2349,1833,1059,25911,0.4048
2019,13047,13,047,61487,1729931600,24130,1219,1354,715,622,1551,934,1291,1624,327,2051,3726,3674,2320,1060,818,844,26976,0.4003
2019,13051,13,051,57611,8684065400,107987,7117,5569,5450,6437,5038,4630,3852,3809,4938,8802,12037,13565,7651,7900,4584,6608,31970,0.4872
2019,13057,13,057,86404,9526339200,93441,3127,2461,2673,3623,4545,1567,1847,2002,1620,6825,10822,13123,10476,9866,10254,8610,37313,0.3998
2019,13059,13,059,39799,3384544800,52124,5814,4282,3479,4219,2220,3548,2626,2056,2034,3948,4382,4460,2825,1823,2005,2403,26154,0.5403
2019,13063,13,063,51093,5843635500,97030,6385,4175,5131,5577,4341,4380,5748,5622,5316,10978,13486,10186,8144,2978,3462,1121,21251,0.3946
2019,13067,13,067,79601,31122637500,286952,10709,6690,5066,8194,10133,11249,10325,11821,11034,19618,30265,40760,28617,20144,28694,33633,42005,0.4513
2019,13073,13,073,88761,5206389500,46890,776,441,1488,783,1341,2306,457,1108,1365,4032,4457,7950,6591,4480,4185,5130,37837,0.3992
2019,13077,13,077,78423,4829418200,53640,2336,2451,1672,2117,966,2062,1821,1549,1769,3974,5061,7816,8390,3491,5542,2623,34917,0.4055
2019,13089,13,089,63652,27341415300,289829,16107,9543,12230,12397,13943,13194,12689,14000,11409,20740,28726,36792,22025,16570,18890,30574,38218,0.4927
2019,13095,13,095,35062,1676588400,32630,4878,2921,3338,1822,1377,1957,1457,1309,2036,2032,2922,2665,1992,710,604,610,21768,0.5144
2019,13097,13,097,62669,3944988600,48899,2293,1540,1658,1710,1186,2878,2214,3044,3199,3543,5206,7485,3985,3532,3113,2313,28386,0.4219
2019,13113,13,113,92172,5288218000,41253,959,765,303,640,1313,1328,1064,932,1447,2710,4888,6012,4197,3774,4188,6733,45845,0.4395
2019,13115,13,115,50880,2442191400,35443,2145,1453,2495,2429,2266,1757,2598,1119,1275,2714,3691,4234,3071,1503,1565,1128,25581,0.4652
2019,13117,13,117,112108,10976853100,81765,1499,994,1969,1488,1241,2130,1543,2306,1375,4046,7748,9125,11004,7356,12475,15466,46243,0.3939
2019,13121,13,121,80013,55245961700,439578,27577,14938,16626,12668,13866,13799,15612,16574,12805,23783,39419,49886,41979,28943,39845,71258,52964,0.5341
2019,13127,13,127,59004,2838656200,34614,2024,1305,1679,2826,1218,2123,902,1170,787,3610,3996,3609,2401,3389,1680,1895,34415,0.4831
2019,13135,13,135,72109,28157644100,301471,11243,6681,8003,9545,11541,12321,10065,13273,14091,21118,38142,41432,32772,22787,25516,22941,31170,0.4191
2019,13139,13,139,67467,6324002700,65625,1472,2568,3568,1752,2943,3240,2967,3059,1830,6227,6647,7741,6687,5057,4673,5194,32667,0.4761
2019,13151,13,151,71939,7180779600,79550,2534,1732,1721,2054,3788,2759,2659,2937,3337,6634,10752,12042,9866,6402,5565,4768,31482,0.3915
2019,13153,13,153,66740,4523948600,58417,4169,2081,1944,1606,3116,2205,3620,1806,2219,4146,6356,9076,5922,3472,4257,2422,29165,0.4130
2019,13157,13,157,65063,2138361500,25180,2074,992,1312,400,1158,1308,884,1174,681,1762,2099,3739,2701,1756,1483,1657,29991,0.4659
2019,13185,13,185,45683,2644001600,42639,3441,1614,2894,2675,3284,3052,2449,1746,1619,3581,4940,5153,1970,1626,1226,1369,24708,0.4618
2019,13215,13,215,46934,5170729100,73134,7479,3770,3830,3979,5303,4197,2768,4147,3276,4423,9171,7487,5334,1903,2262,3805,27444,0.5213
2019,13217,13,217,57254,2661034700,37867,2111,1816,1697,2343,1006,2585,1749,2591,961,2899,5775,3665,3750,2033,1660,1226,24320,0.4280
2019,13223,13,223,75800,4680668000,56476,3044,524,1321,1952,1037,1862,2898,869,3349,5763,5102,10105,8428,4256,4423,1543,28126,0.3543
2019,13245,13,245,44973,4058002600,68361,5330,5195,3736,3692,4496,3752,3163,4841,3189,5938,7995,7242,4358,1897,1557,1980,23266,0.4550
2019,13247,13,247,60560,2579132200,32792,2435,774,224,2019,1222,1532,1482,2441,1522,2541,3120,4603,3554,2559,712,2052,28846,0.4303
2019,13255,13,255,51677,1744845600,25339,1389,1386,1305,1639,1320,1412,2166,950,645,1877,3505,3176,1534,835,1143,1057,26496,0.4582
2019,13285,13,285,46198,1539214500,24436,3148,1265,1163,1593,1402,1097,1174,981,965,1551,2923,2668,1671,1204,665,966,23992,0.4836
2019,13295,13,295,47856,1573964400,26760,973,2266,2401,1221,1434,1903,1402,1194,809,2270,3758,3376,1868,696,540,649,23353,0.4179
2019,13297,13,297,66176,2744139400,33350,1500,661,1519,1769,1265,946,1290,1798,1967,3043,2586,4323,3594,2026,3920,1143,29680,0.4040
2019,13313,13,313,52198,2501987600,34518,1489,2037,1928,1337,2248,2302,1459,2057,1848,2346,4144,4510,2355,1574,1167,1717,25518,0.4602
2019,15001,15,001,67075,6292934300,71193,4389,2849,3414,3983,2754,2723,2350,2290,2391,5201,6363,9339,7480,4437,6190,5040,32282,0.4623
2019,15003,15,003,87470,35372197100,316456,14554,8009,6736,8641,8190,11184,7462,9831,8591,20108,32606,42616,36671,28682,33884,38691,38461,0.4349
2019,15007,15,007,81971,2302604500,22898,1089,240,593,942,521,629,1036,677,942,1990,2161,2733,3171,2118,2099,1957,34389,0.4163
2019,15009,15,009,80754,5468009800,54744,3312,1140,1534,1613,1526,2071,1363,2013,1336,4401,5461,8054,6947,3300,5706,4967,35210,0.4333
2019,16001,16,001,72021,17805245000,184160,6743,4635,6122,5334,6014,9627,5831,6986,8714,14667,20156,27577,18345,12407,15116,15886,37297,0.4411
2019,16005,16,005,51989,2093575000,32010,1817,1824,1611,2154,1507,2011,2092,975,1317,2563,3903,3365,3025,1643,1621,582,25086,0.4208
2019,16019,16,019,64618,3453121500,40776,2015,1493,1627,2673,1379,1093,2279,1862,1868,2427,4724,5111,4979,2484,2583,2179,30111,0.4540
2019,16027,16,027,58945,5571423000,77449,2581,2837,3549,2603,4078,4003,4648,3308,3677,8272,9748,11778,7113,4256,2506,2492,24973,0.3954
2019,16055,16,055,62579,4873940800,65283,1809,1381,3555,3215,3173,3257,2918,3468,2007,6397,9383,9082,7659,2832,2446,2701,30041,0.3897
2019,16083,16,083,56276,2294595000,31850,1542,1536,1557,1660,1607,1469,993,2027,1280,3646,3948,4936,2073,1325,929,1322,26629,0.4365
2019,17001,17,001,55727,1907262600,26993,1693,645,867,1197,1206,1152,2036,1595,1264,2791,2548,4494,2266,1388,1169,682,30245,0.4054
2019,17019,17,019,52405,6055493600,81764,8246,3352,4821,4775,3359,3547,3445,3771,2652,6537,8035,8453,6149,4705,5025,4892,29969,0.4845
2019,17031,17,031,69429,200120524900,1985613,138823,79650,71315,85922,79282,83558,72473,74605,62253,130662,180372,239438,187106,133931,158227,207996,40042,0.5074
2019,17037,17,037,64131,3128386300,39330,3502,663,2156,1717,1988,1303,1237,1142,1403,3326,3871,5276,3866,2719,3046,2115,30761,0.4383
2019,17043,17,043,96403,43390448800,342195,8742,6155,6386,10964,8657,9979,9394,12316,9219,21604,30291,43710,41770,29943,40266,52799,48030,0.4483
2019,17089,17,089,84368,19647780800,182223,6087,4343,5436,5077,6272,5203,6673,8195,4587,12257,17630,25726,24207,14722,15297,20511,37919,0.4399
2019,17091,17,091,60923,2915925300,39583,2426,1232,1892,1559,1521,1638,1908,2703,1989,2729,3320,6116,4119,3190,2168,1073,28332,0.3997
2019,17093,17,093,104858,4716894700,41364,413,109,1714,272,1232,547,347,1430,801,2475,4331,5332,5738,6642,6174,3807,37600,0.3288
2019,17097,17,097,92511,32084538500,247661,9191,6215,6544,6682,6024,6997,6900,11234,6754,14576,20781,30745,25578,19722,27123,42595,46987,0.4773
2019,17099,17,099,59130,3246387300,45411,2898,1651,2264,2151,2077,2346,2555,2212,1450,3439,5487,6486,3892,2828,2366,1309,31101,0.4215
2019,17111,17,111,88879,12191313700,112669,2474,2188,3053,2664,2807,2873,3487,4044,4153,7422,11870,17065,13708,8836,13695,12330,40012,0.3961
2019,17113,17,113,68784,5745970100,65118,7563,1607,2231,2285,2025,1909,2993,1964,1697,4386,6492,8574,6811,4881,4821,4879,33809,0.4780
2019,17115,17,115,50839,2975634100,42741,4995,1741,1612,1816,2020,2569,2204,1884,2200,3291,4196,5645,3532,1922,1254,1860,29772,0.4834
2019,17119,17,119,67440,9417287200,108104,5352,3682,4158,5311,6160,4045,3239,4408,4473,8068,10578,15288,9682,9315,6989,7356,36072,0.4452
2019,17143,17,143,57247,6062086700,73666,5898,3243,3349,4100,3463,2963,2887,3719,3152,5557,7008,9227,5935,3932,4412,4821,34405,0.4975
2019,17161,17,161,58313,4264015000,60618,4201,3853,2322,2690,2526,2549,2767,2653,2746,4367,6962,8320,6453,3862,2644,1703,30034,0.4196
2019,17163,17,163,57169,8279766700,106156,8006,3303,5949,4793,4249,6179,5653,4898,4474,6378,10578,14573,7901,5733,8095,5394,32430,0.4625
2019,17167,17,167,61280,6737879300,83263,4803,3459,2787,3977,4317,3834,2943,3885,4061,6593,8200,10828,8609,5524,5251,4192,35490,0.4489
2019,17179,17,179,65848,4180348500,53127,1761,1823,1882,2978,2574,2371,2064,2460,1935,4479,6555,7369,5757,3616,3145,2358,32496,0.4000
2019,17183,17,183,43111,1836050000,31154,2136,1170,2102,2324,2215,2197,2650,1095,1823,2271,3120,3360,2749,624,527,791,25592,0.4424
2019,17197,17,197,90134,24955705000,230136,6515,5133,5987,7925,4695,6418,7692,6878,7277,14662,19653,34591,29237,21485,26318,25670,37678,0.4044
2019,17199,17,199,58097,2093697500,27650,1250,1411,1404,1431,1057,1444,1175,1419,1512,2258,2477,3743,3519,1127,939,1484,32711,0.4388
2019,17201,17,201,59455,8493222800,114833,7804,5365,5950,5337,5289,5635,4615,4509,4868,8303,12957,14789,10489,7977,6916,4030,30052,0.4385
2019,18003,18,003,56519,11203413700,146280,7212,5467,5849,6233,7415,8463,6160,9075,8303,12491,16615,18756,12203,8607,7458,5973,30287,0.4437
2019,18005,18,005,72555,2653382500,30383,1089,913,1453,1612,920,1104,1566,1158,775,2384,2989,5662,2526,2214,1803,2215,33731,0.4289
2019,18011,18,011,70813,3379851500,26803,1399,1394,732,594,421,1332,605,724,1414,2294,2787,3554,2070,1410,1937,4136,49905,0.5494
2019,18019,18,019,59064,3230698300,43704,1810,1173,1442,2390,3227,2941,1585,2105,2289,3152,5775,6512,3260,2822,2296,925,27933,0.4190
2019,18035,18,035,45065,2806061300,45640,3938,3016,3009,2403,3287,2784,1721,2627,1951,3148,5152,5114,3584,1624,1193,1089,25737,0.4669
2019,18039,18,039,54531,4964626600,68553,4975,2673,4317,2754,2504,4252,2958,3555,3213,6790,6416,8326,7114,3166,2809,2731,26745,0.4549
2019,18043,18,043,63219,2320781200,28544,1449,1338,1084,1211,1185,1081,1027,1488,1087,2610,3371,3896,2229,1868,2282,1338,31598,0.4337
2019,18053,18,053,47206,1648066000,27127,1743,1497,1834,1509,1325,1513,1816,1617,1585,2366,2680,3005,2549,714,854,520,25143,0.4264
2019,18057,18,057,105062,17398750900,125328,3451,1987,2186,1928,2575,2847,2849,3016,4278,9174,9963,15254,14528,11518,16868,22906,51572,0.4440
2019,18059,18,059,69392,2605957000,28985,1129,453,920,1222,922,749,1049,1931,1171,2665,2841,3829,3626,2154,2410,1914,34953,0.4048
2019,18063,18,063,85381,6605869200,61105,1293,1062,1074,1357,1668,2398,1876,1455,2654,5261,5744,10110,6663,7320,6671,4499,40113,0.4113
2019,18067,18,067,53440,2200774300,34151,1920,1027,1867,2311,1393,1620,2093,2024,1217,3715,3711,4316,3941,596,1725,675,27393,0.3876
2019,18081,18,081,73651,5467958000,57160,1543,1132,1446,1999,1484,2716,1949,2932,2038,4777,7056,7338,8448,3532,5205,3565,36498,0.4159
2019,18085,18,085,64099,2415241100,30991,1418,1182,1210,1453,1378,1383,1568,1281,1130,2394,3773,4805,3624,1532,1863,997,31248,0.4225
2019,18089,18,089,57081,14672949900,190135,14359,7891,7951,8225,9964,10219,7340,9661,6700,16278,20636,20657,19029,11679,11463,8083,30591,0.4628
2019,18091,18,091,56019,3156744100,43100,1753,2080,2081,2271,2558,3047,1318,1657,1850,4108,4499,4631,4113,3454,2205,1475,28484,0.4274
2019,18095,18,095,55142,3349250500,51164,3046,2139,2993,2897,2385,1944,2593,2459,2712,4852,6824,6755,4554,2496,1470,1045,26665,0.4055
2019,18097,18,097,50458,26958210200,379451,32142,16908,19071,21244,19215,20530,24663,18488,15304,33585,35090,45146,28564,16083,18203,15215,29594,0.4862
2019,18105,18,105,52453,3970823100,54053,5183,2849,2144,4159,2230,1944,1838,2637,2017,4597,4582,6714,5017,2355,2765,3022,28387,0.4811
2019,18109,18,109,62862,2269344100,25863,1348,789,817,613,1205,1183,1393,865,775,2855,3298,3016,2267,2266,1220,1953,33814,0.4478
2019,18127,18,127,72483,6055003200,65305,2800,913,1767,2829,2541,2984,1724,2754,3173,3438,8397,9508,9067,4446,4642,4322,36582,0.4238
2019,18141,18,141,53456,7788867200,105250,8563,5080,4645,5570,5480,4915,5030,5682,3590,10076,10598,12159,9056,6025,4854,3927,29020,0.4798
2019,18157,18,157,49352,5186490200,73916,6649,2838,3547,6150,3753,3352,3230,4168,3802,5424,7404,7839,6618,3397,2735,3010,27515,0.4847
2019,18163,18,163,51350,5478549400,75522,4555,3396,4916,3778,4323,4129,3698,3362,4138,7170,7861,9797,5622,2939,2780,3058,30543,0.4787
2019,18167,18,167,48013,2784218300,42193,4093,2695,2808,3019,1846,1789,1884,2114,1548,3186,4584,5034,2826,1714,1444,1609,26811,0.4919
2019,18177,18,177,47944,1686058500,27561,1357,1669,1224,2464,1360,1341,1695,1588,1594,2316,3568,3133,1952,970,789,541,26003,0.4148
2019,19013,19,013,60506,4321107100,51869,3474,1786,1665,2213,2313,2287,2232,2760,2543,4455,6253,6850,4745,2557,2678,3058,33661,0.4700
2019,19049,19,049,94885,4411590200,36878,395,815,1111,736,275,1084,766,1408,923,3082,3352,5741,4320,4248,3783,4839,46135,0.4085
2019,19061,19,061,62178,3079597600,38345,2299,1708,1233,1727,1356,1669,1599,1970,1484,3353,4172,5595,3769,2630,1764,2017,33294,0.4407
