year,fips,state_fips,county_fips,median_household_income,aggregate_household_income,hh_income_universe,hh_income_under_10k,hh_income_10k_to_15k,hh_income_15k_to_20k,hh_income_20k_to_25k,hh_income_25k_to_30k,hh_income_30k_to_35k,hh_income_35k_to_40k,hh_income_40k_to_45k,hh_income_45k_to_50k,hh_income_50k_to_60k,hh_income_60k_to_75k,hh_income_75k_to_100k,hh_income_100k_to_125k,hh_income_125k_to_150k,hh_income_150k_to_200k,hh_income_200k_plus,per_capita_income,gini_index
2015,30029,30,029,46899,2546898900,37307,2240,2412,2137,3136,1811,2563,2218,1161,1628,2913,4337,4452,1893,1291,1153,1962,28307,0.4910
2015,30031,30,031,57535,3223029500,40692,2678,1366,1266,2337,1561,1798,3056,1827,1618,4089,3908,4827,4012,1957,2140,2252,32635,0.4626
2015,30049,30,049,58796,1898743300,27312,1763,893,929,808,1502,1577,1548,1786,984,1958,3399,4145,3057,1324,1039,600,28794,0.3944
2015,01003,01,003,52003,5305093900,72269,3787,4331,3475,4431,3288,4869,3895,2594,3361,8187,6156,8219,4869,3718,3065,4024,28497,0.4722
2015,01015,01,015,42346,2363618800,44323,3537,3162,3579,3085,2664,2614,1840,2931,1249,4244,4423,5048,2926,1736,1111,174,21169,0.4219
2015,01043,01,043,37862,1510117400,30798,3413,1971,2901,1607,2194,1504,2932,1952,928,1976,3043,3214,1383,461,775,544,19604,0.4438
2015,01049,01,049,36559,1271693600,26247,3245,1827,2266,1855,1519,1867,1438,1390,1179,2209,2655,2916,870,272,272,467,18963,0.4639
2015,01051,01,051,52502,2144596500,29615,2110,1139,1254,1814,1860,2237,995,1448,1236,2131,2848,3560,3561,961,1629,832,25571,0.4620
2015,01055,01,055,43346,2081950900,39332,2527,2361,4000,2740,2689,2070,1989,2129,1890,3984,3610,5147,2486,653,670,387,21407,0.4125
2015,01069,01,069,43553,2416036900,38870,3338,2622,2663,2309,2222,2419,2342,2107,2141,3076,3859,3577,2501,1100,1168,1426,24710,0.4854
2015,01073,01,073,48492,18215678000,264781,24993,16463,15472,16940,12899,13806,12878,13215,8454,21345,24739,29741,19468,10666,11644,12058,28374,0.4950
2015,01077,01,077,42577,2311228400,38762,2517,3956,2371,2535,2361,2539,1416,2847,1460,3389,4076,3470,1764,1340,1610,1111,25528,0.4737
2015,01081,01,081,46589,3631050900,58191,7752,3614,3972,3173,1863,2734,2346,2819,2359,3972,6191,6743,3608,2328,2886,1831,24097,0.4927
2015,01083,01,083,55009,2299436700,31590,2163,2000,2055,1711,1368,1013,1296,1273,1385,2382,3300,3396,3356,1370,2029,1493,26648,0.4502
2015,01089,01,089,58636,11218420000,140959,8794,7472,6364,8016,7345,6249,7455,5104,4797,10201,13758,16617,12534,8184,10677,7392,32247,0.4711
2015,01095,01,095,40525,2036207700,33972,2166,2358,3305,2202,1990,2081,2681,1618,1818,2708,3292,2956,1764,1036,850,1147,22598,0.4820
2015,01097,01,097,42699,9141245900,152938,15430,9869,11399,10117,8959,7321,8367,7107,5119,13249,16096,14795,11514,4899,4724,3973,23266,0.4789
2015,01101,01,101,42477,5601217400,90103,8970,5611,6966,5974,4353,5783,4949,4974,3043,6407,8914,8914,5442,2796,3359,3648,25493,0.4938
2015,01103,01,103,47229,2937326300,46990,3850,2250,3116,1997,3809,2817,2012,1714,2987,4331,5450,5609,2789,1241,1700,1318,25517,0.4573
2015,01115,01,115,54484,2054104000,31856,1503,2062,1172,1913,1875,1919,1768,1075,893,3172,4451,4634,2486,1672,937,324,24417,0.4079
2015,01117,01,117,70192,7090219000,76798,3363,2680,2856,1912,3209,2594,2816,2952,2548,6927,8893,10868,8435,6061,4911,5773,34875,0.4424
2015,01121,01,121,34451,1589147200,31379,3614,2431,2235,3033,2238,2282,1717,1325,1223,1885,2861,2980,1550,877,792,336,20489,0.4726
2015,01125,01,125,49067,4672456500,71195,6871,4072,3620,4673,3817,3581,3108,3073,3190,6894,5534,8268,6336,2998,2634,2526,24667,0.4686
2015,01127,01,127,35056,1226816700,24452,2959,2112,1656,1609,2109,1763,1086,572,1283,1722,2071,2654,1410,806,353,287,19863,0.4582
2015,02020,02,020,78662,11111485900,104936,3503,2839,2405,3012,4364,3497,4289,4830,2954,6953,10761,14388,13552,8237,10192,9160,39389,0.4525
2015,02090,02,090,72975,3152202100,35475,1046,1447,1255,569,1181,1002,922,2183,1577,3047,4043,6081,3389,2502,3080,2151,33553,0.3956
2015,02170,02,170,76427,2615592000,30665,1327,810,1630,643,982,1358,1259,1173,1161,1712,3064,5294,3838,2532,2496,1386,28886,0.3862
2015,04001,04,001,29417,804154500,19855,4350,1502,1548,1237,1446,1021,1105,972,978,1335,1173,1723,1039,181,97,148,12757,0.5056
2015,04003,04,003,43291,2917211600,50202,4365,3424,3686,3339,3308,2288,2942,2162,1853,3467,5655,5423,3219,1823,1987,1261,24140,0.4506
2015,04005,04,005,53152,3381882100,45911,4418,2266,2836,1864,1733,1818,2115,1723,2253,4124,4034,6497,3520,2582,2038,2090,25412,0.4830
2015,04013,04,013,56004,114634401800,1480327,100306,62019,65609,76266,70437,76839,70603,73698,64701,121673,154686,182385,128457,73179,80379,79090,28893,0.4716
2015,04015,04,015,40908,4552489000,83801,5446,5097,5214,7759,5664,5984,5985,4094,3843,7571,9142,7431,5499,2084,1706,1282,22926,0.4286
2015,04017,04,017,37833,1670876300,33772,4864,2410,2778,2297,1967,1624,1297,1192,1995,2785,3716,3001,1347,1164,957,378,16826,0.4682
2015,04019,04,019,47099,25586326200,395992,32795,21690,25003,24424,22164,23082,19526,20294,18551,32827,40512,47804,25385,14946,14306,12683,26164,0.4707
2015,04021,04,021,50770,7862889300,128395,12299,4715,7061,6404,6840,5903,6412,6612,6861,11699,16068,16392,9679,4518,4249,2683,21032,0.4276
2015,04025,04,025,48105,5793643100,94920,5842,5193,4767,6533,6342,6062,4502,4441,5128,9690,10869,12327,5533,3049,2537,2105,26650,0.4294
2015,04027,04,027,40539,3776438600,71751,5826,5628,4855,3896,6448,5157,3548,4367,3485,6016,7589,6273,4180,1347,1740,1396,19274,0.4379
2015,05007,05,007,58770,7425661700,91670,3521,4368,3685,4399,4557,4494,4931,4345,5001,7132,12286,9771,7612,4766,4412,6390,30237,0.4622
2015,05031,05,031,40085,2276933800,39826,3169,2742,3249,2939,3498,2585,1691,1854,1538,2227,4131,4941,1674,1218,1542,828,22948,0.4681
2015,05045,05,045,50596,2961712700,44011,3395,2348,3178,2587,2739,1756,1841,1933,1994,3416,4007,4929,4250,2312,1780,1546,25217,0.4606
2015,05051,05,051,37013,2363042800,40134,3686,3657,3077,2879,2529,2678,3659,1494,1686,2969,3608,3537,2095,1003,559,1018,24910,0.5256
2015,05069,05,069,35381,1279456900,26512,4032,2374,1348,1957,1376,2078,1247,1817,804,2127,2381,2139,1187,995,316,334,19283,0.4805
2015,05085,05,085,56893,1721007500,26422,1625,1282,1349,1061,1086,1369,1056,1100,958,2952,2985,4266,2615,1890,551,277,24388,0.3799
2015,05119,05,119,46070,10913430100,157401,15730,8515,7809,12606,8878,8119,7744,7511,7668,13006,13219,16159,10208,5622,6429,8178,28874,0.5146
2015,05125,05,125,55051,2916600300,43877,2020,2178,1365,3011,1685,1874,3138,2863,2125,3704,5426,5591,4620,1710,1220,1347,25823,0.3935
2015,05131,05,131,40448,2855646400,50203,4851,4931,3107,3891,3440,2689,1877,2523,1868,3996,5341,5723,2604,1371,610,1381,22840,0.4972
2015,05143,05,143,46160,5344789400,82905,7527,3317,3804,5423,5448,5110,4675,4739,4762,7850,7960,8680,5094,2408,2842,3266,24710,0.4755
2015,05145,05,145,38986,1576401000,28895,3485,2261,2386,1239,1993,1782,1473,1065,1001,2365,2517,3930,1282,856,417,843,22233,0.4775
2015,06001,06,001,81717,62391786900,571828,25552,23936,18007,22217,17185,18592,17566,19651,18245,34322,48959,68207,58900,42596,61629,76264,39413,0.4630
2015,06007,06,007,45644,5256068600,85289,7561,6550,5673,4804,3826,4521,4522,4409,5336,6588,6784,8826,6024,3997,3334,2534,23867,0.4666
2015,06013,06,013,83104,45113043700,391996,16838,12718,11044,13855,12975,11947,11911,11793,12590,24972,34276,50846,40996,29828,40319,55088,40955,0.4709
2015,06017,06,017,79019,6776972100,67544,2812,2137,2803,3135,2036,2775,2442,1267,1872,3984,7201,9067,7536,5128,6257,7092,38082,0.4450
2015,06019,06,019,46949,19687188900,304209,21765,21120,22136,19323,19212,16016,12922,14369,11260,24849,30535,32265,21446,14234,12248,10509,21079,0.4711
2015,06023,06,023,40484,3112644300,53553,5308,3289,2897,4007,3722,3466,3666,3378,3044,3214,4843,4860,2726,2339,1155,1639,24232,0.4833
2015,06025,06,025,40852,2525673100,45158,4110,5585,2632,3108,2251,2823,1727,1852,1970,2709,3956,3979,4265,1701,1618,872,15757,0.4621
2015,06029,06,029,51342,18170305300,263273,17527,13985,15486,19204,15190,13118,10553,11561,11067,21414,25873,30738,22283,10514,15534,9226,21775,0.4609
2015,06031,06,031,45746,2861761100,42692,2751,2979,2186,2523,2266,3216,2509,2671,1301,2428,3761,6223,3289,1774,1478,1337,20377,0.4678
2015,06033,06,033,37294,1328361300,26335,2652,1967,1291,2681,1692,2334,1048,1420,1431,1976,1902,3249,871,681,682,458,21486,0.4417
2015,06037,06,037,59134,283719988400,3293095,208889,172789,156871,166849,141312,163805,143300,148479,126490,231713,310227,384833,289569,179629,213498,254842,29403,0.4992
2015,06039,06,039,47150,2971001400,45224,3097,2953,1729,2879,2674,2128,2336,3168,2677,4510,3928,3906,3811,2329,1657,1442,20890,0.4552
2015,06041,06,041,100662,16676968600,105887,3721,3316,2376,3218,2637,4061,3047,2104,3594,6020,6482,11830,11044,7962,10996,23479,65742,0.5315
2015,06045,06,045,41896,2057003700,35264,3333,2769,1658,3307,1343,2743,1873,1556,1159,2380,3798,4415,1926,1507,912,585,24247,0.4715
2015,06047,06,047,41997,4683647000,79098,6553,6904,5153,4698,4719,4490,5490,3848,3643,5947,7659,7834,4761,2129,2712,2558,18659,0.4763
2015,06053,06,053,60494,10925124100,126904,6191,4636,3871,5365,6090,6144,4919,6729,7323,11609,13159,16794,10543,8145,7880,7506,26495,0.4704
2015,06055,06,055,75513,5535832900,49619,2255,1534,1473,2134,2073,1569,1715,2052,1693,2945,5175,6529,4327,3425,4879,5841,41002,0.5005
2015,06057,06,057,54177,2974716500,41381,2891,2681,2192,1894,2168,1938,1692,2001,2006,2374,3680,6024,3236,2381,2661,1562,31077,0.4494
2015,06059,06,059,78428,108536870100,1022542,49261,35995,33063,39115,34476,34741,33732,35957,36160,64921,90245,136763,101855,74337,96230,125691,35651,0.4703
2015,06061,06,061,75708,13419161900,137500,5253,5659,5297,4780,4699,4583,4970,4327,4259,10012,14222,16651,16031,11239,14165,11353,37090,0.4410
2015,06065,06,065,58292,54920350800,714728,37832,33222,32985,36312,35781,37300,33243,32305,30570,54722,74887,96569,63248,38552,41977,35223,24739,0.4492
2015,06067,06,067,58942,40642843800,530497,34952,28658,24226,29663,24545,23888,20159,22313,19693,40128,54789,68396,49584,29449,33540,26514,28115,0.4558
2015,06071,06,071,53803,43728624800,628798,38942,36437,32311,37579,33334,33550,25039,27466,24510,51759,67938,81913,55532,28286,32918,21284,21619,0.4445
2015,06073,06,073,67320,100364477400,1113610,54687,46982,46150,46541,41629,45674,43361,47271,39448,86053,108213,150433,111623,74233,80394,90918,32227,0.4589
2015,06075,06,075,92094,47881036900,356916,22771,20941,10838,11062,9798,9708,8571,9440,8134,14673,26365,35350,33499,24708,38266,72792,57917,0.5208
2015,06077,06,077,53705,16004776400,223062,11909,13263,12439,12833,12319,11918,9760,10040,9352,17690,22182,27738,20255,10981,12142,8241,23046,0.4520
2015,06079,06,079,62648,9017926000,104760,5806,4270,4348,5985,4194,3758,4515,3517,4238,8682,10459,14168,10258,6430,7006,7126,33301,0.4658
2015,06081,06,081,101272,37812699100,263280,8794,5200,6672,7359,6243,8371,7101,7239,7449,13631,20321,30467,27051,21722,33091,52569,50433,0.4859
2015,06083,06,083,63625,13337353700,144261,6653,5682,6672,5566,7474,6600,5762,6679,6010,9921,13335,17337,14518,9923,9622,12507,31311,0.4811
2015,06085,06,085,102340,87077901900,633786,22913,18165,14834,17744,16056,18558,15773,16543,17014,34212,42832,68683,63932,48626,84624,133277,46631,0.4629
2015,06087,06,087,65139,8505250200,93317,6071,3543,4291,4421,3851,4244,4076,2837,2739,7532,9364,10681,8918,4873,7052,8824,32374,0.4833
2015,06089,06,089,46693,4365842200,69799,5539,4405,4371,4992,3000,3864,3862,4031,2210,5931,7480,7411,4903,2475,3254,2071,25323,0.4584
2015,06095,06,095,67443,12280813100,145502,6191,5728,5906,6189,5970,5802,6684,6979,5166,9837,14829,21223,15065,10535,11292,8106,29672,0.4250
2015,06097,06,097,66674,17809229100,190662,7175,7437,8169,6868,6718,6768,9661,7821,6701,17324,21261,25303,17839,12916,13425,15276,36254,0.4657
2015,06099,06,099,52363,11993069100,171960,8478,11009,8545,10253,9468,9284,7042,8200,8422,14691,18209,23423,13836,7279,7546,6275,23066,0.4485
2015,06101,06,101,52277,2218418900,32901,1824,1950,2269,2120,2256,1780,1391,1146,1067,2643,3215,4228,3049,1808,1362,793,23602,0.4501
2015,06107,06,107,42413,8305978100,134801,9404,10147,10887,10066,6936,8854,7706,5707,5332,10377,13230,12182,9974,5538,4814,3647,18625,0.4772
2015,06111,06,111,80032,28035900000,269566,8576,9212,7837,8729,7943,10369,10158,9297,9482,18790,25760,36696,30770,20523,26418,29006,34226,0.4404
2015,06113,06,113,58966,6047447600,73754,5051,4769,4579,2708,3053,2990,2629,2548,2977,5952,6715,8754,4950,5075,5401,5603,29865,0.4815
2015,06115,06,115,50451,1653860700,25361,1127,1822,2086,1416,1413,962,1779,971,914,2152,2615,2991,1651,1427,1183,852,22925,0.4363
2015,08001,08,001,63493,12472180600,159313,5850,6381,6546,6799,5659,6734,8007,8732,6437,13256,19445,22086,16034,10479,10182,6686,26587,0.4079
2015,08005,08,005,67002,21925791900,233937,11647,5346,6870,8547,8521,11926,8120,11005,9358,21235,26766,31554,25167,13324,16494,18057,36236,0.4633
2015,08013,08,013,72009,12862986600,124615,6889,3821,4019,3980,4773,4707,6681,4432,6091,8699,9958,14760,12810,7153,11277,14565,41012,0.4857
2015,08014,08,014,84921,2794601300,25557,383,533,405,679,543,561,745,1292,1362,2070,2413,4420,2669,2547,2456,2479,42437,0.4167
2015,08031,08,031,58003,24269218500,287074,21394,13022,10724,13962,12341,12846,13141,12781,12079,23577,26640,35238,26103,17191,15154,20881,36792,0.4927
2015,08035,08,035,107650,15803221400,118613,2145,1350,1342,2551,2194,1810,1776,2948,2845,5888,10594,17731,15916,14353,17814,17356,47960,0.3975
2015,08041,08,041,60109,19601692100,252169,12492,9340,8791,14742,11932,13916,10710,11679,10767,21422,27493,31971,26521,14555,13772,12066,29618,0.4331
2015,08059,08,059,71136,21401049800,226920,8769,5655,8614,7385,6604,8931,10300,10843,10274,17263,24294,31417,25588,13934,19835,17214,38802,0.4422
2015,08069,08,069,64919,10824312200,129210,6309,4473,5066,6963,5358,5001,7071,5288,4691,9211,13939,19404,12741,7779,8283,7633,32861,0.4469
2015,08077,08,077,51465,3972017600,59066,3339,4004,2428,3868,2594,3620,3198,2623,2586,5304,7421,6896,4559,2403,2110,2113,27270,0.4448
2015,08101,08,101,40050,3552576200,61876,6998,3425,5328,2958,3152,4027,5012,2974,2295,3867,5642,6827,4639,1989,1571,1172,22590,0.4748
2015,08123,08,123,70256,7782201900,97822,4801,3986,2660,4350,4053,3888,3888,4409,3437,6452,11527,17235,9744,6462,6488,4442,28322,0.3993
2015,09001,09,001,86414,45839580700,333528,17468,10339,11273,12729,10424,9484,9890,12298,11273,17317,25211,39771,31643,23350,30090,60968,50104,0.5404
2015,09003,09,003,69622,31762822400,343884,21387,12520,15541,14027,13727,13532,13860,13838,12418,20798,32206,45898,32501,22836,27597,31198,36610,0.4684
2015,09005,09,005,70667,7099172600,73360,2759,2680,3145,2929,3010,2643,2206,3050,2885,5891,7791,9082,8349,5059,6406,5475,39823,0.4678
2015,09007,09,007,83530,6600299600,65375,2439,2359,2060,2019,1664,1823,2294,2349,2885,4219,6060,8712,8523,5719,6589,5661,41165,0.4271
2015,09009,09,009,61760,26937200300,323270,22123,15975,13632,14299,12460,13705,12470,11532,15315,24699,31655,37118,31776,20389,23339,22783,33148,0.4617
2015,09011,09,011,65764,8937757900,105376,5655,4204,4500,5022,3844,4644,4005,3538,4614,8221,10903,13470,11350,6596,8752,6058,34769,0.4446
2015,09013,09,013,82168,5660397200,55354,2206,2470,1635,1712,1672,1300,1934,1554,2527,3742,4597,7674,6470,5311,5144,5406,38205,0.4376
2015,09015,09,015,62905,3342889800,43556,2054,1594,1930,1645,1657,1472,1346,1730,2321,4065,5709,5653,5883,2475,2847,1175,30017,0.3897
2015,10001,10,001,56778,4444299800,62477,3227,2845,3264,3559,2951,3911,3499,2393,2061,5611,7344,9131,5453,2452,2521,2255,26387,0.4375
2015,10003,10,003,66256,17650967500,202813,11127,6671,7341,9531,8770,8686,8709,8000,6836,16161,20188,30844,19448,12517,15374,12610,33135,0.4543
2015,10005,10,005,55065,6507370600,87305,4792,2256,4130,5038,3160,4798,5679,4936,4482,7646,9376,12511,7044,3827,4298,3332,31134,0.4460
2015,11001,11,001,75628,32292905700,281787,24290,12308,10691,9907,10814,9265,7393,8972,9720,15656,20760,31240,25997,18986,24445,41343,50187,0.5354
2015,12001,12,001,47895,6598282500,96427,11673,4044,6608,5662,5630,5189,3612,3441,3962,6038,8217,11737,5503,5537,5344,4230,26581,0.5026
2015,12005,12,005,48259,4381697200,69337,6258,3687,3030,4464,3785,3460,3496,3727,3981,5174,6719,9214,6368,2518,1557,1899,25843,0.4446
2015,12009,12,009,50416,15275891300,225682,12663,10286,11545,15552,11196,12707,12415,12155,13439,18521,27273,26806,16171,8894,9022,7037,28384,0.4471
2015,12011,12,011,53926,51119117400,673870,41381,32877,35975,37722,36090,32803,34393,29296,30312,60431,67763,77659,58176,28281,34630,36081,28775,0.4788
2015,12015,12,015,45492,4517787200,72671,3997,4483,5150,5308,3549,6041,4110,3184,4356,6226,7584,7937,4917,2227,1392,2210,28101,0.4610
2015,12017,12,017,40294,3292418100,60541,4054,4891,5553,4799,3697,3770,3303,4335,2743,4856,5639,5923,3624,1182,917,1255,24645,0.4638
2015,12019,12,019,58676,5073779800,71733,4008,2477,3645,3786,3136,2509,2229,3742,3197,8136,9216,9979,6543,4016,3195,1919,25820,0.4058
2015,12021,12,021,62126,13737903400,134906,5297,4123,5773,6899,5601,6010,6403,6291,6147,11836,14362,17421,10536,7321,8037,12849,40138,0.5259
2015,12023,12,023,47808,1452614400,24238,1779,1145,1586,1704,1570,1734,973,1029,1019,1938,2793,3064,2146,795,557,406,22352,0.4290
2015,12031,12,031,49554,23723212500,343467,29550,15850,16213,15994,20187,19994,20229,18235,16764,27929,35008,43727,22855,13805,12748,14379,27630,0.4765
2015,12033,12,033,46001,7040614100,116814,6048,5190,6695,7252,8232,7978,7732,7842,6827,11086,11248,12796,8568,3264,3987,2069,24707,0.4206
2015,12035,12,035,48864,2436007200,39281,2108,1735,2174,2848,2537,2770,1629,1957,2172,4429,5092,4108,2218,1766,1033,705,25264,0.4312
2015,12053,12,053,43590,3923903600,70713,4601,3569,4982,5817,5137,3267,5101,4062,4422,6870,6356,7366,3870,2461,1800,1032,23386,0.4243
2015,12055,12,055,34242,2186127100,41116,4304,2094,3983,3480,3891,3486,2215,2665,1845,3594,2981,3064,1108,776,1099,531,23991,0.5118
2015,12057,12,057,51725,36117890600,503154,38632,24065,26500,29998,24338,27787,23687,25915,19732,39288,53269,61200,39861,20630,23011,25241,28050,0.4737
2015,12061,12,061,49379,4406501800,55494,3273,2789,2553,2774,3203,2895,4457,2784,3546,5118,5525,6146,3370,2088,1783,3190,32694,0.5246
2015,12069,12,069,50305,7781433300,126519,6647,6462,7407,6580,6701,9020,8223,7012,4739,12429,14420,16315,9769,3997,3921,2877,24515,0.4086
2015,12071,12,071,50651,18475393800,263694,18996,12787,12499,15764,16858,13804,14361,12679,11751,22848,29649,32016,18247,10653,10599,10183,28494,0.4776
2015,12073,12,073,46002,7121804600,109209,11609,6009,5727,6706,4996,6220,6263,5823,5505,8367,9857,11663,6769,5503,3936,4256,26004,0.4889
2015,12081,12,081,50835,9272810400,134690,7775,7062,7448,7486,7784,9186,7957,6121,5199,11205,14636,16145,10198,5241,6169,5078,27436,0.4585
2015,12083,12,083,40050,6552274500,125227,11045,7690,8231,10846,9127,7031,8565,6483,4578,14380,13913,9885,6117,3139,2217,1980,21487,0.4422
2015,12085,12,085,51622,5185393600,65101,3811,3201,3629,3908,3146,3481,3767,4856,1676,4953,6829,5989,5579,3368,2808,4100,34758,0.5060
2015,12086,12,086,43786,59833727500,857712,90526,56056,59655,57225,49764,44865,39541,38570,37308,64488,73045,85309,55658,30616,32110,42976,24660,0.5402
2015,12087,12,087,61020,2829650300,31391,2441,1508,907,640,2174,1509,1266,1364,1314,2256,2760,4524,2711,1473,1988,2556,39144,0.5050
2015,12089,12,089,52005,2204343600,29674,1296,1669,1120,1673,1410,2772,1159,1857,954,2548,2940,3946,2433,1285,1376,1236,28916,0.4645
2015,12091,12,091,55659,5443763400,76721,3868,2197,4636,4226,3566,4224,3436,4208,3247,7979,8738,10666,6596,3308,3031,2795,28796,0.4268
2015,12095,12,095,50720,33054271400,457736,30287,22242,22488,30327,25082,30844,21159,20962,22095,36539,53430,50107,32159,17568,20627,21820,26879,0.4841
2015,12097,12,097,45244,5881271900,98301,6651,5318,6236,6555,6005,5333,6616,6155,5033,8058,12261,9656,6633,3554,2474,1763,19950,0.4469
2015,12099,12,099,56664,47515965200,545780,36064,23639,28408,29458,26897,29510,22571,25792,21585,40301,52516,63054,44324,29219,32352,40090,35447,0.5172
2015,12101,12,101,46133,11981646200,192628,13097,10195,12916,11859,12038,11255,11746,10366,9263,15956,19659,22098,12292,8278,6700,4910,25399,0.4490
2015,12103,12,103,47618,27605427500,400209,30531,24335,22970,26077,24566,23754,19462,19202,17657,30894,37875,44501,28177,15600,16487,18121,31222,0.4937
2015,12105,12,105,44061,13131418200,227122,14906,12179,14784,16390,14416,14148,14277,14414,11095,21617,23657,22906,14213,7352,6583,4185,21494,0.4325
2015,12107,12,107,31483,1232009100,28165,4099,3156,2397,2236,1240,2314,1802,788,790,2499,2629,2295,948,369,309,294,18041,0.4787
2015,12109,12,109,70379,8565524600,83247,4942,3031,3351,2969,2226,3635,2976,3568,3597,5248,7953,9954,8076,4296,8656,8769,39745,0.4949
2015,12111,12,111,45905,6443762300,108811,9615,6162,5769,8909,4665,5571,7546,5364,4287,11268,10737,14702,6283,2081,3267,2585,23395,0.4492
2015,12113,12,113,59682,4606688800,60861,3045,2017,2735,3471,1749,2753,3047,2099,2622,7076,6487,9569,6170,2302,3315,2404,28243,0.4218
2015,12115,12,115,56286,14203362300,177807,7589,7321,8419,9441,9333,10151,8389,8714,8620,15424,19943,22221,13884,9167,9227,9964,36620,0.4716
2015,12117,12,117,57074,12700647400,162739,9499,6461,8891,7331,7935,8140,8860,7795,5762,12761,17246,22813,11301,8199,10444,9301,30269,0.4629
2015,12119,12,119,51335,3536074500,51170,3729,1964,931,2029,3084,2692,4812,2736,2977,4786,4672,6449,4819,1655,2284,1551,33635,0.4335
2015,12127,12,127,42175,12379269500,209657,14161,13671,14319,14915,14306,14980,13714,10665,10150,17035,21891,20477,12462,6429,5676,4806,25212,0.4673
2015,13013,13,013,53156,1724293900,24100,1181,1215,1305,1423,995,1552,1113,1534,866,2530,3168,2950,2089,443,1133,603,24214,0.4671
2015,13015,13,015,50572,2384572400,37016,1552,1767,1931,3100,2267,1866,1606,2480,1670,3349,4530,4646,3384,1628,793,447,23571,0.4221
2015,13021,13,021,38605,3379970100,59795,8484,4638,4288,3319,3664,3249,3045,2668,2663,4297,5469,4868,4024,1394,2150,1575,22974,0.5105
2015,13031,13,031,33477,1359923600,26495,3992,2443,1673,1744,2189,1728,1090,1166,725,1636,1682,2508,1555,997,715,652,19078,0.5049
2015,13045,13,045,43410,2470616700,41251,4999,1425,2168,2679,2501,3634,1313,2360,2656,2880,3988,4567,2924,1553,883,721,22007,0.4816
2015,13047,13,047,51012,1567728300,24900,1283,1511,1825,1047,1317,1152,1408,588,1335,4137,1875,2921,1350,1782,757,612,24923,0.4091
2015,13051,13,051,49252,7188347300,108249,8010,4981,5898,7591,7257,5521,6283,4343,4905,8936,11512,11942,8111,4144,4914,3901,26300,0.4637
2015,13057,13,057,74104,7222467500,82664,3825,2597,3108,3836,2013,3696,2811,2933,2334,5091,9643,12617,10218,5836,7527,4579,31627,0.4055
2015,13059,13,059,31284,2330898900,46556,8873,4120,4110,3397,1956,2844,1772,1766,2525,2471,3248,3133,2580,1496,1200,1065,20040,0.5462
2015,13063,13,063,42120,4761395000,90373,8427,5749,6518,5238,5519,7062,4289,3933,5539,9768,8651,9845,4914,2011,2053,857,18601,0.4321
2015,13067,13,067,70246,25263778700,274468,12280,8405,9421,12410,12254,11426,9362,11051,10585,20323,30853,36870,27427,20122,20550,21129,34806,0.4538
2015,13073,13,073,75440,4206770300,46821,2241,613,1769,1100,685,1508,1790,2540,1141,4149,5769,8979,4467,4015,3326,2729,30510,0.3946
2015,13077,13,077,67351,3899564800,50353,3364,1210,2461,1719,1825,2819,1696,1300,2205,3739,5888,8983,5103,2641,3175,2225,28180,0.4023
2015,13089,13,089,54057,21606912400,276631,17870,12913,11292,18321,13278,13308,13167,13838,12604,23627,29234,29228,21061,14039,14218,18633,30731,0.4822
2015,13095,13,095,35645,1741888800,35226,6205,2217,2237,2635,2261,1796,2597,1669,1114,2589,3107,2525,1612,990,1159,513,19952,0.4960
2015,13097,13,097,59329,3239085700,48493,2630,2138,2556,1910,1921,3098,1924,1231,2027,5135,7425,6309,5037,1982,2279,891,23454,0.3883
2015,13113,13,113,78557,4182733700,39707,1481,720,1542,1356,846,1828,1494,1517,1495,3132,3457,4711,4639,3083,3560,4846,39354,0.4491
2015,13115,13,115,40510,1983715500,34931,3272,2541,2647,3023,1538,2245,1891,2151,1576,1714,3582,3375,2425,1021,1151,779,21680,0.4687
2015,13117,13,117,94537,7881374200,70033,1982,1805,1894,1808,1631,2106,1403,2643,1796,3861,7094,8392,9704,6962,8585,8367,38085,0.4081
2015,13121,13,121,60291,38119707600,392794,26970,18020,17428,18847,17695,18357,18998,17993,15355,25749,36012,40860,34081,18668,24975,42786,39640,0.5352
2015,13127,13,127,46125,2369657200,34518,2968,1984,2437,1779,1785,2083,1967,1673,1850,2480,2865,3997,2036,1371,1862,1381,28726,0.4958
2015,13135,13,135,61732,22178604100,284631,14156,10620,7650,13449,13416,11950,14498,13384,10895,25290,33635,40132,27093,17823,16819,13821,25852,0.4180
2015,13139,13,139,55009,4869428400,63989,4190,3210,2841,3379,2908,4000,2266,2737,3741,4951,7709,8337,4171,2946,3299,3304,26080,0.4754
2015,13151,13,151,65342,5328027600,71681,3513,2199,1398,4063,2503,2955,3684,4629,2187,5160,9569,12504,8875,2767,3301,2374,25369,0.3826
2015,13153,13,153,55044,3878138900,56042,4636,1817,2239,2296,2323,2734,2956,2934,2565,5724,8642,5957,4617,2639,2601,1362,26076,0.4355
2015,13179,13,179,36573,1040913300,22282,2325,1832,1220,1297,2013,1862,1507,1546,922,1931,1663,2435,723,364,485,157,18011,0.4283
2015,13185,13,185,34455,1781214900,37760,4424,3527,3682,3744,1770,1937,2370,1721,2041,1659,3796,2780,1884,1415,509,501,17846,0.4754
2015,13215,13,215,41859,4295003200,73961,7955,5842,5403,4538,4812,3353,3242,4862,3990,6225,6473,7241,4220,1814,1857,2134,22993,0.4970
