year,fips,state_fips,county_fips,total_workers,drove_alone,carpooled,public_transit,bus,subway,bicycle,walked,worked_from_home,total_households_vehicles,no_vehicle,one_vehicle,two_vehicles,three_vehicles,four_plus_vehicles
2015,48027,48,027,148030,118816,17104,408,408,0,777,3383,5935,119178,7461,41746,47290,16122,6559
2015,48029,48,029,861077,692550,86349,22451,22114,110,1169,14300,36247,627634,45897,227381,238266,85063,31027
2015,48041,48,041,103387,80994,12676,2507,2381,0,1121,2344,3359,77628,3558,29852,31411,8236,4571
2015,48061,48,061,152167,130592,14073,1053,1053,0,148,1419,3320,122468,7292,48591,44574,15217,6794
2015,48085,48,085,467772,385136,28110,5908,1984,396,744,3664,39416,322585,9009,91355,151656,49873,20692
2015,48113,48,113,1231334,964700,133569,35682,27094,411,1961,18376,53145,905250,66517,338163,338343,115297,46930
2015,48121,48,121,408853,333411,35560,3361,1545,217,1005,5582,24780,274338,7377,80508,123256,45663,17534
2015,48141,48,141,352971,280350,41395,4211,4151,0,411,7754,13217,260710,18328,87137,97448,40947,16850
2015,48157,48,157,339451,281867,32646,5845,5845,0,55,1404,15021,222936,4682,48350,107749,44845,17310
2015,48167,48,167,148683,115679,17326,924,924,0,765,4055,6184,116557,7951,34925,48826,17898,6957
2015,48201,48,201,2160378,1728509,219299,59734,57683,508,6319,32036,76725,1583582,96181,585338,612055,211164,78844
2015,48209,48,209,98489,79913,9447,468,468,0,873,999,4965,67346,2452,20488,26009,12242,6155
2015,48215,48,215,304436,239812,28844,1602,1602,0,289,3143,16248,225692,14057,80836,80193,34155,16451
2015,48303,48,303,141372,112641,19573,1661,1661,0,699,2901,3446,108485,6812,40209,42492,12604,6368
2015,48339,48,339,241345,192059,28635,3593,3593,0,61,2326,12264,185869,6361,58074,78323,29982,13129
2015,06047,06,047,93591,70356,12723,1630,1336,110,442,1950,4022,79098,5285,24398,29143,12748,7524
2015,06053,06,053,185200,129913,20387,3954,3798,0,1531,6215,7000,126904,6290,38557,46225,23585,12247
2015,06055,06,055,67947,52747,6087,1327,962,0,434,3254,3544,49619,2392,14951,17603,9943,4730
2015,06059,06,059,1531980,1210965,141222,32566,27407,212,11702,30769,87058,1022542,48400,287386,415090,175184,96482
2015,06061,06,061,161925,130287,11534,1613,1314,0,1166,2561,12956,137500,6512,35579,58927,24784,11698
2015,06065,06,065,957051,729985,129594,13173,8498,102,3510,15972,52267,714728,32312,211922,276445,121279,72770
2015,06067,06,067,654274,508227,63976,18526,12677,1206,6860,12795,35204,530497,39425,189364,195079,72048,34581
2015,06071,06,071,866985,695547,94538,14722,10241,297,2728,14556,37365,628798,34589,185430,234895,108995,64889
2015,06073,06,073,1585547,1209628,129988,55900,47254,3539,9928,44984,109255,1113610,64671,357068,439122,172214,80535
2015,06075,06,075,497133,175284,32502,172340,112885,10968,21427,51627,30617,356916,111510,145943,72054,18956,8453
2015,06077,06,077,283597,215387,41955,4232,1860,0,1931,4495,12368,223062,16241,61282,86039,39202,20298
2015,06079,06,079,128687,92348,12481,2580,2580,0,4419,6135,9625,104760,5600,30622,43447,18059,7032
2015,06081,06,081,392505,268211,39855,41533,12919,512,5240,10775,21575,263280,13287,78546,104529,41227,25691
2015,06083,06,083,209973,141143,30883,6340,6173,167,5445,10118,12858,144261,8406,45930,52311,24360,13254
2015,06085,06,085,934799,707871,94268,38867,21350,2288,19330,19581,44650,633786,33383,171566,255747,111235,61855
2015,06087,06,087,127842,88132,12956,4818,4591,25,4417,4312,9440,93317,5305,30906,32913,15495,8698
2015,06095,06,095,191295,149219,24663,5793,3185,44,962,1941,7057,145502,8155,40881,52678,28486,15302
2015,06097,06,097,244455,181526,29026,4382,4255,0,2708,8606,16134,190662,8108,62439,71040,31313,17762
2015,06099,06,099,209056,171057,20895,2463,1782,0,278,2357,9154,171960,13514,48592,66968,27787,15099
2015,06107,06,107,163799,129082,22808,1364,1222,142,930,3097,4108,134801,9034,44704,49842,21713,9508
2015,06111,06,111,398435,312930,47261,4009,2903,0,2625,6840,21315,269566,11844,70059,106785,51764,29114
2015,06113,06,113,96471,67221,9148,3719,3281,0,7500,3572,4411,73754,5380,25770,25370,13708,3526
2015,08001,08,001,241042,188321,25801,8178,8178,0,208,2090,13615,159313,8502,42446,60092,30472,17801
2015,08005,08,005,327639,258209,25699,14515,10026,627,664,4585,21738,233937,12650,76453,93769,34305,16760
2015,08013,08,013,169015,111040,11082,7018,6958,0,7385,9254,20619,124615,6918,39461,51056,19529,7651
2015,08031,08,031,366202,267491,24886,22226,17338,987,7873,14596,25973,287074,27437,116176,104268,29898,9295
2015,08035,08,035,170518,134849,12380,2005,1058,117,236,1258,18003,118613,2154,23889,57829,23874,10867
2015,08041,08,041,329223,259077,33186,3248,3073,92,1624,11108,18098,252169,11656,77721,102717,42129,17946
2015,08059,08,059,301677,238787,20991,9736,6849,603,1589,5146,22512,226920,8779,63771,91541,42705,20124
2015,08069,08,069,170510,129368,13926,3369,3131,0,7061,5449,9751,129210,4619,34521,55722,24746,9602
2015,08077,08,077,68367,53877,7448,619,619,0,258,1636,3567,59066,2160,20185,22289,9687,4745
2015,08123,08,123,136342,111216,12086,692,692,0,436,2964,7883,97822,3648,22742,40339,19756,11337
2015,09001,09,001,461100,338183,34891,47868,12368,335,641,11629,24043,333528,27696,97170,135904,50579,22179
2015,09003,09,003,437561,356883,36588,13793,13456,161,779,8261,18910,343884,37187,117653,127240,44839,16965
2015,09005,09,005,95115,80278,4443,1521,760,0,44,2425,4937,73360,4565,21547,29411,11992,5845
2015,09009,09,009,421027,325784,36506,19395,14223,243,2012,15677,18801,323270,37621,114720,113668,40111,17150
2015,09011,09,011,136063,107733,11494,1597,1224,0,304,6271,6749,105376,6690,37702,39438,15351,6195
2015,09013,09,013,77258,62559,5080,1945,1945,0,363,3264,3894,55354,2905,14631,21743,10484,5591
2015,10001,10,001,77818,65376,6570,657,556,0,196,1608,3101,62477,4028,18208,25516,9915,4810
2015,10003,10,003,273003,219942,21486,11209,8103,0,1242,6248,11030,202813,16305,72811,73333,29635,10729
2015,10005,10,005,90362,73711,6696,238,238,0,215,1799,6747,87305,3809,29868,36184,12224,5220
2015,11001,11,001,358150,120333,18456,128135,48547,1111,14718,50165,21529,281787,101954,123053,46234,7641,2905
2015,12001,12,001,119130,89576,10520,5510,5510,0,2376,3789,4699,96427,6996,38597,37530,9564,3740
2015,12005,12,005,84379,67138,8610,1575,1575,0,529,1323,3535,69337,4896,26215,27240,9152,1834
2015,12009,12,009,238952,193578,17159,1331,1152,0,2144,3038,15319,225682,13022,95583,85434,24459,7184
2015,12011,12,011,923435,730385,84431,27318,24472,45,6944,11602,48982,673870,50324,271436,250412,75539,26159
2015,12021,12,021,147846,114815,13850,4403,4403,0,1286,2035,9276,134906,5548,55033,55648,15216,3461
2015,12031,12,031,435602,353420,39834,8633,8633,0,2507,5569,20297,343467,28096,134494,134276,35556,11045
2015,12033,12,033,145020,110889,14332,1237,1159,78,611,3505,12525,116814,6490,47047,48140,11451,3686
2015,12057,12,057,634323,507778,56167,10601,10432,0,3709,9073,40594,503154,37025,199511,194416,55044,17158
2015,12071,12,071,272145,214260,30807,2342,2258,0,2213,3332,15730,263694,11558,117911,104026,22224,7975
2015,12073,12,073,139651,109995,12367,2546,2546,0,1121,4813,6436,109209,7154,44347,41208,12760,3740
2015,12081,12,081,145681,112065,12439,3156,3156,0,1785,2364,11187,134690,7757,56619,51905,14735,3674
2015,12083,12,083,108379,89180,9051,135,135,0,310,1587,6548,125227,7248,62717,40931,9737,4594
2015,12086,12,086,1238030,959373,100757,67849,58676,786,7022,24126,60479,857712,90382,346061,294426,91656,35187
2015,12095,12,095,647505,516090,57502,20687,20193,74,3496,4811,34068,457736,29843,176031,177400,54329,20133
2015,12097,12,097,141220,116823,14484,1365,1365,0,587,557,5709,98301,5641,36833,39653,12563,3611
2015,12099,12,099,643595,509822,60908,11625,9654,138,6066,9853,39616,545780,36726,229232,207619,54434,17769
2015,12101,12,101,201416,162092,16997,428,408,0,408,1772,17094,192628,11825,79530,76250,18838,6185
2015,12103,12,103,438579,343838,36122,7839,7839,0,6591,7263,28158,400209,33310,186876,136705,32518,10800
2015,12105,12,105,254968,211831,22046,2442,2442,0,1189,2648,11069,227122,12941,95241,86142,24256,8542
2015,12109,12,109,99970,83149,8279,420,292,0,1187,1080,4057,83247,2287,26428,41972,9555,3005
2015,12111,12,111,119795,97400,14011,428,329,0,809,2132,3823,108811,6130,45010,44119,10481,3071
2015,12115,12,115,155974,130492,8804,1313,1313,0,1256,1214,11197,177807,9132,83364,67047,13379,4885
2015,12117,12,117,216554,177870,17739,2706,2052,0,612,1788,14459,162739,5743,60323,70000,21094,5579
2015,12127,12,127,206115,170138,15725,1923,1674,0,2375,3475,9068,209657,15178,89266,75108,23328,6777
2015,13051,13,051,134357,102624,14051,5144,4926,37,2023,2980,4754,108249,9520,42287,38414,12460,5568
2015,13063,13,063,115334,90479,13393,2924,1979,0,188,1619,3843,90373,6522,37821,30546,10167,5317
2015,13067,13,067,377303,298755,33336,4482,3843,6,227,5986,27444,274468,10678,89324,117402,41961,15103
2015,13089,13,089,358977,259645,36679,28843,19299,197,1872,8007,20565,276631,24358,114948,99256,26142,11927
2015,13121,13,121,500133,364416,38460,35517,23886,682,1713,12495,41491,392794,40410,170670,130063,39202,12449
2015,13135,13,135,429817,339809,47194,6907,5358,136,98,4033,26460,284631,10767,80571,123085,51950,18258
2015,13139,13,139,84303,68775,9505,213,213,0,42,1037,3372,63989,4184,16689,25227,10729,7160
2015,13151,13,151,94782,74078,12549,774,482,0,54,523,5609,71681,2174,18347,31538,12570,7052
2015,13215,13,215,83376,66633,9122,1524,1524,0,325,753,2181,73961,9186,29870,25234,7523,2148
2015,15001,15,001,83043,62914,10850,1041,1041,0,0,1385,6134,64201,3073,22074,24161,9681,5212
2015,15003,15,003,504050,321784,72318,46451,45821,136,5902,24914,19024,307703,30333,105033,110101,37215,25021
2015,15009,15,009,81361,60156,9765,1751,1594,6,390,2037,5109,52080,2292,16404,20015,8932,4437
2015,16001,16,001,209475,165767,16369,1776,1689,0,3058,3497,16675,163585,5390,53875,69172,25864,9284
2015,16019,16,019,47353,36186,6146,1015,1015,0,255,679,2550,36702,1424,10450,14389,7019,3420
2015,16027,16,027,84965,65496,12051,384,384,0,276,1562,4304,68220,2638,21590,25045,11410,7537
2015,17019,17,019,100595,71275,9294,4554,4464,0,2936,9060,2531,79673,7293,30803,29600,8989,2988
2015,17031,17,031,2467407,1527978,196034,464943,199492,2260,27918,108776,109910,1954712,346832,804144,576649,163367,63720
2015,17043,17,043,480343,371199,34475,33210,886,54,1206,7454,28665,338852,13361,107742,148507,49292,19950
2015,17089,17,089,261475,211724,23447,7021,470,0,769,3116,14655,175512,7505,48393,76662,30062,12890
2015,17097,17,097,356353,277379,28096,15724,1918,0,511,11724,18783,242179,10561,67159,108865,40413,15181
2015,17111,17,111,160401,132986,9787,5570,323,0,335,1366,9474,111124,4125,27823,47626,22726,8824
2015,17113,17,113,90956,73168,8859,1082,1071,0,252,4224,2634,66340,4442,21314,27465,9296,3823
2015,17161,17,161,68041,55825,5296,1687,1687,0,43,1614,1994,60000,5642,22230,22152,7327,2649
2015,17163,17,163,119665,99967,7561,4316,2656,40,435,2050,4086,101743,9524,35580,37381,13014,6244
2015,17167,17,167,92149,75940,7983,1690,1487,0,374,1928,3185,83023,7264,30240,31206,10270,4043
2015,17179,17,179,64242,55112,4668,545,545,0,576,1086,2088,53902,2457,17530,22202,8418,3295
2015,17197,17,197,336190,281796,18032,13178,695,0,311,3214,15702,224646,10005,59940,97232,40213,17256
2015,17201,17,201,129064,109931,11990,1045,1030,15,207,802,4278,113695,9390,42806,41267,14277,5955
2015,18003,18,003,172995,145092,16035,1279,1202,0,464,2826,6805,142476,9784,48965,55498,20158,8071
2015,18035,18,035,51600,40931,4210,1150,1150,0,746,2890,841,45278,3508,14576,17474,7487,2233
2015,18039,18,039,90787,71625,11254,197,133,64,860,1279,4466,68498,6405,20535,26260,9889,5409
2015,18089,18,089,209112,174210,17159,6627,1383,343,345,2746,5177,186564,16166,67930,66499,25740,10229
2015,18097,18,097,444694,366276,39832,8028,7823,30,2751,8419,14607,365296,37319,154570,123784,37004,12619
2015,18105,18,105,69681,50511,6361,2867,2867,0,793,5883,2664,54598,4088,19244,20186,8437,2643
2015,18141,18,141,121002,96762,10815,1896,1760,0,945,5400,4599,98835,7080,36844,37673,12381,4857
2015,18157,18,157,92848,68985,10164,2436,2436,0,1108,6858,2379,69857,5024,25914,26631,8959,3329
2015,19013,19,013,67444,54501,6036,388,388,0,336,2561,2691,52253,3793,15610,21400,7881,3569
2015,19061,19,061,49334,41283,3518,685,685,0,174,1495,1947,37784,1815,13017,15211,5585,2156
2015,19103,19,103,81541,56476,7147,6007,5964,0,2313,6205,2201,55711,3922,20244,21625,7182,2738
2015,19113,19,113,116098,98763,9578,2139,2139,0,476,1462,3195,89164,5266,29102,34605,14278,5913
2015,19153,19,153,244261,206667,20220,4335,4279,44,535,4305,7275,182948,10904,62111,73718,26212,10003
2015,19163,19,163,83130,70841,4943,753,753,0,456,1312,4323,68835,4601,20888,29297,9385,4664
2015,20045,20,045,62891,48784,5606,1767,1767,0,687,2616,2802,42817,3060,12952,17575,6961,2269
2015,20091,20,091,306292,263376,19627,836,757,16,440,2019,18357,222277,8734,63913,102679,33142,13809
2015,20173,20,173,243611,207788,17543,1801,1750,0,255,3742,8693,193145,12952,67269,72496,25308,15120
2015,20209,20,209,74496,59295,10703,1189,1141,0,26,722,1906,59281,5822,19577,21596,7681,4605
2015,21111,21,111,367467,296589,33769,10323,10224,57,1248,8157,13024,308588,31839,114423,114910,34413,13003
2015,22017,22,017,103160,88643,7807,2708,2708,0,129,1160,1940,95857,9104,37051,33979,11391,4332
2015,22033,22,033,214982,177894,19656,3596,3375,0,914,5643,5740,168609,12383,66293,60599,22976,6358
2015,22051,22,051,210244,168352,23399,3559,3487,31,737,5036,7450,168889,12345,72633,61868,16412,5631
2015,22055,22,055,119142,100544,10016,736,736,0,1020,2960,2644,90285,6931,30311,38729,11225,3089
2015,22071,22,071,181318,125398,15775,15477,13951,1323,6060,7884,7478,156591,29385,71968,42306,9274,3658
2015,23001,23,001,53062,43074,5275,143,143,0,321,1981,1659,45138,4840,15426,16327,6349,2196
2015,23005,23,005,154347,123717,8856,2414,2267,0,838,7390,9289,115378,9733,37607,47091,14647,6300
2015,24003,24,003,297725,237040,22163,10219,3721,0,1004,9505,13997,205983,7979,57672,90643,32369,17320
2015,24005,24,005,409620,324641,35550,17601,8879,326,603,8750,17480,311976,23412,109949,118218,42507,17890
2015,24009,24,009,46380,38266,3163,1901,1386,212,0,508,2058,31170,1357,5500,11375,8224,4714
2015,24017,24,017,79846,66378,5023,4472,3911,0,100,726,2651,54855,1318,15013,20822,10489,7213
2015,24021,24,021,129075,103363,10134,3444,1325,0,291,2692,7765,89947,3803,24233,35999,17506,8406
2015,24025,24,025,126415,106235,9692,1114,562,0,0,2486,6058,92662,5970,23299,38767,16668,7958
2015,24027,24,027,166303,134973,13893,6219,3725,0,188,1511,7330,110320,5715,29768,47913,18465,8459
2015,24031,24,031,546903,359032,50492,87092,30177,25,3228,11590,30943,371458,30185,123436,149340,45793,22704
2015,24033,24,033,473603,308502,54478,81160,25101,755,564,10636,13336,304539,25768,112272,101348,43095,22056
2015,24043,24,043,65962,52215,7323,626,399,56,209,1286,3544,55944,4367,16853,20584,9462,4678
2015,24045,24,045,49479,42878,3690,83,62,0,150,653,1321,38031,2273,12394,13723,6264,3377
2015,24510,24,510,266469,155514,23002,52126,44065,233,1846,18601,11253,238400,73165,93749,55933,12005,3548
2015,25001,25,001,102914,83692,6592,1580,969,0,680,1609,7795,97451,4519,34912,40423,12636,4961
2015,25003,25,003,63186,46316,6499,970,619,0,71,3628,4274,55497,5995,21718,20331,5580,1873
2015,25005,25,005,270051,218630,23827,7578,3093,0,757,7575,8927,215123,24964,71826,80867,25140,12326
2015,25009,25,009,390422,289305,33392,23900,8862,435,1837,10958,21943,288149,30925,100795,108428,34798,13203
2015,25013,25,013,215724,178516,15274,3546,3385,0,289,6878,8139,175526,21765,63774,63857,17723,8407
2015,25017,25,017,848248,574217,57004,108192,31931,1153,12281,41892,46505,584491,61297,209862,227400,63218,22714
2015,25021,25,021,363176,246463,30068,51526,6245,1778,2345,13548,16310,260415,24437,88692,102674,32571,12041
2015,25023,25,023,250408,203234,16022,13938,3366,0,412,3387,10105,182467,11479,59230,72381,27053,12324
2015,25025,25,025,416112,163117,26711,140743,58589,3704,5812,62835,12559,300841,101872,126371,56911,12045,3642
2015,25027,25,027,397942,321894,33015,7986,3836,0,702,10393,17730,301713,29021,102795,116674,37266,15957
2015,26045,26,045,52272,44431,4423,514,514,0,133,812,1291,43551,2203,14569,18228,5818,2733
2015,26049,26,049,165169,140638,13840,2594,2527,0,226,1585,5405,163488,15013,62069,59557,18251,8598
2015,26065,26,065,132929,103256,11831,3934,3934,0,2055,6647,4663,111265,9610,44761,39905,12128,4861
2015,26077,26,077,128780,106942,9910,1849,1787,0,837,4310,3900,101228,7455,34765,39313,13599,6096
2015,26081,26,081,317363,258278,27473,7074,6741,177,1609,7016,12024,237259,17408,80514,93161,33186,12990
2015,26099,26,099,407596,356415,30255,2905,2905,0,1026,4870,9608,341532,23274,121129,131696,44724,20709
2015,26115,26,115,67837,57414,5665,132,132,0,267,849,2659,58886,3986,16231,24373,9598,4698
2015,26121,26,121,71906,60503,7616,541,541,0,311,721,1836,63215,4708,20390,25618,8916,3583
2015,26125,26,125,614085,528727,42858,2492,2278,117,1304,7687,26553,497819,28283,162080,208707,70465,28284
2015,26139,26,139,137645,116700,11345,696,664,0,963,3227,3944,98598,3725,23871,46663,17933,6406
2015,26161,26,161,177215,125833,16268,10620,10620,0,2257,10591,10537,138099,12428,47998,52941,17141,7591
2015,26163,26,163,698767,566223,67037,17528,16670,378,2006,15298,22655,667521,95673,261161,219784,65809,25094
2015,27003,27,003,184750,153723,14030,5608,4936,0,579,1978,7422,126823,5411,33714,52115,25698,9885
2015,48355,48,355,165282,136821,16761,1570,1570,0,796,4167,2867,130207,11743,45162,49053,17274,6975
2015,48423,48,423,97566,85729,6957,116,116,0,271,705,2575,78380,3312,27365,33097,10824,3782
2015,48439,48,439,956644,796734,94159,5808,3173,203,1707,12226,38082,685443,31199,222338,282985,108387,40534
2015,48441,48,441,66063,55699,6628,235,235,0,240,951,1825,48934,2608,17674,20389,5695,2568
2015,48453,48,453,631335,470841,58190,21129,19271,72,6615,11889,54572,446342,27207,166045,180991,54285,17814
2015,48491,48,491,253907,205375,21362,2652,1782,0,850,2719,18485,170987,4667,51917,77320,27697,9386
2015,49005,49,005,56857,41300,6028,1901,1857,0,918,2102,3734,36600,1019,9977,14876,6760,3968
2015,49011,49,011,157286,123995,14120,4411,2191,0,1016,3038,9348,99998,3054,20392,45023,20525,11004
2015,49035,49,035,556252,415291,65106,21773,14280,2472,6076,14367,29139,357623,19730,102838,145791,60493,28771
2015,49049,49,049,254509,186555,29029,5295,2233,40,3777,10227,16766,155089,4154,30836,71062,30982,18055
2015,49057,49,057,112484,90547,10389,1881,1272,0,722,1488,5899,80988,4570,21725,30975,15271,8447
2015,50007,50,007,90792,68266,6549,2324,2229,0,1637,6956,4294,64271,5569,20344,26932,8072,3354
2015,51013,51,013,144777,78848,9820,36802,9297,38,2818,7323,8098,103408,13873,49999,29825,7107,2604
2015,51041,51,041,171393,143065,14783,1105,924,0,26,1339,8449,121529,3911,30481,50499,24604,12034
2015,51059,51,059,611053,427359,58187,66253,20766,129,2080,13269,35928,392822,16775,118042,170266,59497,28242
2015,51087,51,087,170935,141227,14137,1759,1498,0,84,1819,10576,125854,6312,44938,47145,19511,7948
2015,51107,51,107,201912,154337,19630,8883,5494,0,466,2956,13493,120559,3197,25801,57738,23875,9948
2015,51153,51,153,228749,171295,25819,14332,8725,159,187,3139,9132,139082,4716,34556,58481,27252,14077
2015,51177,51,177,63577,49732,7797,2003,728,0,0,686,2102,42568,1581,9705,17492,8355,5435
2015,51179,51,179,69433,50851,10411,2321,394,0,0,534,4277,43887,582,9400,18788,9593,5524
2015,51510,51,510,96978,56027,9037,21262,8458,179,1121,3908,4393,69008,7002,34454,22901,4109,542
2015,51550,51,550,115268,98825,7245,1059,1059,0,86,1655,5366,83593,3771,23508,33603,15397,7314
2015,51710,51,710,124667,96359,9367,4541,4060,0,1160,7865,3638,87819,9337,36845,29083,8315,4239
2015,51760,51,760,107648,75386,12388,5674,5514,0,1683,5604,4853,91396,14994,39343,27379,7147,2533
2015,51810,51,810,238405,199516,18662,3074,2884,0,1099,4809,7332,169097,8216,51201,68165,30602,10913
2015,53005,53,005,84211,66013,10913,710,710,0,488,1740,3540,69084,3203,17843,28770,13824,5444
2015,53011,53,011,211701,167063,18212,4507,4351,107,463,4667,13730,166335,6692,51211,66680,27007,14745
2015,53029,53,029,35611,27320,3597,876,611,0,244,874,2420,32939,1072,9493,13956,5636,2782
2015,53033,53,033,1112163,710575,99736,140568,129807,579,19730,57374,69976,845990,79293,287249,317436,112296,49716
2015,53035,53,035,119991,82562,7689,12358,4083,0,839,7142,7082,98490,5400,26649,38664,19040,8737
2015,53053,53,053,385695,303079,36805,13083,8002,504,1645,7759,19846,307056,17606,93246,119227,51840,25137
2015,53057,53,057,54164,42500,5845,460,290,60,373,1228,3181,48056,1567,12789,18602,10082,5016
2015,53061,53,061,385272,286450,41285,21774,20709,0,2209,9643,19310,284176,15776,76761,112097,51342,28200
2015,53063,53,063,209689,164411,18466,5489,5489,0,1212,5966,11409,193117,14132,60988,71667,30050,16280
2015,53067,53,067,122023,97995,11151,2321,2108,0,1320,1425,5915,105159,5409,32633,40845,18453,7819
2015,53073,53,073,100765,76683,8306,3386,3313,0,1910,4843,4540,80023,4962,23111,31694,13961,6295
2015,53077,53,077,102603,78390,15312,791,741,0,294,2157,5092,81709,3924,20179,30788,17420,9398
2015,55009,55,009,134067,115678,8571,1093,1093,0,321,2755,4428,103894,5988,34058,42831,15795,5222
2015,55025,55,025,294380,219557,20122,16082,15889,0,8575,14843,13168,216049,15625,75370,90778,24016,10260
2015,55035,55,035,54848,45256,3697,273,273,0,875,1837,2703,39155,2588,12972,15633,5049,2913
2015,55039,55,039,52509,43070,4184,201,186,0,198,2107,2441,40295,2300,12319,16019,6531,3126
2015,55059,55,059,83436,70591,6847,693,264,0,223,1531,2407,62950,3963,20712,25472,8775,4028
2015,55063,55,063,61866,49709,4454,724,724,0,1586,3372,1472,46116,2329,14202,19920,6337,3328
2015,55073,55,073,71062,58486,5707,220,207,0,323,1793,3855,54558,2724,14843,23512,9926,3553
2015,55079,55,079,451848,341814,42521,27796,26996,0,4360,16139,15806,381917,52872,160619,127607,31852,8967
2015,55087,55,087,99383,85089,6202,467,467,0,518,2224,4077,71702,3201,22814,29421,10929,5337
2015,55101,55,101,93095,76927,7737,1821,1788,0,194,2462,3066,74960,5871,23152,31996,9737,4204
2015,55105,55,105,77303,64523,7405,407,407,0,332,2042,2145,65054,3370,21105,27278,9251,4050
2015,55117,55,117,58443,48152,5038,51,51,0,901,2032,1841,47438,2856,14650,20327,6826,2779
2015,55131,55,131,72794,62480,4881,342,316,0,226,1519,2006,53353,1940,13302,23614,9496,5001
2015,55133,55,133,210053,183601,12593,1752,1532,0,405,2802,7722,157143,6673,42914,71294,26162,10100
2015,55139,55,139,85337,74103,4994,513,513,0,541,2121,2598,69636,3248,24240,28832,9323,3993
2015,72021,72,021,66109,48762,8411,2615,91,880,137,1143,1801,70419,10164,27602,23708,6810,2135
2015,72031,72,031,56876,48490,3941,1489,910,479,0,1233,994,63199,10106,27118,17757,6432,1786
2015,72127,72,127,121592,89797,10637,7674,3769,3075,705,7520,1389,142756,39634,60187,32840,7401,2694
2015,72137,72,137,28333,22265,2252,1157,412,324,0,253,1362,26989,4738,10042,9469,1793,947
2015,13113,13,113,,,,,,,,,,39707,1252,10492,13993,10083,3887
2015,39173,39,173,,,,,,,,,,50674,1997,17152,20440,7117,3968
2015,29187,29,187,,,,,,,,,,24741,1536,9237,9242,3547,1179
2015,12017,12,017,,,,,,,,,,60541,4338,23913,24269,6649,1372
2015,19169,19,169,,,,,,,,,,37264,1117,12655,15030,5019,3443
2015,48139,48,139,,,,,,,,,,53294,1420,12497,21496,11796,6085
2015,01077,01,077,,,,,,,,,,38762,2687,11769,14000,7169,3137
2015,29165,29,165,,,,,,,,,,38786,1893,12003,16675,6140,2075
2015,22019,22,019,,,,,,,,,,77182,4899,30134,28264,10167,3718
2015,54011,54,011,,,,,,,,,,39303,5095,14538,14519,3491,1660
2015,13021,13,021,,,,,,,,,,59795,7906,23358,20197,5508,2826
2015,19049,19,049,,,,,,,,,,29188,1144,7587,12714,5399,2344
2015,45077,45,077,,,,,,,,,,46830,3772,14112,17224,8008,3714
2015,28121,28,121,,,,,,,,,,55004,1861,17372,21911,8865,4995
2015,13179,13,179,,,,,,,,,,22282,1540,8453,8777,2211,1301
2015,21029,21,029,,,,,,,,,,28860,761,8551,12138,5152,2258
2015,47179,47,179,,,,,,,,,,52924,2332,17465,20515,9324,3288
2015,13057,13,057,,,,,,,,,,82664,3256,19409,38002,15045,6952
2015,01083,01,083,,,,,,,,,,31590,1251,9166,12573,4992,3608
2015,26005,26,005,,,,,,,,,,42079,1689,11874,18792,6119,3605
2015,51121,51,121,,,,,,,,,,36971,1791,11005,13611,6620,3944
2015,37127,37,127,,,,,,,,,,36406,4253,9992,13153,6257,2751
2015,29031,29,031,,,,,,,,,,28756,2408,8139,12616,3703,1890
2015,53025,53,025,,,,,,,,,,30915,1613,6944,12797,6332,3229
2015,05031,05,031,,,,,,,,,,39826,3114,15233,14346,5487,1646
2015,39141,39,141,,,,,,,,,,28324,1691,7812,10539,5266,3016
2015,37019,37,019,,,,,,,,,,49859,2232,15155,23158,7107,2207
2015,48099,48,099,,,,,,,,,,23880,1262,7300,10678,3088,1552
2015,30013,30,013,,,,,,,,,,34375,2832,10608,14067,4743,2125
2015,48329,48,329,,,,,,,,,,56280,2791,14948,22938,10609,4994
2015,29099,29,099,,,,,,,,,,82734,3267,19932,36602,14936,7997
2015,47119,47,119,,,,,,,,,,33326,1603,9259,14254,5746,2464
2015,13127,13,127,,,,,,,,,,34518,3065,12539,13485,3780,1649
2015,72025,72,025,,,,,,,,,,50966,8772,19909,15788,5230,1267
2015,36053,36,053,,,,,,,,,,26305,1364,8164,11216,4025,1536
2015,20161,20,161,,,,,,,,,,26438,2125,7955,10803,3593,1962
2015,39119,39,119,,,,,,,,,,34150,2361,10972,12430,5784,2603
2015,51800,51,800,,,,,,,,,,32232,1959,8551,12764,6712,2246
2015,53015,53,015,,,,,,,,,,40187,2614,10653,14280,7657,4983
2015,06045,06,045,,,,,,,,,,35264,2730,9003,14187,6924,2420
2015,12107,12,107,,,,,,,,,,28165,2919,11645,9217,3383,1001
2015,53021,53,021,,,,,,,,,,25339,349,6891,9910,5075,3114
2015,56021,56,021,,,,,,,,,,37740,1568,11927,13408,7871,2966
2015,36009,36,009,,,,,,,,,,31174,3791,11664,10574,3877,1268
2015,18109,18,109,,,,,,,,,,25033,1011,6663,10430,4019,2910
2015,12091,12,091,,,,,,,,,,76721,4584,24571,35535,9545,2486
2015,21151,21,151,,,,,,,,,,32363,1972,10903,13168,4261,2059
2015,25011,25,011,,,,,,,,,,30207,2193,10002,12610,4221,1181
2015,48037,48,037,,,,,,,,,,32244,1691,11821,12312,4533,1887
2015,18063,18,063,,,,,,,,,,56088,1431,15305,23726,11839,3787
2015,27019,27,019,,,,,,,,,,35232,1063,7914,15993,7605,2657
2015,22005,22,005,,,,,,,,,,40610,1900,10694,17888,7753,2375
