year,fips,state_fips,county_fips,total_workers,drove_alone,carpooled,public_transit,bus,subway,bicycle,walked,worked_from_home,total_households_vehicles,no_vehicle,one_vehicle,two_vehicles,three_vehicles,four_plus_vehicles
2017,39139,39,139,,,,,,,,,,48998,5310,15070,18384,6887,3347
2017,45047,45,047,,,,,,,,,,26730,1796,10063,9155,4245,1471
2017,17115,17,115,,,,,,,,,,42977,3636,15899,14965,5961,2516
2017,36079,36,079,,,,,,,,,,34549,2123,7773,12690,8121,3842
2017,13047,13,047,,,,,,,,,,25153,1514,7355,9839,4566,1879
2017,45059,45,059,,,,,,,,,,25160,1227,8697,8948,3789,2499
2017,37001,37,001,,,,,,,,,,64371,3238,20023,21643,13066,6401
2017,13157,13,157,,,,,,,,,,23785,688,4794,9613,6343,2347
2017,22105,22,105,,,,,,,,,,49272,2820,18623,19472,6179,2178
2017,05045,05,045,,,,,,,,,,44870,1470,13336,20186,7673,2205
2017,17143,17,143,,,,,,,,,,71371,7420,26613,25441,8519,3378
2017,37025,37,025,,,,,,,,,,75188,3978,19863,32704,14186,4457
2017,23003,23,003,,,,,,,,,,28921,2574,11088,10096,3530,1633
2017,18091,18,091,,,,,,,,,,42385,2878,14395,14868,5681,4563
2017,45013,45,013,,,,,,,,,,68366,3471,24590,31005,7373,1927
2017,37157,37,157,,,,,,,,,,36175,2184,10067,10936,7961,5027
2017,20103,20,103,,,,,,,,,,27350,1069,7780,10428,5162,2911
2017,47189,47,189,,,,,,,,,,50234,1533,11618,20629,10223,6231
2017,48397,48,397,,,,,,,,,,31880,828,6106,15405,6139,3402
2017,48021,48,021,,,,,,,,,,24249,335,5673,9286,5828,3127
2017,15007,15,007,,,,,,,,,,22980,905,5729,8838,5151,2357
2017,36113,36,113,,,,,,,,,,27595,2355,9127,11170,3622,1321
2017,42085,42,085,,,,,,,,,,46453,4710,16716,15551,6509,2967
2017,13151,13,151,,,,,,,,,,77170,1688,20884,31081,13394,10123
2017,13223,13,223,,,,,,,,,,52707,1518,9870,22838,12229,6252
2017,36063,36,063,,,,,,,,,,88659,8257,30525,34497,10354,5026
2017,27141,27,141,,,,,,,,,,31869,862,5186,12969,8685,4167
2017,13073,13,073,,,,,,,,,,43990,924,12317,19080,7175,4494
2017,18167,18,167,,,,,,,,,,41933,4402,15169,14047,5147,3168
2017,37109,37,109,,,,,,,,,,33244,933,8036,12280,8639,3356
2017,05051,05,051,,,,,,,,,,38594,2757,13972,15366,3991,2508
2017,53007,53,007,,,,,,,,,,27060,1302,7198,11280,5170,2110
2017,19061,19,061,,,,,,,,,,37785,2558,11155,15196,6230,2646
2017,40145,40,145,,,,,,,,,,28307,492,7480,11514,6054,2767
2017,47155,47,155,,,,,,,,,,36444,693,11120,13958,6792,3881
2017,44009,44,009,,,,,,,,,,47853,1460,14697,18194,10090,3412
2017,12061,12,061,,,,,,,,,,58044,3348,23294,22951,6830,1621
2017,12035,12,035,,,,,,,,,,42370,1214,17264,19544,3498,850
2017,36069,36,069,,,,,,,,,,44414,2476,13802,18688,6537,2911
2017,41019,41,019,,,,,,,,,,45379,1540,12562,17215,8362,5700
2017,48183,48,183,,,,,,,,,,44138,3172,16800,16364,5533,2269
2017,09013,09,013,,,,,,,,,,55939,2714,16012,21902,10244,5067
2017,01095,01,095,,,,,,,,,,34083,1566,10536,13261,6587,2133
2017,28047,28,047,,,,,,,,,,78449,5574,28083,26324,13314,5154
2017,40037,40,037,,,,,,,,,,26390,706,8093,11361,4331,1899
2017,48485,48,485,,,,,,,,,,48382,3490,18979,17970,5610,2333
2017,53027,53,027,,,,,,,,,,29286,2747,8315,9782,5498,2944
2017,53077,53,077,,,,,,,,,,82107,4101,22008,30460,16296,9242
2017,42037,42,037,,,,,,,,,,26584,1505,8533,10557,4737,1252
2017,22079,22,079,,,,,,,,,,48473,4625,19839,17291,5162,1556
2017,51085,51,085,,,,,,,,,,37969,1544,5468,15430,9897,5630
2017,17113,17,113,,,,,,,,,,65146,4342,22137,28093,7923,2651
2017,01049,01,049,,,,,,,,,,25848,1341,8095,8663,4372,3377
2017,37045,37,045,,,,,,,,,,39609,2658,14652,13361,5576,3362
2017,26115,26,115,,,,,,,,,,59528,4185,17300,23017,9965,5061
2017,21015,21,015,,,,,,,,,,46388,1464,11727,20283,8745,4169
2017,51069,51,069,,,,,,,,,,32251,1551,7535,11971,7477,3717
2017,47187,47,187,,,,,,,,,,77512,1627,13910,39933,15483,6559
2017,37195,37,195,,,,,,,,,,32015,1799,10383,11454,5536,2843
2017,06115,06,115,,,,,,,,,,26228,2300,6788,10702,3722,2716
2017,54033,54,033,,,,,,,,,,27493,1897,8056,12559,3443,1538
2017,51015,51,015,,,,,,,,,,30053,2148,7612,8781,5907,5605
2017,12131,12,131,,,,,,,,,,29463,2199,9989,10631,4440,2204
2017,13285,13,285,,,,,,,,,,24716,2807,7722,8273,4223,1691
2017,18005,18,005,,,,,,,,,,31498,1656,8363,11731,6538,3210
2017,18019,18,019,,,,,,,,,,44957,2177,13627,19180,7229,2744
2017,39013,39,013,,,,,,,,,,23520,1144,7171,8689,3737,2779
2017,47001,47,001,,,,,,,,,,29929,1240,9979,9749,5818,3143
2017,05145,05,145,,,,,,,,,,29067,2046,8198,9988,5906,2929
2017,47065,47,065,,,,,,,,,,145071,8884,52364,52062,23922,7839
2017,51161,51,161,,,,,,,,,,38687,1984,9589,15441,8561,3112
2017,45063,45,063,,,,,,,,,,110228,5555,32617,42227,20775,9054
2017,38015,38,015,,,,,,,,,,39251,2201,11736,15934,6698,2682
2017,48005,48,005,,,,,,,,,,31544,2098,10785,12391,5427,843
2017,37193,37,193,,,,,,,,,,28377,934,7308,10521,5907,3707
2017,46099,46,099,,,,,,,,,,77045,3692,26463,28701,12330,5859
2017,45031,45,031,,,,,,,,,,27783,2947,10759,8026,3922,2129
2017,23011,23,011,,,,,,,,,,49616,4221,17430,18716,6870,2379
2017,29097,29,097,,,,,,,,,,46784,3374,16651,16392,8021,2346
2017,37161,37,161,,,,,,,,,,26408,1679,7608,9853,4481,2787
2017,05069,05,069,,,,,,,,,,26537,2462,9656,9420,4008,991
2017,26021,26,021,,,,,,,,,,64166,5518,22351,24081,7815,4401
2017,18059,18,059,,,,,,,,,,29239,804,6516,13309,5665,2945
2017,25003,25,003,,,,,,,,,,54193,5430,21273,20350,4959,2181
2017,37069,37,069,,,,,,,,,,24413,1322,5188,9042,4167,4694
2017,55101,55,101,,,,,,,,,,77473,4772,25378,30852,12254,4217
2017,26103,26,103,,,,,,,,,,25725,1525,8463,10606,3824,1307
2017,48245,48,245,,,,,,,,,,93735,6982,36142,34919,10927,4765
2017,21059,21,059,,,,,,,,,,40920,2197,14327,16276,6013,2107
2017,18081,18,081,,,,,,,,,,58648,1782,17506,23800,11242,4318
2017,27171,27,171,,,,,,,,,,47868,1598,10467,19917,11225,4661
2017,28035,28,035,,,,,,,,,,28066,1923,10533,9585,4279,1746
2017,01115,01,115,,,,,,,,,,33241,1319,10576,12160,6168,3018
2017,12005,12,005,,,,,,,,,,70600,5064,25179,26439,10774,3144
2017,39145,39,145,,,,,,,,,,30424,2960,10166,9969,4693,2636
2017,12015,12,015,,,,,,,,,,76056,3676,31894,30854,7287,2345
2017,48291,48,291,,,,,,,,,,25482,1606,7988,9195,4574,2119
2017,55097,55,097,,,,,,,,,,28679,1999,8738,11921,4303,1718
2017,35025,35,025,,,,,,,,,,22222,929,6315,8380,4492,2106
2017,47059,47,059,,,,,,,,,,27249,963,6422,11999,4857,3008
2017,39041,39,041,,,,,,,,,,70224,1332,15353,34305,12808,6426
2017,01081,01,081,,,,,,,,,,58555,1560,18491,23928,10176,4400
2017,48471,48,471,,,,,,,,,,22040,1089,8296,9411,2411,833
2017,72097,72,097,,,,,,,,,,29574,6231,12183,8211,2571,378
2017,37097,37,097,,,,,,,,,,65662,2352,18984,26116,11844,6366
2017,48375,48,375,,,,,,,,,,45130,3703,15204,17114,6727,2382
2017,30049,30,049,,,,,,,,,,28250,1401,8092,10795,5081,2881
2017,21145,21,145,,,,,,,,,,26803,1513,9789,9572,4179,1750
2017,01015,01,015,,,,,,,,,,44507,2538,13671,16712,7530,4056
2017,42063,42,063,,,,,,,,,,33664,2724,10206,12961,5297,2476
2017,37155,37,155,,,,,,,,,,45351,4836,15138,13629,6724,5024
2017,26045,26,045,,,,,,,,,,44329,2029,14268,18604,7005,2423
2017,08077,08,077,,,,,,,,,,61763,3793,18962,21933,11295,5780
2017,41035,41,035,,,,,,,,,,27616,2616,9140,9550,4289,2021
2017,54107,54,107,,,,,,,,,,34462,3115,11140,13753,4488,1966
2017,56025,56,025,,,,,,,,,,32556,1245,9037,12190,6680,3404
2017,12085,12,085,,,,,,,,,,62496,3514,26770,23020,6747,2445
2017,36101,36,101,,,,,,,,,,38382,3006,13147,14726,5488,2015
2017,36051,36,051,,,,,,,,,,24725,1920,7483,10060,3443,1819
2017,48257,48,257,,,,,,,,,,37569,1198,8797,17064,6773,3737
2017,28089,28,089,,,,,,,,,,40539,1068,14100,15660,6556,3155
2017,47011,47,011,,,,,,,,,,40610,2253,11939,15288,7795,3335
2017,48203,48,203,,,,,,,,,,22618,1167,6823,9378,3336,1914
2017,35049,35,049,,,,,,,,,,60904,2186,21695,21438,10561,5024
2017,24009,24,009,,,,,,,,,,31253,580,5818,12338,7409,5108
2017,01103,01,103,,,,,,,,,,45360,1902,12408,18311,9455,3284
2017,13015,13,015,,,,,,,,,,38765,2052,11309,13314,9058,3032
2017,27131,27,131,,,,,,,,,,23130,1528,6032,9934,4069,1567
2017,09005,09,005,,,,,,,,,,73709,3843,22570,28484,12871,5941
2017,41017,41,017,,,,,,,,,,74498,1799,18323,34975,12185,7216
2017,40027,40,027,,,,,,,,,,106080,3127,34357,43368,17925,7303
2017,39089,39,089,,,,,,,,,,63391,1770,18018,25135,11564,6904
2017,12019,12,019,,,,,,,,,,73136,2187,19847,32298,14928,3876
2017,29043,29,043,,,,,,,,,,32009,535,8000,15147,5177,3150
2017,08101,08,101,,,,,,,,,,65098,4901,20367,21991,11132,6707
2017,48497,48,497,,,,,,,,,,21651,1029,5422,9211,3921,2068
2017,13031,13,031,,,,,,,,,,27802,1079,10197,9441,4673,2412
2017,51680,51,680,,,,,,,,,,27814,2977,11751,8903,3145,1038
2017,45075,45,075,,,,,,,,,,31870,1794,10669,10248,6001,3158
2017,36117,36,117,,,,,,,,,,36715,3473,10621,14814,5341,2466
2017,72113,72,113,,,,,,,,,,50225,11083,20286,14208,3832,816
2017,39081,39,081,,,,,,,,,,26996,2042,10178,8602,3556,2618
2017,48347,48,347,,,,,,,,,,22634,1670,8511,8189,2152,2112
2017,39109,39,109,,,,,,,,,,39819,1480,11358,16282,7451,3248
2017,41071,41,071,,,,,,,,,,37629,1766,11123,13912,6593,4235
2017,48381,48,381,,,,,,,,,,48941,1562,13653,21703,8308,3715
2017,22109,22,109,,,,,,,,,,40882,4854,15206,14755,4554,1513
2017,22063,22,063,,,,,,,,,,47992,2580,12491,20763,8096,4062
2017,17037,17,037,,,,,,,,,,38324,2211,12454,14582,6374,2703
2017,47125,47,125,,,,,,,,,,73690,3682,18889,32303,11598,7218
2017,72135,72,135,,,,,,,,,,21640,1339,8164,8425,2384,1328
2017,22057,22,057,,,,,,,,,,36420,2536,11406,14711,6155,1612
2017,13297,13,297,,,,,,,,,,31114,779,8585,13491,6010,2249
2017,45057,45,057,,,,,,,,,,34262,1440,10353,14981,5871,1617
2017,51650,51,650,,,,,,,,,,53267,4227,19455,19039,7173,3373
2017,72031,72,031,,,,,,,,,,64051,7804,28246,18786,6697,2518
2017,55089,55,089,,,,,,,,,,35552,712,8955,17423,6367,2095
2017,22097,22,097,,,,,,,,,,30136,2726,12182,8841,4915,1472
2017,28081,28,081,,,,,,,,,,30844,2580,8403,11021,6257,2583
2017,51165,51,165,,,,,,,,,,30892,2161,7750,10690,6200,4091
2017,13185,13,185,,,,,,,,,,41585,3265,13840,16725,5007,2748
2017,42107,42,107,,,,,,,,,,57492,5520,18965,19985,8821,4201
2017,18085,18,085,,,,,,,,,,30000,1545,7891,12266,6183,2115
2017,09015,09,015,,,,,,,,,,43823,3991,13391,15411,7533,3497
2017,21185,21,185,,,,,,,,,,20840,573,3394,10138,4463,2272
2017,37031,37,031,,,,,,,,,,29944,1184,9857,11852,5335,1716
2017,31153,31,153,,,,,,,,,,65715,1823,15625,30678,12153,5436
2017,37027,37,027,,,,,,,,,,32245,2099,9273,10624,6476,3773
2017,37089,37,089,,,,,,,,,,47920,2153,14100,20075,8557,3035
2017,36093,36,093,,,,,,,,,,49022,6169,16480,19376,4736,2261
2017,55027,55,027,,,,,,,,,,34228,1735,9889,13548,5981,3075
2017,37147,37,147,,,,,,,,,,68505,4656,20225,25714,13031,4879
2017,37037,37,037,,,,,,,,,,28929,1068,8695,11540,5042,2584
2017,28049,28,049,,,,,,,,,,89570,5808,34114,30689,11151,7808
2017,13095,13,095,,,,,,,,,,34179,4187,14699,10234,3680,1379
2017,51095,51,095,,,,,,,,,,28085,1038,7389,13597,4352,1709
2017,17183,17,183,,,,,,,,,,30241,3281,10497,10867,4195,1401
2017,05143,05,143,,,,,,,,,,85290,4851,27639,34651,12943,5206
2017,44003,44,003,,,,,,,,,,69536,4227,21724,27987,11226,4372
2017,27163,27,163,,,,,,,,,,92337,2907,20810,44649,16657,7314
2017,42055,42,055,,,,,,,,,,60979,3220,18322,24958,8957,5522
2017,12055,12,055,,,,,,,,,,42948,2935,22163,14166,2639,1045
2017,41059,41,059,,,,,,,,,,27525,1250,7126,10118,5333,3698
2017,13295,13,295,,,,,,,,,,26270,1017,7471,9565,6422,1795
2017,22017,22,017,,,,,,,,,,95793,10332,37324,32795,10876,4466
2017,37035,37,035,,,,,,,,,,61828,2831,16651,24330,12561,5455
2017,37159,37,159,,,,,,,,,,52057,3238,14954,17854,10932,5079
2017,37071,37,071,,,,,,,,,,84200,5507,26509,32315,14014,5855
2017,35035,35,035,,,,,,,,,,23007,1100,8582,8750,3028,1547
2017,39085,39,085,,,,,,,,,,94118,4374,32375,40807,11420,5142
2017,22073,22,073,,,,,,,,,,58232,4697,22533,20301,7638,3063
2017,29037,29,037,,,,,,,,,,40545,1590,9372,17160,7963,4460
2017,26075,26,075,,,,,,,,,,62220,3780,21223,22574,10077,4566
2017,26087,26,087,,,,,,,,,,34271,1400,9394,13930,6243,3304
2017,26055,26,055,,,,,,,,,,38211,1993,11798,16393,5393,2634
2017,53041,53,041,,,,,,,,,,31786,2097,6668,12162,6514,4345
2017,41033,41,033,,,,,,,,,,36493,2866,8544,14163,6660,4260
2017,29071,29,071,,,,,,,,,,40256,1746,10391,13309,9871,4939
2017,29077,29,077,,,,,,,,,,120498,8162,41320,47835,16742,6439
2017,40119,40,119,,,,,,,,,,30009,1869,10121,12285,4139,1595
2017,51199,51,199,,,,,,,,,,25294,403,6498,10225,5646,2522
2017,18177,18,177,,,,,,,,,,26521,2057,9145,9184,4150,1985
2017,37191,37,191,,,,,,,,,,47720,4171,13209,18432,7412,4496
2017,39003,39,003,,,,,,,,,,40872,3946,11005,15873,7428,2620
2017,44005,44,005,,,,,,,,,,34568,2228,12038,13500,4397,2405
2017,72061,72,061,,,,,,,,,,26856,3948,11458,8800,2041,609
2017,39045,39,045,,,,,,,,,,55674,2959,13851,21185,13061,4618
2017,48451,48,451,,,,,,,,,,42061,2179,14867,16683,6276,2056
2017,48209,48,209,,,,,,,,,,74995,2697,20900,33257,12788,5353
2017,28033,28,033,,,,,,,,,,61764,1483,15182,27456,12206,5437
2017,06089,06,089,,,,,,,,,,71968,5943,21295,26140,12444,6146
2017,54081,54,081,,,,,,,,,,31593,2309,11967,11869,3743,1705
2017,35005,35,005,,,,,,,,,,23002,875,6956,9662,4080,1429
2017,12119,12,119,,,,,,,,,,55097,1867,36775,13075,2690,690
2017,39007,39,007,,,,,,,,,,36704,3711,10864,13677,6303,2149
2017,45003,45,003,,,,,,,,,,67790,4212,21788,26688,9869,5233
2017,42027,42,027,,,,,,,,,,58629,5483,21015,22470,7154,2507
2017,12089,12,089,,,,,,,,,,31837,958,8967,14015,5425,2472
2017,12083,12,083,,,,,,,,,,140620,6194,63070,50547,15883,4926
2017,42073,42,073,,,,,,,,,,37341,2892,12588,14978,4419,2464
2017,34033,34,033,,,,,,,,,,24801,2400,7489,9012,4125,1775
2017,33009,33,009,,,,,,,,,,33672,2035,11451,13180,5148,1858
2017,37129,37,129,,,,,,,,,,95097,5986,33184,37128,13912,4887
2017,12053,12,053,,,,,,,,,,74110,2859,30618,30306,7286,3041
2017,23001,23,001,,,,,,,,,,45979,5037,15684,15684,6240,3334
2017,39043,39,043,,,,,,,,,,31893,2520,10341,11392,5411,2229
2017,05125,05,125,,,,,,,,,,44420,1663,11099,20350,7301,4007
2017,22015,22,015,,,,,,,,,,49615,2197,16572,21554,7476,1816
2017,37101,37,101,,,,,,,,,,69048,2560,16880,27095,15335,7178
2017,21227,21,227,,,,,,,,,,47996,3007,13803,20370,7737,3079
2017,48231,48,231,,,,,,,,,,32943,1621,9898,12874,5633,2917
2017,42001,42,001,,,,,,,,,,39527,1758,10596,15723,8497,2953
2017,39133,39,133,,,,,,,,,,62293,3577,18562,24963,10017,5174
2017,48181,48,181,,,,,,,,,,49176,2273,15664,17640,8215,5384
2017,10001,10,001,,,,,,,,,,63807,3430,21439,23772,10492,4674
2017,55131,55,131,,,,,,,,,,53985,2263,13730,24028,8687,5277
2017,13059,13,059,,,,,,,,,,48257,4219,16409,19168,5907,2554
2017,45073,45,073,,,,,,,,,,32189,1497,7982,14195,6425,2090
2017,12113,12,113,,,,,,,,,,62216,1528,17739,25715,12942,4292
2017,39029,39,029,,,,,,,,,,39140,2558,12746,13978,6744,3114
2017,47009,47,009,,,,,,,,,,50793,2496,14494,21071,7480,5252
2017,05131,05,131,,,,,,,,,,50734,3307,19875,15973,8798,2781
2017,48409,48,409,,,,,,,,,,23075,1180,8208,9576,2816,1295
2017,47147,47,147,,,,,,,,,,25884,801,5858,10212,6002,3011
2017,26037,26,037,,,,,,,,,,29959,1072,8376,12712,5026,2773
2017,19163,19,163,,,,,,,,,,64251,3780,20369,26905,9011,4186
2017,17199,17,199,,,,,,,,,,26845,2190,8576,10674,4420,985
2017,39103,39,103,,,,,,,,,,68650,2221,18264,30041,12273,5851
2017,47113,47,113,,,,,,,,,,36343,3024,12195,13095,5570,2459
2017,01043,01,043,,,,,,,,,,30740,1779,8470,11096,6039,3356
2017,48367,48,367,,,,,,,,,,44244,832,9978,18430,10477,4527
2017,36045,36,045,,,,,,,,,,41548,4523,14678,15870,4720,1757
2017,01101,01,101,,,,,,,,,,88554,8270,32997,29150,12266,5871
2017,04015,04,015,,,,,,,,,,87565,4750,30599,35175,11528,5513
2017,72013,72,013,,,,,,,,,,33702,5166,15068,9748,2590,1130
2017,48213,48,213,,,,,,,,,,32412,1419,10300,13872,4622,2199
2017,06033,06,033,,,,,,,,,,27399,1323,8548,9316,4950,3262
2017,18043,18,043,,,,,,,,,,28614,1806,7913,11451,4707,2737
2017,13045,13,045,,,,,,,,,,42897,1375,13095,16940,7376,4111
2017,01125,01,125,,,,,,,,,,72243,3633,25371,29182,9857,4200
2017,06057,06,057,,,,,,,,,,41638,776,11839,16490,8933,3600
2017,12087,12,087,,,,,,,,,,31285,2791,13749,10725,2983,1037
2017,13097,13,097,,,,,,,,,,49962,1740,13526,21022,8503,5171
2017,29047,29,047,,,,,,,,,,92020,3514,27621,39737,15622,5526
2017,01051,01,051,,,,,,,,,,29176,1012,8243,10821,6519,2581
2017,26091,26,091,,,,,,,,,,38559,1984,11694,15125,7257,2499
2018,01073,01,073,294610,245255,28026,2587,2557,0,208,3586,12469,255940,19764,86641,89583,41784,18168
2018,01097,01,097,169536,145000,13061,481,481,0,108,1821,6604,158627,11425,59171,55514,22715,9802
2018,02020,02,020,149695,114872,16914,1928,1851,0,2673,3342,6555,105285,5362,34337,41024,17282,7280
2018,02090,02,090,51078,36495,7387,708,644,0,781,1405,3161,36378,1253,10759,13573,8430,2363
2018,02170,02,170,42343,30318,4130,491,474,0,119,1105,3143,32198,763,7276,12211,7270,4678
2018,04005,04,005,65994,45193,9247,1547,1416,0,1427,5436,2167,47275,2656,14415,16994,8131,5079
2018,04013,04,013,2107226,1594087,234769,40317,35558,1953,15316,27996,156187,1582464,92029,549796,609573,226829,104237
2018,04015,04,015,71587,56544,7621,407,407,0,0,761,4239,90270,4176,33124,33556,12682,6732
2018,04019,04,019,450472,345883,45268,9647,9231,416,6793,9573,24877,402323,31391,149428,147512,48865,25127
2018,04021,04,021,160166,124909,18776,313,313,0,1169,1310,10674,147936,5630,52326,57351,20878,11751
2018,04027,04,027,78861,64780,9932,575,575,0,29,1311,1482,74532,3341,25405,27938,11910,5938
2018,05007,05,007,135709,114141,13017,188,188,0,209,1154,5720,100128,3491,24434,43827,18138,10238
2018,05119,05,119,188268,157470,16479,1234,1234,0,138,2157,7124,157678,11451,60140,57661,21089,7337
2018,05143,05,143,113275,83065,17055,899,899,0,693,2521,8594,90001,5322,28185,36534,15321,4639
2018,06001,06,001,796952,484833,74121,125492,40817,1820,13919,28404,55046,575410,51449,185312,209926,86122,42601
2018,06007,06,007,98333,75677,8927,1228,1187,41,1385,3643,6539,88636,6815,25276,32339,16235,7971
2018,06013,06,013,560747,376164,63869,63005,12339,1092,1961,7920,37975,396133,19862,107730,149839,75796,42906
2018,06017,06,017,87964,63844,7098,1631,1556,0,419,1690,11837,72774,2468,16852,30019,13870,9565
2018,06019,06,019,401700,317323,49840,4246,3945,0,1891,7312,16028,309519,26190,99130,113090,46834,24275
2018,06029,06,029,341381,273517,43593,2949,2949,0,1133,3225,13353,273167,17224,85499,103638,45430,21376
2018,06031,06,031,54418,42962,8232,253,253,0,123,524,1895,43727,1624,13200,17588,8029,3286
2018,06037,06,037,4874798,3607074,462707,277248,231718,2413,32474,131828,271838,3313908,288550,1105641,1158434,481016,280267
2018,06041,06,041,132566,86544,9342,11031,7142,0,1618,2359,20469,104954,5253,31765,44199,16052,7685
2018,06047,06,047,108162,85524,10468,681,473,0,878,2232,2540,79487,6664,19827,26499,17422,9075
2018,06053,06,053,192389,136222,18478,2596,2596,0,1118,5344,9288,126299,5580,35824,48023,23977,12895
2018,06055,06,055,66644,51221,4960,1435,593,0,728,2095,4302,47315,2261,14327,17905,8311,4511
2018,06059,06,059,1580867,1237023,149238,32483,24717,145,8422,30526,106014,1040394,45991,282803,419813,186255,105532
2018,06061,06,061,177634,140511,11211,1962,1236,0,332,2674,19398,144691,5511,38881,59568,27623,13108
2018,06065,06,065,1050718,835085,121765,12179,6919,229,2556,12890,49719,728103,26670,199176,269589,143145,89523
2018,06067,06,067,711001,551212,70691,16165,9946,1913,6319,12082,46043,543560,36738,175143,201761,86449,43469
2018,06071,06,071,938270,752478,94959,12534,7133,0,2032,16152,50491,638647,26353,164680,238298,126602,82714
2018,06073,06,073,1649210,1261446,144405,43630,38011,1640,7397,50911,108849,1130911,63786,336503,451356,177937,101329
2018,06075,06,075,524742,158937,45222,175897,105342,12951,21999,66653,33017,362827,109255,153448,71113,21406,7605
2018,06077,06,077,316465,253212,40136,5020,1872,285,1063,3867,11404,231917,13747,62125,84246,46727,25072
2018,06079,06,079,126971,90643,16214,864,804,0,2819,6321,9205,106198,3536,29340,42893,17973,12456
2018,06081,06,081,407732,278254,39997,43049,12573,636,6672,9558,22137,259654,13807,76119,99216,43175,27337
2018,06083,06,083,207250,140406,30825,5029,4634,0,6336,7400,15731,146224,8348,43539,55097,25275,13965
2018,06085,06,085,992175,745953,101962,40195,24145,1279,16832,21211,50027,645108,32614,176523,259042,112966,63963
2018,06087,06,087,132127,91157,12732,3361,3361,0,3076,7735,10142,94994,4394,26472,34524,18574,11030
2018,06089,06,089,67512,54313,6821,535,498,0,535,1698,3119,68198,4133,19702,25105,12542,6716
2018,06095,06,095,214362,161545,29292,7116,3013,54,922,2543,10853,152291,6008,40851,52966,32127,20339
2018,06097,06,097,253870,195677,24572,5287,4124,0,1790,5624,18404,187434,9188,51207,73407,34022,19610
2018,06099,06,099,220466,183479,18153,2210,1975,151,323,2547,12041,175171,10714,51023,65588,29704,18142
2018,06107,06,107,176523,138510,24098,1951,1825,0,174,3120,7359,139197,8078,40280,53819,24282,12738
2018,06111,06,111,413288,327834,44211,4387,3308,0,1543,7333,24785,271980,9477,71675,104713,49610,36505
2018,06113,06,113,96996,66331,9251,4371,4091,0,7262,1460,7022,74428,6616,22626,27105,12474,5607
2018,08001,08,001,270854,211304,30502,9124,6901,958,1172,3475,12888,168361,5600,47421,62185,34982,18173
2018,08005,08,005,347785,268293,29239,12829,7275,1345,1319,4825,27231,242141,11065,79966,94600,36474,20036
2018,08013,08,013,175301,115938,11483,8696,8696,0,7592,8746,21481,128295,6997,40399,52242,21797,6860
2018,08031,08,031,411781,282213,31944,24128,15634,314,10336,21196,35912,310324,30977,125755,110459,30684,12449
2018,08035,08,035,186506,141217,11888,3574,1027,84,267,2534,25953,125035,2651,25439,57974,25859,13112
2018,08041,08,041,359417,276956,35540,2189,1734,0,1700,14567,24790,260851,10520,79626,102006,46828,21871
2018,08059,08,059,318721,248350,22011,9320,6252,213,1106,5210,30032,233272,9543,62285,96318,42748,22378
2018,08069,08,069,183927,135172,14214,2067,2067,0,5546,7290,18866,139382,6210,35746,57304,26965,13157
2018,08077,08,077,68240,53735,4682,263,263,0,843,578,5733,61848,2953,20882,22272,11576,4165
2018,08123,08,123,157299,127444,15953,786,786,0,485,2234,8803,107929,3828,23975,41410,23682,15034
2018,09001,09,001,472888,338394,42460,44809,9243,48,211,12505,29722,345634,25125,110509,132969,51665,25366
2018,09003,09,003,445684,360930,36309,14497,13858,120,855,6051,22573,348049,34856,121579,129054,41615,20945
2018,09009,09,009,424773,330447,34510,15721,10651,0,1140,16521,21148,335539,40104,119635,116347,42019,17434
2018,09011,09,011,134685,108150,11068,1886,1132,88,130,3808,8192,108098,7261,34599,42510,17166,6562
2018,09015,09,015,56363,45738,4782,275,262,0,624,1489,2854,44571,2926,12874,16024,8941,3806
2018,10001,10,001,81300,66673,7782,655,575,80,302,2120,3188,67841,6070,19810,27820,9842,4299
2018,10003,10,003,270824,211120,26209,8973,6901,0,526,7534,13880,206351,14024,67585,87854,26111,10777
2018,10005,10,005,100583,82490,7279,128,58,0,434,1066,8671,93479,3338,28793,40230,14503,6615
2018,11001,11,001,378255,129349,19352,130216,47424,368,16175,50327,23199,287476,102882,129023,44809,8295,2467
2018,12001,12,001,128708,96955,13971,3713,3713,0,2432,2407,7530,97782,3742,46671,31161,12370,3838
2018,12005,12,005,83548,68089,7823,544,544,0,393,1913,3200,73856,3347,26533,30151,10436,3389
2018,12009,12,009,254610,206329,22485,1687,1687,0,2116,2570,16005,226363,10395,89586,86667,29702,10013
2018,12011,12,011,950895,761241,81472,22669,20472,75,5956,8749,49426,694980,46999,284389,253792,78292,31508
2018,12021,12,021,158519,114475,24458,1051,969,0,387,2651,13359,144172,8771,58045,56987,15027,5342
2018,12031,12,031,465754,369931,44299,6344,6030,69,2418,8196,24318,367238,28630,141774,140387,39769,16678
2018,12033,12,033,142031,105397,15949,1242,1242,0,1271,4351,12392,118820,7207,43769,49226,14039,4579
2018,12057,12,057,694066,546692,62885,9839,9233,0,3442,11332,51084,540142,34475,209028,211666,63036,21937
2018,12071,12,071,316299,252614,32650,1243,1204,0,2199,2433,18474,281222,16288,116458,108958,29370,10148
2018,12073,12,073,145031,117025,10951,3504,3321,0,726,3126,7827,113390,9163,43276,42605,13164,5182
2018,12081,12,081,168820,129206,19352,706,435,131,1677,1607,13692,150814,6725,60992,61347,15944,5806
